dif_lifespan,length,exercise,smoking,alcohol,sugar
1.1000000000000085,197.0,1.7,0.2,0.9,24.0
0.29999999999999716,181.0,4.8,12.7,0.1,37.6
-1.1999999999999886,184.0,1.2,0.3,4.1,36.0
-7.900000000000006,174.0,2.7,19.1,0.8,22.4
-13.0,167.0,0.2,20.8,5.2,30.0
-6.1000000000000085,211.0,0.6,19.7,0.7,27.6
0.30000000000001137,201.0,2.9,3.3,3.8,19.2
-1.5999999999999943,174.0,2.4,8.5,0.6,30.0
-1.7999999999999972,190.0,1.5,10.5,0.2,33.6
-5.699999999999989,189.0,1.0,9.2,5.7,30.0
-4.1000000000000085,180.0,5.4,17.2,2.2,32.8
-3.299999999999997,191.0,2.9,20.9,0.8,18.8
-2.299999999999997,172.0,2.9,8.5,5.0,9.6
-1.0,196.0,4.0,7.5,1.4,17.2
0.6000000000000085,171.0,3.3,0.1,4.1,14.0
-1.7999999999999972,166.0,1.4,0.2,4.8,36.8
-1.0,188.0,3.6,4.2,0.5,44.0
-0.20000000000000284,194.0,1.7,5.5,0.5,7.6
0.8000000000000114,183.0,2.0,1.1,1.8,25.6
-6.400000000000006,205.0,1.6,18.2,0.3,13.2
1.2000000000000028,174.0,2.4,1.1,1.2,18.8
-3.0999999999999943,170.0,1.9,13.8,0.9,12.4
-0.7000000000000028,213.0,4.0,9.8,0.7,14.4
0.6999999999999886,179.0,2.7,1.5,0.8,9.6
-2.299999999999997,196.0,4.3,13.9,1.8,28.4
-2.5,170.0,1.8,11.3,1.1,32.4
-2.5,185.0,0.5,6.9,3.2,39.2
-5.0,160.0,1.0,21.0,2.1,26.8
-1.3999999999999915,182.0,2.2,7.9,1.7,32.4
2.0999999999999943,173.0,4.9,5.8,0.5,15.6
-2.700000000000003,207.0,3.0,17.3,0.5,30.4
-0.20000000000000284,189.0,3.7,6.3,0.5,26.8
-3.799999999999997,199.0,1.5,18.5,1.1,27.2
2.0999999999999943,175.0,4.4,4.5,1.8,19.6
-2.0999999999999943,175.0,1.1,0.6,5.3,25.6
-5.200000000000003,170.0,1.2,13.6,0.6,20.4
-2.5999999999999943,174.0,1.9,7.6,2.4,25.6
-1.6999999999999886,202.0,0.5,0.3,4.0,13.6
-1.1999999999999886,174.0,1.4,3.1,1.1,19.2
-4.300000000000011,194.0,1.1,15.8,1.9,38.8
-0.7000000000000028,172.0,3.9,6.3,3.2,21.2
-2.8000000000000114,179.0,5.1,16.7,4.0,27.6
-1.0999999999999943,181.0,1.6,5.2,1.4,26.8
0.10000000000000853,183.0,1.6,1.1,2.9,31.6
0.5,202.0,2.5,4.0,0.5,24.4
-3.0,205.0,2.4,13.4,0.7,25.2
-2.8000000000000114,193.0,1.4,9.0,3.5,16.4
1.0,193.0,1.5,0.1,1.7,25.2
-4.799999999999997,176.0,0.5,12.5,5.1,41.2
-2.200000000000003,186.0,3.8,10.9,0.4,18.4
-0.6000000000000085,187.0,0.7,3.3,2.0,9.2
-0.5999999999999943,178.0,2.1,2.5,5.8,44.4
-3.8999999999999915,173.0,1.5,6.2,1.4,19.2
-2.0,196.0,3.5,17.3,0.3,28.0
-3.9000000000000057,182.0,2.7,19.0,2.0,21.6
1.2999999999999972,192.0,4.0,6.3,0.6,26.0
-3.5,186.0,1.8,10.8,5.3,43.6
-5.900000000000006,187.0,1.3,19.8,5.1,32.8
-1.9000000000000057,173.0,1.4,1.6,0.6,32.8
-6.099999999999994,190.0,2.6,19.8,5.3,53.6
-6.299999999999997,174.0,1.6,22.1,1.0,8.0
-0.20000000000000284,178.0,2.4,0.3,4.9,39.6
-3.200000000000003,171.0,2.8,13.3,2.4,18.0
0.3999999999999915,192.0,1.9,0.3,0.6,13.2
-2.4000000000000057,165.0,1.0,8.2,0.3,25.6
-3.9000000000000057,180.0,3.2,19.5,1.3,8.4
-2.5,171.0,3.9,16.1,4.9,24.8
-1.2000000000000028,183.0,1.7,0.3,5.2,28.8
0.9000000000000057,191.0,4.1,8.6,2.1,28.4
-4.799999999999997,195.0,0.7,17.3,4.2,34.4
2.3999999999999915,199.0,5.4,1.8,0.1,30.0
0.19999999999998863,212.0,2.2,1.0,4.7,25.2
-2.799999999999997,189.0,4.0,13.4,4.9,23.2
-4.699999999999989,188.0,1.4,6.0,2.9,22.0
-4.0,175.0,2.9,13.9,3.4,34.4
-0.29999999999999716,179.0,0.6,0.4,2.7,8.0
0.09999999999999432,187.0,0.9,0.2,0.8,24.8
-1.5,171.0,3.3,13.6,1.7,20.4
-3.1999999999999886,186.0,2.3,21.7,0.7,6.0
-2.200000000000003,177.0,1.8,5.1,5.2,46.4
-9.199999999999989,173.0,1.3,21.4,1.4,19.6
-0.7999999999999972,209.0,1.8,0.1,5.8,15.6
-3.0,179.0,2.3,21.8,4.5,37.6
-1.4000000000000057,192.0,3.0,8.0,0.5,24.4
-0.5999999999999943,183.0,3.2,8.6,0.9,27.6
-2.700000000000003,179.0,3.3,18.5,0.2,29.2
-0.20000000000000284,206.0,3.7,19.8,1.3,16.8
1.0,192.0,2.0,0.3,0.4,16.4
-1.4000000000000057,179.0,1.2,7.1,0.6,34.0
-0.9000000000000057,187.0,0.9,9.4,1.2,17.6
1.3000000000000114,186.0,2.3,0.4,2.6,20.8
0.6000000000000085,189.0,3.6,4.6,4.7,33.6
-1.2999999999999972,190.0,1.5,5.0,4.7,15.6
-3.200000000000003,171.0,3.0,17.8,0.6,7.2
2.5999999999999943,180.0,3.6,0.5,0.6,20.0
-1.2000000000000028,164.0,2.2,7.7,3.4,31.2
-6.299999999999997,180.0,3.3,16.7,4.0,42.4
-4.700000000000003,163.0,3.3,11.0,4.7,38.4
-3.200000000000003,188.0,1.4,10.5,0.1,10.8
-1.7999999999999972,184.0,3.9,5.5,1.6,29.2
-1.5,192.0,2.4,12.4,0.5,24.8
-6.3999999999999915,199.0,2.8,21.7,3.7,23.6
-0.7000000000000028,175.0,2.2,4.2,1.2,6.8
-5.3999999999999915,203.0,2.0,20.2,4.3,29.2
-4.1000000000000085,207.0,3.6,13.3,5.1,53.6
-3.1000000000000085,179.0,0.8,6.4,0.3,47.2
-2.5999999999999943,200.0,3.1,19.9,0.3,10.0
-2.700000000000003,207.0,1.4,19.4,1.2,24.4
-8.200000000000003,176.0,1.2,19.0,1.9,23.6
-5.799999999999997,187.0,2.1,14.0,4.5,15.2
-2.700000000000003,164.0,0.9,8.9,2.9,32.8
3.799999999999997,183.0,4.6,0.7,0.6,30.4
-7.0,172.0,1.1,22.2,1.8,10.8
-1.6999999999999886,174.0,2.4,12.5,0.5,35.6
1.4000000000000057,175.0,3.5,3.6,0.2,20.4
-5.5,199.0,2.1,22.0,4.6,6.4
-3.5,175.0,4.6,18.6,0.5,20.4
1.7000000000000028,199.0,3.8,0.5,4.9,14.4
0.0,175.0,1.2,0.2,1.0,28.8
-0.10000000000000853,196.0,1.8,5.7,1.3,7.6
-1.5,186.0,2.5,4.3,5.1,12.0
-2.8999999999999915,163.0,4.6,20.8,2.6,18.4
0.7000000000000028,169.0,4.2,1.3,4.1,14.4
-1.2000000000000028,184.0,4.1,7.1,4.0,31.6
-2.0,184.0,1.8,10.4,0.8,35.2
-4.5,182.0,2.6,17.5,1.0,22.8
-9.299999999999997,158.0,3.0,21.0,5.2,16.0
-5.3999999999999915,193.0,1.8,20.1,2.4,9.6
-6.400000000000006,171.0,1.7,16.0,4.9,36.8
-1.0999999999999943,192.0,1.9,3.0,4.9,10.8
-5.099999999999994,192.0,1.6,16.3,1.4,47.6
-0.29999999999999716,168.0,3.3,0.6,1.3,32.4
-1.5,170.0,0.5,5.5,0.4,14.4
-5.299999999999997,187.0,0.6,16.8,0.8,14.4
-1.7000000000000028,195.0,2.0,10.7,1.2,34.0
-1.7999999999999972,195.0,1.9,13.9,0.9,34.4
-5.0,175.0,2.1,17.8,4.1,16.0
-1.0,191.0,3.4,17.2,0.5,6.0
-3.1000000000000085,182.0,2.8,17.2,1.0,28.0
-1.5,191.0,3.8,20.4,1.2,14.4
-1.5,173.0,2.8,4.8,0.3,12.4
-3.3999999999999915,201.0,1.4,16.0,1.3,32.0
-2.5,167.0,2.3,6.9,0.6,26.0
-1.7999999999999972,176.0,1.4,9.7,0.6,7.6
-3.799999999999997,184.0,0.6,7.6,0.5,18.4
-2.700000000000003,202.0,3.4,13.8,0.9,37.2
-0.6000000000000085,175.0,3.2,7.0,1.9,24.8
-0.5,159.0,1.1,0.4,0.9,40.0
-3.5,174.0,0.9,13.1,0.7,20.8
-4.299999999999997,161.0,2.5,1.1,3.9,44.4
-5.099999999999994,155.0,1.6,19.1,1.4,24.8
-2.0,180.0,2.9,11.8,2.2,27.2
-2.3999999999999915,177.0,4.0,16.3,0.5,51.2
-0.5,183.0,2.3,6.4,1.2,20.0
-1.4000000000000057,161.0,1.5,3.8,1.8,26.8
-0.8999999999999915,195.0,0.9,4.4,4.8,31.2
2.0999999999999943,188.0,4.5,4.8,4.0,26.4
-5.5,193.0,1.4,15.6,5.0,14.8
-2.4000000000000057,214.0,1.3,8.5,5.6,26.8
-1.1000000000000085,165.0,1.2,0.3,0.7,30.8
-4.799999999999997,154.0,3.1,16.3,1.3,15.6
-3.799999999999997,192.0,1.8,16.7,4.4,35.2
-1.8000000000000114,187.0,1.2,3.8,1.2,13.2
-5.8999999999999915,202.0,0.8,18.8,0.7,15.6
-2.0,160.0,1.2,0.2,1.8,23.6
-4.599999999999994,179.0,2.5,15.3,2.7,33.6
-6.700000000000003,192.0,1.7,22.0,1.3,23.2
-3.0999999999999943,178.0,1.1,10.5,0.8,31.6
1.1000000000000085,179.0,3.6,0.2,3.9,16.4
-0.7999999999999972,170.0,1.6,2.9,1.8,34.0
-4.5,162.0,2.8,14.7,3.5,28.0
0.20000000000000284,162.0,3.4,2.2,4.6,41.6
1.9000000000000057,182.0,4.0,0.9,3.3,26.8
-2.3999999999999915,191.0,3.4,21.7,1.2,13.6
-3.6999999999999886,167.0,2.6,3.8,4.1,13.6
-2.3999999999999915,175.0,1.4,9.9,0.8,32.0
0.09999999999999432,182.0,3.5,3.2,1.2,37.2
-6.799999999999997,160.0,2.5,1.9,0.8,39.6
-1.8999999999999915,158.0,1.7,0.6,5.8,30.0
-4.299999999999997,184.0,3.5,21.2,4.6,17.2
-0.5,165.0,2.4,1.8,0.3,33.6
-1.0,170.0,3.0,10.7,0.2,29.2
0.5999999999999943,183.0,1.8,0.4,0.7,16.8
-5.5,180.0,1.7,20.4,1.7,31.2
0.30000000000001137,193.0,3.3,8.0,0.7,43.6
-1.1000000000000085,192.0,2.8,14.2,0.3,33.6
-4.299999999999997,173.0,2.4,19.5,0.3,48.0
-5.799999999999997,174.0,1.1,15.2,0.7,19.2
-5.5,187.0,1.7,15.5,4.3,16.4
-1.2000000000000028,173.0,3.2,3.8,5.1,37.6
-3.200000000000003,205.0,1.3,8.5,5.5,24.0
-1.3000000000000114,156.0,5.1,0.7,5.9,40.8
0.20000000000000284,172.0,4.2,4.4,2.6,22.0
-7.700000000000003,177.0,1.3,20.8,4.1,35.6
-8.099999999999994,180.0,0.5,20.2,0.3,25.2
-5.1000000000000085,184.0,4.2,22.0,5.2,31.6
-2.0,168.0,0.8,0.4,0.3,24.4
1.3999999999999915,177.0,2.6,0.8,0.4,18.4
-3.9000000000000057,167.0,2.3,15.8,1.4,12.0
-10.200000000000003,180.0,1.7,19.6,5.9,45.2
-2.5,171.0,1.0,6.7,1.8,38.4
-6.700000000000003,200.0,1.4,20.4,0.5,34.0
-2.5999999999999943,194.0,1.9,9.4,2.1,34.0
-2.5999999999999943,201.0,2.7,13.1,3.1,35.2
-3.0,174.0,4.0,16.4,4.4,12.4
-0.3999999999999915,180.0,3.8,5.9,4.6,30.8
-0.20000000000000284,190.0,2.8,5.7,3.4,21.2
-0.9000000000000057,195.0,2.7,2.8,1.0,22.8
0.20000000000000284,191.0,2.7,6.6,4.0,20.4
-1.5999999999999943,181.0,2.9,16.6,1.0,44.4
0.7000000000000028,185.0,1.9,0.0,0.5,30.0
-7.5,176.0,1.6,21.3,0.4,21.2
-6.799999999999997,176.0,1.0,14.9,0.6,34.0
-0.7000000000000028,176.0,1.4,14.0,4.4,18.8
-1.5,199.0,2.1,8.2,1.9,32.0
0.6000000000000085,176.0,4.5,2.4,1.1,51.2
-0.9000000000000057,173.0,1.8,2.4,0.3,22.8
-2.1000000000000085,181.0,3.4,14.5,0.4,38.0
-1.0,188.0,1.4,3.5,2.6,23.2
-0.4000000000000057,165.0,1.0,0.6,0.6,40.0
-0.6000000000000085,171.0,0.3,0.0,2.1,30.0
0.5,176.0,1.3,1.2,0.3,34.8
-2.3000000000000114,197.0,3.3,19.5,0.2,30.8
-5.700000000000003,164.0,1.1,13.0,3.1,42.8
-0.5,202.0,2.0,1.8,3.5,8.8
-2.299999999999997,189.0,4.3,11.9,4.2,15.2
-3.6000000000000085,170.0,1.7,7.2,4.6,24.4
-2.4000000000000057,187.0,4.3,18.3,1.4,25.6
-1.3999999999999915,169.0,0.5,4.5,1.5,11.2
-4.5,180.0,1.9,11.3,5.7,26.8
1.5,181.0,1.9,0.4,0.9,10.8
-3.5999999999999943,198.0,3.9,14.2,0.3,30.0
-3.200000000000003,178.0,3.7,20.9,2.8,11.6
-0.7999999999999972,169.0,2.6,13.4,0.4,33.2
0.09999999999999432,181.0,3.8,0.6,5.0,20.4
1.5999999999999943,183.0,5.4,19.1,0.3,6.4
-0.7000000000000028,183.0,1.5,0.9,3.5,22.4
-3.5999999999999943,179.0,1.7,13.0,0.3,15.2
-2.200000000000003,198.0,1.2,6.0,2.5,22.8
1.0999999999999943,163.0,3.8,0.5,0.6,29.6
0.7000000000000028,167.0,1.9,0.3,4.4,21.2
-0.5999999999999943,178.0,3.0,9.7,0.6,33.2
1.7999999999999972,192.0,4.1,0.0,5.1,18.0
-2.700000000000003,201.0,3.6,9.2,0.6,24.4
0.0,191.0,1.5,0.1,3.5,15.2
-5.099999999999994,174.0,1.1,11.5,2.5,21.6
-2.8999999999999915,162.0,1.7,8.8,4.3,40.8
-2.6000000000000085,177.0,4.3,18.3,0.3,14.4
-4.3999999999999915,189.0,1.6,18.7,2.0,44.8
-1.0,182.0,4.2,12.7,0.5,26.0
-3.200000000000003,178.0,3.1,13.3,0.2,25.2
-6.299999999999997,179.0,1.9,19.1,4.6,36.8
-4.3999999999999915,183.0,1.6,19.7,0.4,10.8
-3.8999999999999915,182.0,2.7,11.3,1.8,31.6
-2.299999999999997,173.0,1.0,1.2,5.0,29.6
-8.299999999999997,169.0,1.4,20.2,1.6,43.6
-1.7000000000000028,204.0,2.4,6.0,2.5,36.0
-3.299999999999997,186.0,3.7,15.1,5.3,34.8
-7.399999999999999,192.0,0.8,19.5,0.5,38.8
-0.7999999999999972,186.0,1.5,0.7,2.4,21.2
-0.4000000000000057,191.0,1.4,0.7,1.1,16.4
0.7999999999999972,214.0,4.2,2.3,2.7,43.2
0.5999999999999943,185.0,4.2,5.9,0.8,31.2
-0.20000000000000284,198.0,1.8,0.1,1.0,25.2
-0.7999999999999972,176.0,2.3,6.0,1.2,37.6
1.4000000000000057,194.0,4.6,10.4,0.4,23.2
-3.700000000000003,172.0,1.8,8.4,3.7,44.0
1.6999999999999886,169.0,3.7,0.9,5.6,26.0
-3.200000000000003,181.0,1.0,6.4,0.9,26.4
-1.7000000000000028,176.0,2.8,12.4,2.7,28.8
-8.400000000000006,164.0,0.8,19.9,0.2,33.6
-1.5,196.0,3.3,8.1,5.2,15.2
-4.299999999999997,173.0,2.3,21.7,4.7,17.6
-0.29999999999999716,191.0,2.0,7.0,2.1,14.4
-4.200000000000003,185.0,4.5,20.3,1.2,40.0
-5.200000000000003,183.0,2.9,14.3,0.4,21.2
-1.0,189.0,2.6,11.2,5.0,17.6
0.5999999999999943,195.0,3.6,5.3,0.8,30.8
-0.29999999999999716,179.0,0.4,0.0,1.1,10.8
-1.2999999999999972,189.0,1.6,3.2,3.4,40.0
-3.299999999999997,172.0,1.9,12.5,4.5,22.0
0.7999999999999972,174.0,2.1,0.0,0.8,26.8
-6.100000000000001,199.0,1.7,21.9,3.8,16.4
-1.9000000000000057,175.0,1.9,7.6,1.9,50.0
-4.199999999999989,186.0,3.8,13.6,5.1,22.0
-2.6000000000000085,183.0,3.1,20.9,1.5,22.0
-1.1000000000000085,170.0,1.2,0.9,3.2,17.2
-2.0,177.0,2.1,6.5,5.2,19.6
-2.0,184.0,5.3,15.4,0.8,29.2
-6.0,170.0,0.8,17.6,0.8,34.4
-2.9000000000000057,196.0,2.6,18.9,3.5,20.8
-2.5999999999999943,171.0,1.6,11.0,4.7,27.2
-2.0999999999999943,163.0,1.2,3.7,5.6,18.0
-0.8000000000000114,204.0,2.1,2.4,3.2,48.8
-4.3999999999999915,167.0,1.5,11.0,4.4,31.6
0.4000000000000057,197.0,2.0,1.6,0.8,18.8
-4.700000000000003,207.0,1.6,18.0,0.6,30.0
-1.9000000000000057,195.0,2.2,4.0,4.0,42.0
-2.0,189.0,2.8,7.2,4.2,26.4
-2.4000000000000057,172.0,2.1,13.0,4.0,10.8
-3.5999999999999943,172.0,1.6,17.2,5.7,16.4
1.4000000000000057,196.0,2.8,1.9,0.2,23.2
-4.0,180.0,1.1,20.8,5.5,26.0
1.3000000000000114,208.0,5.3,5.6,3.8,33.6
0.7000000000000028,175.0,3.5,1.0,4.2,23.6
-6.8999999999999915,156.0,2.0,15.6,0.8,15.6
-4.200000000000003,167.0,0.7,9.2,2.3,22.0
-1.3999999999999915,186.0,0.8,6.9,0.7,19.2
-0.7000000000000028,190.0,5.3,18.0,1.1,42.4
-3.5,205.0,2.1,10.9,4.7,25.2
-3.3999999999999986,189.0,1.9,18.8,0.7,24.4
-4.5,172.0,1.0,10.0,1.7,42.8
-0.5999999999999943,191.0,4.3,10.4,1.7,20.8
-1.3999999999999915,193.0,1.4,4.8,1.2,21.6
2.4000000000000057,197.0,3.7,0.1,0.5,29.6
-4.299999999999997,187.0,2.6,16.7,0.7,24.8
-2.0999999999999943,169.0,3.7,11.4,1.8,27.6
-6.400000000000006,178.0,2.3,19.0,0.2,50.8
-3.0,190.0,1.6,18.9,0.5,34.0
-4.099999999999994,163.0,3.1,17.6,4.1,25.2
-0.8999999999999915,160.0,2.9,0.3,0.2,20.0
-2.200000000000003,177.0,2.9,15.8,5.1,9.2
0.4000000000000057,192.0,1.9,3.8,2.8,9.6
-0.20000000000000284,166.0,2.8,17.0,2.6,12.4
-4.0,185.0,1.8,13.3,4.3,8.0
-4.1000000000000085,178.0,1.6,12.2,2.0,17.2
-0.9000000000000057,190.0,1.2,1.7,2.0,23.6
1.2000000000000028,191.0,4.0,0.1,5.9,28.8
-2.9000000000000057,185.0,1.7,16.1,1.2,35.6
-7.0,190.0,1.5,16.1,3.8,31.2
-3.700000000000003,177.0,1.9,8.7,4.9,21.2
-3.700000000000003,180.0,1.1,14.4,0.8,34.4
1.5999999999999943,198.0,4.3,0.1,0.4,21.2
-0.7999999999999972,199.0,2.2,6.0,0.6,32.8
-5.800000000000011,185.0,1.6,14.0,4.4,23.6
0.8999999999999915,189.0,2.8,1.0,1.3,44.4
-1.2999999999999972,157.0,1.5,2.9,0.9,45.6
-2.3999999999999915,189.0,2.8,19.3,1.1,34.0
-2.700000000000003,182.0,1.5,13.8,4.3,48.8
-2.5999999999999943,193.0,2.0,8.9,4.8,26.8
-3.0,182.0,1.7,9.2,5.8,25.6
-1.0999999999999943,188.0,1.8,6.6,2.6,30.4
-6.900000000000006,170.0,1.7,16.4,4.5,13.2
0.9000000000000057,187.0,4.6,12.8,0.5,33.2
-7.0,175.0,3.5,19.8,3.2,16.4
-1.2000000000000028,179.0,3.2,19.7,1.3,24.4
-0.7000000000000028,186.0,3.5,9.5,0.2,14.4
-2.799999999999997,190.0,1.1,6.3,4.2,28.0
-1.9000000000000057,203.0,1.3,14.9,2.5,45.2
-4.0,160.0,2.5,5.2,0.1,10.8
-14.699999999999996,175.0,0.1,21.7,4.9,34.4
-3.299999999999997,170.0,2.9,19.5,0.7,18.8
-4.099999999999994,197.0,1.9,12.3,4.9,40.4
1.4000000000000057,169.0,4.3,2.5,4.7,22.8
-1.0,184.0,1.6,9.5,2.5,23.6
0.0,188.0,3.8,3.3,1.2,21.2
-3.700000000000003,213.0,3.4,10.5,4.4,20.0
-0.7000000000000028,195.0,3.0,7.9,3.1,33.6
-1.3000000000000114,171.0,1.9,0.2,4.6,22.4
-3.700000000000003,182.0,2.7,15.4,0.2,19.6
1.2000000000000028,202.0,2.6,0.3,4.3,36.8
-4.200000000000003,190.0,1.0,18.3,4.4,19.2
-3.5,179.0,1.5,10.1,1.0,19.2
-1.9000000000000057,185.0,2.4,19.1,0.9,16.4
1.7999999999999972,179.0,2.6,1.8,1.0,19.2
-4.5,189.0,1.8,21.2,0.3,19.6
-1.7000000000000028,173.0,1.3,0.3,4.6,24.0
-0.3999999999999915,191.0,2.9,6.8,2.8,30.4
2.4000000000000057,187.0,4.8,0.9,1.8,44.4
-2.299999999999997,168.0,3.5,9.4,1.9,46.4
-6.599999999999994,182.0,2.1,17.4,4.9,24.0
0.0,172.0,3.2,5.3,1.6,22.0
-2.3000000000000114,177.0,4.2,22.1,3.9,38.8
-1.7999999999999972,175.0,0.1,4.5,0.8,26.0
-4.300000000000011,176.0,0.6,19.2,2.8,37.6
-3.299999999999997,194.0,1.3,15.3,3.2,36.8
1.0999999999999943,201.0,4.6,1.4,4.5,14.0
-9.300000000000011,173.0,4.5,19.3,2.9,22.8
-0.29999999999999716,165.0,0.9,0.7,1.3,16.8
-3.799999999999997,193.0,0.7,18.5,5.1,29.2
-2.5,200.0,1.6,5.5,1.8,27.6
-1.2999999999999972,183.0,2.3,5.9,0.8,12.0
2.700000000000003,170.0,3.9,0.8,1.6,32.0
-1.2000000000000028,192.0,3.7,11.7,2.7,45.2
2.1000000000000085,178.0,2.9,0.2,0.2,22.4
-1.4000000000000057,214.0,0.7,6.6,2.8,48.8
-4.900000000000006,163.0,0.2,18.6,5.4,25.6
-1.5,165.0,0.2,3.8,0.5,21.2
1.4000000000000057,205.0,3.6,0.2,2.1,18.8
-2.200000000000003,179.0,2.1,9.8,1.8,34.4
2.5,183.0,3.8,0.4,0.6,20.8
-1.3000000000000114,179.0,2.2,2.6,4.1,27.2
-5.8999999999999915,194.0,1.4,20.2,0.7,53.2
-1.4000000000000057,173.0,3.4,12.4,2.6,25.6
-0.7000000000000028,183.0,3.3,6.6,4.4,21.6
-3.799999999999997,169.0,2.7,19.2,5.2,17.2
-1.7000000000000028,190.0,4.4,10.0,0.0,30.0
-2.1999999999999886,164.0,1.7,16.5,0.4,19.6
-1.0999999999999943,165.0,2.8,16.8,0.0,8.8
-2.799999999999997,188.0,0.5,1.5,5.6,34.0
-2.4000000000000057,171.0,0.4,5.6,2.2,11.2
-3.6000000000000085,175.0,4.0,18.3,0.3,9.2
-4.0,182.0,1.3,21.4,0.3,21.2
-3.8999999999999915,201.0,1.4,15.2,0.4,20.0
0.09999999999999432,169.0,2.5,2.1,1.1,15.2
1.2000000000000028,189.0,1.7,0.3,0.4,13.6
2.3000000000000114,189.0,4.3,0.5,3.6,44.4
-5.0,180.0,2.7,13.6,6.0,46.4
-2.3999999999999915,178.0,1.4,8.7,0.4,41.2
-5.5,194.0,2.3,21.5,2.5,38.0
-0.5,208.0,2.6,5.1,1.3,20.0
-2.5,176.0,1.0,8.0,0.2,36.4
-1.3999999999999915,179.0,3.8,16.9,3.7,3.2
-3.8000000000000114,208.0,0.8,12.8,5.2,18.4
0.7999999999999972,195.0,4.4,2.3,4.0,22.8
1.2000000000000028,204.0,3.8,2.4,0.8,30.8
-4.5,168.0,3.4,11.7,1.6,24.4
-3.700000000000003,180.0,1.1,16.1,0.3,13.2
-3.0999999999999943,183.0,3.5,13.5,3.2,45.6
0.3999999999999915,185.0,5.2,7.7,5.3,6.0
0.5999999999999943,167.0,1.6,0.7,0.4,24.4
-6.800000000000004,172.0,2.6,18.5,5.2,20.8
-3.5999999999999943,202.0,2.2,13.7,5.4,28.0
-5.3999999999999915,172.0,2.5,17.9,3.5,45.2
-2.5999999999999943,197.0,1.3,8.0,4.1,25.6
-4.899999999999999,175.0,1.2,16.9,0.6,28.4
-0.30000000000001137,195.0,4.3,19.4,1.4,27.2
-4.0,191.0,3.9,10.8,4.0,44.8
-2.1000000000000085,173.0,3.2,18.8,0.1,26.4
0.4000000000000057,197.0,4.8,13.3,0.7,34.4
-4.3999999999999915,180.0,2.4,16.4,0.6,29.2
0.7000000000000028,210.0,2.0,2.2,0.6,17.2
-5.0,175.0,1.2,10.6,1.3,30.4
-3.0,186.0,1.1,2.0,2.0,40.8
-7.5,195.0,1.2,21.6,0.5,6.0
1.3999999999999915,200.0,5.4,16.0,0.6,10.8
-5.299999999999997,190.0,2.9,16.4,2.0,38.8
-1.5,185.0,1.8,7.6,1.0,31.6
-4.599999999999994,184.0,1.4,17.9,0.1,36.4
-4.5,185.0,1.7,12.4,5.8,46.8
-0.7999999999999972,176.0,2.8,6.9,4.3,28.0
1.8999999999999915,195.0,2.7,0.8,0.3,28.4
-2.200000000000003,196.0,1.4,17.2,0.7,29.2
0.4000000000000057,181.0,3.0,5.5,0.3,30.0
-4.799999999999997,181.0,4.5,16.4,5.1,23.6
1.8000000000000114,169.0,4.8,5.4,4.2,8.0
-3.3999999999999915,178.0,1.7,9.6,2.8,12.0
-5.0,156.0,3.9,21.9,0.2,23.6
-6.3999999999999915,187.0,1.1,19.7,4.8,29.2
-0.8000000000000114,177.0,1.5,4.1,2.2,14.8
-6.8999999999999915,191.0,0.8,21.5,2.1,31.6
-2.5,163.0,1.6,14.4,3.0,32.0
-0.8000000000000114,205.0,4.4,6.8,0.6,41.6
-0.8999999999999915,175.0,3.3,12.1,1.4,13.2
-0.20000000000000284,196.0,3.2,2.1,5.0,41.6
-0.29999999999999716,194.0,0.8,0.1,1.7,32.8
-0.5999999999999943,188.0,1.9,4.2,3.2,22.8
-2.0999999999999943,184.0,2.0,8.6,1.3,16.4
1.4000000000000057,189.0,4.3,0.7,2.2,12.0
-4.1000000000000085,191.0,4.6,20.2,0.5,22.4
-4.799999999999997,187.0,2.4,19.4,3.7,14.0
-2.0,182.0,0.8,7.0,2.3,5.2
-3.0,180.0,0.9,4.0,5.9,15.2
-0.5,181.0,3.3,2.0,4.5,19.2
1.1000000000000085,186.0,2.6,0.1,1.2,30.8
-3.1000000000000085,171.0,2.8,12.7,2.8,17.6
-4.500000000000007,179.0,2.3,14.2,0.2,14.4
-0.8999999999999915,214.0,2.7,7.1,1.3,9.6
-0.7000000000000028,180.0,1.2,3.1,2.7,22.8
-1.2000000000000028,198.0,0.4,0.4,1.9,30.8
-0.3999999999999915,167.0,1.3,0.4,1.7,33.6
-1.7000000000000028,174.0,1.0,5.7,1.9,36.8
0.4000000000000057,187.0,2.5,1.6,0.8,46.8
0.20000000000000284,168.0,3.2,5.3,0.7,32.4
-5.599999999999994,177.0,3.4,22.0,1.2,23.6
0.4000000000000057,180.0,2.7,0.2,4.7,15.6
-1.6000000000000085,187.0,2.2,7.7,1.4,20.4
-2.700000000000003,184.0,2.4,13.4,0.2,35.2
-4.5,169.0,1.4,13.7,5.7,28.4
-0.4000000000000057,189.0,4.5,1.0,0.1,24.0
0.0,177.0,2.8,5.2,1.2,33.6
-0.4000000000000057,200.0,5.0,17.3,5.0,11.2
-2.5,184.0,1.2,6.8,4.3,28.4
0.29999999999999716,187.0,3.2,2.8,2.3,35.6
-3.8999999999999915,180.0,1.4,12.8,3.8,42.8
-5.700000000000003,159.0,1.9,21.4,0.2,22.0
-4.3999999999999915,161.0,3.4,15.3,4.3,24.8
-1.0,166.0,2.6,6.4,0.7,29.6
-2.5,194.0,3.2,17.1,0.4,24.4
