lifespan,genetic,mass,exercise,smoking,alcohol,sugar
76.9,76.1,67.2,2.0,1.1,1.8,25.6
73.5,79.9,103.7,1.6,18.2,0.3,13.2
76.4,75.2,61.7,2.4,1.1,1.2,18.8
92.0,95.1,92.7,1.9,13.8,0.9,12.4
75.6,76.3,127.6,4.0,9.8,0.7,14.4
74.1,73.4,82.7,2.7,1.5,0.8,9.6
94.3,96.6,98.2,4.3,13.9,1.8,28.4
79.4,81.9,97.9,1.8,11.3,1.1,32.4
88.4,90.9,86.7,0.5,6.9,3.2,39.2
79.4,84.4,70.2,1.0,21.0,2.1,26.8
77.2,78.6,83.2,2.2,7.9,1.7,32.4
82.3,80.2,95.2,4.9,5.8,0.5,15.6
75.3,78.0,59.7,3.0,17.3,0.5,30.4
100.2,100.4,76.0,3.7,6.3,0.5,26.8
82.2,86.0,132.3,1.5,18.5,1.1,27.2
82.0,79.9,92.7,4.4,4.5,1.8,19.6
79.9,82.0,99.8,1.1,0.6,5.3,25.6
67.0,72.2,108.6,1.2,13.6,0.6,20.4
76.4,79.0,95.3,1.9,7.6,2.4,25.6
100.4,102.1,133.0,0.5,0.3,4.0,13.6
96.9,98.1,84.4,1.4,3.1,1.1,19.2
77.1,81.4,68.3,1.1,15.8,1.9,38.8
68.0,68.7,73.4,3.9,6.3,3.2,21.2
98.1,100.9,105.2,5.1,16.7,4.0,27.6
77.0,78.1,94.7,1.6,5.2,1.4,26.8
81.7,81.6,59.4,1.6,1.1,2.9,31.6
83.7,83.2,99.5,2.5,4.0,0.5,24.4
71.9,74.9,99.0,2.4,13.4,0.7,25.2
79.1,81.9,95.6,1.4,9.0,3.5,16.4
99.3,98.3,95.2,1.5,0.1,1.7,25.2
75.3,80.1,55.0,0.5,12.5,5.1,41.2
79.2,81.4,67.6,3.8,10.9,0.4,18.4
78.6,79.2,63.1,0.7,3.3,2.0,9.2
90.5,91.1,61.5,2.1,2.5,5.8,44.4
89.9,93.8,151.7,1.5,6.2,1.4,19.2
72.7,74.7,111.1,3.5,17.3,0.3,28.0
76.6,80.5,60.9,2.7,19.0,2.0,21.6
84.0,82.7,92.8,4.0,6.3,0.6,26.0
98.6,102.1,57.4,1.8,10.8,5.3,43.6
72.5,78.4,57.7,1.3,19.8,5.1,32.8
77.6,79.5,124.7,1.4,1.6,0.6,32.8
88.0,94.1,85.1,2.6,19.8,5.3,53.6
93.8,100.1,75.0,1.6,22.1,1.0,8.0
91.2,91.4,50.6,2.4,0.3,4.9,39.6
87.1,90.3,73.7,2.8,13.3,2.4,18.0
74.3,73.9,120.2,1.9,0.3,0.6,13.2
75.3,77.7,90.2,1.0,8.2,0.3,25.6
89.1,93.0,73.8,3.2,19.5,1.3,8.4
93.5,96.0,60.7,3.9,16.1,4.9,24.8
88.6,89.8,82.4,1.7,0.3,5.2,28.8
84.4,83.5,115.0,4.1,8.6,2.1,28.4
73.3,78.1,115.5,0.7,17.3,4.2,34.4
83.1,80.7,71.1,5.4,1.8,0.1,30.0
85.6,85.4,85.6,2.2,1.0,4.7,25.2
88.7,91.5,121.5,4.0,13.4,4.9,23.2
86.9,91.6,159.1,1.4,6.0,2.9,22.0
83.6,87.6,85.0,2.9,13.9,3.4,34.4
88.3,88.6,56.9,0.6,0.4,2.7,8.0
86.0,85.9,53.4,0.9,0.2,0.8,24.8
71.8,73.3,58.2,3.3,13.6,1.7,20.4
87.9,91.1,69.4,2.3,21.7,0.7,6.0
75.1,77.3,84.6,1.8,5.1,5.2,46.4
76.9,86.1,125.8,1.3,21.4,1.4,19.6
63.2,64.0,95.3,1.8,0.1,5.8,15.6
87.7,90.7,62.4,2.3,21.8,4.5,37.6
88.1,89.5,111.0,3.0,8.0,0.5,24.4
88.4,89.0,102.0,3.2,8.6,0.9,27.6
74.1,76.8,102.9,3.3,18.5,0.2,29.2
70.5,70.7,144.2,3.7,19.8,1.3,16.8
85.0,84.0,81.0,2.0,0.3,0.4,16.4
77.0,78.4,84.5,1.2,7.1,0.6,34.0
82.5,83.4,55.6,0.9,9.4,1.2,17.6
79.4,78.1,91.0,2.3,0.4,2.6,20.8
79.9,79.3,76.5,3.6,4.6,4.7,33.6
94.9,96.2,117.0,1.5,5.0,4.7,15.6
76.7,79.9,105.7,3.0,17.8,0.6,7.2
87.6,85.0,66.1,3.6,0.5,0.6,20.0
79.8,81.0,59.3,2.2,7.7,3.4,31.2
76.7,83.0,140.9,3.3,16.7,4.0,42.4
73.3,78.0,112.9,3.3,11.0,4.7,38.4
86.2,89.4,56.9,1.4,10.5,0.1,10.8
74.5,76.3,115.5,3.9,5.5,1.6,29.2
75.2,76.7,149.7,2.4,12.4,0.5,24.8
79.4,85.8,80.9,2.8,21.7,3.7,23.6
86.5,87.2,102.7,2.2,4.2,1.2,6.8
78.2,83.6,91.7,2.0,20.2,4.3,29.2
75.3,79.4,59.9,3.6,13.3,5.1,53.6
80.8,83.9,53.7,0.8,6.4,0.3,47.2
82.7,85.3,76.2,3.1,19.9,0.3,10.0
83.3,86.0,64.6,1.4,19.4,1.2,24.4
93.2,101.4,69.9,1.2,19.0,1.9,23.6
69.8,75.6,157.3,2.1,14.0,4.5,15.2
69.3,72.0,55.9,0.9,8.9,2.9,32.8
82.7,78.9,102.6,4.6,0.7,0.6,30.4
68.1,75.1,142.2,1.1,22.2,1.8,10.8
74.9,76.6,76.8,2.4,12.5,0.5,35.6
88.7,87.3,62.3,3.5,3.6,0.2,20.4
76.8,82.3,53.4,2.1,22.0,4.6,6.4
76.3,79.8,125.9,4.6,18.6,0.5,20.4
77.4,75.7,63.4,3.8,0.5,4.9,14.4
86.0,86.0,60.7,1.2,0.2,1.0,28.8
77.8,77.9,84.8,1.8,5.7,1.3,7.6
85.8,87.3,128.9,2.5,4.3,5.1,12.0
84.9,87.8,109.9,4.6,20.8,2.6,18.4
82.8,82.1,91.8,4.2,1.3,4.1,14.4
78.5,79.7,117.7,4.1,7.1,4.0,31.6
63.2,65.2,71.9,1.8,10.4,0.8,35.2
74.1,78.6,54.0,2.6,17.5,1.0,22.8
70.5,79.8,122.3,3.0,21.0,5.2,16.0
64.2,69.6,92.4,1.8,20.1,2.4,9.6
77.3,83.7,85.5,1.7,16.0,4.9,36.8
76.2,77.3,101.6,1.9,3.0,4.9,10.8
80.0,85.1,105.4,1.6,16.3,1.4,47.6
78.3,78.6,128.6,3.3,0.6,1.3,32.4
93.2,94.7,64.2,0.5,5.5,0.4,14.4
76.2,81.5,97.0,0.6,16.8,0.8,14.4
88.8,90.5,95.5,2.0,10.7,1.2,34.0
68.0,69.8,60.9,1.9,13.9,0.9,34.4
87.6,92.6,128.8,2.1,17.8,4.1,16.0
86.5,87.5,67.7,3.4,17.2,0.5,6.0
74.6,77.7,54.7,2.8,17.2,1.0,28.0
82.0,83.5,96.1,3.8,20.4,1.2,14.4
78.1,79.6,113.5,2.8,4.8,0.3,12.4
87.7,91.1,78.3,1.4,16.0,1.3,32.0
83.0,85.5,124.8,2.3,6.9,0.6,26.0
75.0,76.8,89.8,1.4,9.7,0.6,7.6
77.3,81.1,122.6,0.6,7.6,0.5,18.4
72.8,75.5,82.4,3.4,13.8,0.9,37.2
66.8,67.4,62.0,3.2,7.0,1.9,24.8
76.0,76.5,82.3,1.1,0.4,0.9,40.0
65.9,69.4,71.1,0.9,13.1,0.7,20.8
85.8,90.1,146.3,2.5,1.1,3.9,44.4
63.0,68.1,77.3,1.6,19.1,1.4,24.8
73.8,75.8,108.6,2.9,11.8,2.2,27.2
80.9,83.3,84.7,4.0,16.3,0.5,51.2
78.7,79.2,80.9,2.3,6.4,1.2,20.0
74.3,75.7,94.4,1.5,3.8,1.8,26.8
76.4,77.3,105.6,0.9,4.4,4.8,31.2
76.5,74.4,76.0,4.5,4.8,4.0,26.4
73.2,78.7,113.3,1.4,15.6,5.0,14.8
80.1,82.5,116.4,1.3,8.5,5.6,26.8
73.6,74.7,107.7,1.2,0.3,0.7,30.8
79.4,84.2,116.6,3.1,16.3,1.3,15.6
75.0,78.8,84.3,1.8,16.7,4.4,35.2
81.1,82.9,122.4,1.2,3.8,1.2,13.2
90.2,96.1,121.2,0.8,18.8,0.7,15.6
86.8,88.8,108.2,1.2,0.2,1.8,23.6
73.2,77.8,110.4,2.5,15.3,2.7,33.6
86.1,92.8,110.6,1.7,22.0,1.3,23.2
80.4,83.5,55.9,1.1,10.5,0.8,31.6
92.2,91.1,125.7,3.6,0.2,3.9,16.4
79.8,80.6,86.9,1.6,2.9,1.8,34.0
88.0,92.5,94.0,2.8,14.7,3.5,28.0
89.3,89.1,60.9,3.4,2.2,4.6,41.6
90.4,88.5,95.2,4.0,0.9,3.3,26.8
66.4,68.8,91.6,3.4,21.7,1.2,13.6
71.4,75.1,151.3,2.6,3.8,4.1,13.6
93.9,96.3,68.2,1.4,9.9,0.8,32.0
85.0,84.9,90.8,3.5,3.2,1.2,37.2
82.5,89.3,161.7,2.5,1.9,0.8,39.6
78.2,80.1,95.4,1.7,0.6,5.8,30.0
78.4,82.7,116.6,3.5,21.2,4.6,17.2
69.9,70.4,104.4,2.4,1.8,0.3,33.6
79.4,80.4,65.8,3.0,10.7,0.2,29.2
87.0,86.4,74.2,1.8,0.4,0.7,16.8
75.6,81.1,133.8,1.7,20.4,1.7,31.2
70.4,70.1,57.1,3.3,8.0,0.7,43.6
72.1,73.2,118.8,2.8,14.2,0.3,33.6
95.0,99.3,109.9,2.4,19.5,0.3,48.0
79.8,85.6,122.5,1.1,15.2,0.7,19.2
77.8,83.3,102.8,1.7,15.5,4.3,16.4
89.5,90.7,71.9,3.2,3.8,5.1,37.6
74.2,77.4,64.8,1.3,8.5,5.5,24.0
78.1,79.4,115.3,5.1,0.7,5.9,40.8
81.7,81.5,113.0,4.2,4.4,2.6,22.0
71.1,78.8,100.3,1.3,20.8,4.1,35.6
66.5,74.6,101.1,0.5,20.2,0.3,25.2
86.6,91.7,81.4,4.2,22.0,5.2,31.6
65.6,67.6,123.4,0.8,0.4,0.3,24.4
72.3,70.9,88.5,2.6,0.8,0.4,18.4
82.0,85.9,102.1,2.3,15.8,1.4,12.0
70.3,80.5,140.6,1.7,19.6,5.9,45.2
75.1,77.6,68.2,1.0,6.7,1.8,38.4
79.5,86.2,100.8,1.4,20.4,0.5,34.0
88.0,90.6,106.2,1.9,9.4,2.1,34.0
75.4,78.0,83.2,2.7,13.1,3.1,35.2
76.4,79.4,102.9,4.0,16.4,4.4,12.4
89.2,89.6,57.9,3.8,5.9,4.6,30.8
83.6,83.8,78.2,2.8,5.7,3.4,21.2
83.1,84.0,163.5,2.7,2.8,1.0,22.8
71.7,71.5,61.4,2.7,6.6,4.0,20.4
91.0,92.6,57.6,2.9,16.6,1.0,44.4
85.8,85.1,123.7,1.9,0.0,0.5,30.0
67.7,75.2,110.9,1.6,21.3,0.4,21.2
87.0,93.8,144.0,1.0,14.9,0.6,34.0
86.5,87.2,56.1,1.4,14.0,4.4,18.8
89.0,90.5,119.6,2.1,8.2,1.9,32.0
87.4,86.8,74.8,4.5,2.4,1.1,51.2
97.1,98.0,118.6,1.8,2.4,0.3,22.8
86.1,88.2,75.5,3.4,14.5,0.4,38.0
97.5,98.5,76.0,1.4,3.5,2.6,23.2
80.6,81.0,80.5,1.0,0.6,0.6,40.0
93.6,94.2,66.7,0.3,0.0,2.1,30.0
87.0,86.5,78.2,1.3,1.2,0.3,34.8
82.1,84.4,94.7,3.3,19.5,0.2,30.8
76.6,82.3,85.6,1.1,13.0,3.1,42.8
89.5,90.0,76.9,2.0,1.8,3.5,8.8
84.7,87.0,108.2,4.3,11.9,4.2,15.2
84.6,88.2,78.4,1.7,7.2,4.6,24.4
89.6,92.0,112.9,4.3,18.3,1.4,25.6
83.4,84.8,75.1,0.5,4.5,1.5,11.2
76.6,81.1,60.7,1.9,11.3,5.7,26.8
84.9,83.4,52.6,1.9,0.4,0.9,10.8
74.7,78.3,102.0,3.9,14.2,0.3,30.0
72.7,75.9,56.3,3.7,20.9,2.8,11.6
79.8,80.6,69.5,2.6,13.4,0.4,33.2
81.6,81.5,117.8,3.8,0.6,5.0,20.4
78.3,76.7,87.7,5.4,19.1,0.3,6.4
77.7,78.4,109.4,1.5,0.9,3.5,22.4
76.0,79.6,124.3,1.7,13.0,0.3,15.2
77.6,79.8,52.4,1.2,6.0,2.5,22.8
77.1,76.0,93.6,3.8,0.5,0.6,29.6
82.4,81.7,73.5,1.9,0.3,4.4,21.2
80.2,80.8,75.5,3.0,9.7,0.6,33.2
87.5,85.7,102.0,4.1,0.0,5.1,18.0
90.1,92.8,57.9,3.6,9.2,0.6,24.4
80.7,80.7,88.0,1.5,0.1,3.5,15.2
70.0,75.1,122.8,1.1,11.5,2.5,21.6
70.4,73.3,87.2,1.7,8.8,4.3,40.8
80.3,82.9,93.0,4.3,18.3,0.3,14.4
80.2,84.6,124.1,1.6,18.7,2.0,44.8
83.4,84.4,79.4,4.2,12.7,0.5,26.0
87.0,90.2,98.0,3.1,13.3,0.2,25.2
83.5,89.8,113.1,1.9,19.1,4.6,36.8
72.7,77.1,63.9,1.6,19.7,0.4,10.8
69.9,73.8,140.3,2.7,11.3,1.8,31.6
81.5,83.8,122.0,1.0,1.2,5.0,29.6
65.3,73.6,67.9,1.4,20.2,1.6,43.6
87.2,88.9,107.8,2.4,6.0,2.5,36.0
85.2,88.5,95.1,3.7,15.1,5.3,34.8
59.6,67.0,93.9,0.8,19.5,0.5,38.8
72.0,72.8,120.6,1.5,0.7,2.4,21.2
93.0,93.4,132.1,1.4,0.7,1.1,16.4
80.8,80.0,108.9,4.2,2.3,2.7,43.2
72.5,71.9,116.6,4.2,5.9,0.8,31.2
93.8,94.0,78.5,1.8,0.1,1.0,25.2
86.7,87.5,57.9,2.3,6.0,1.2,37.6
78.4,77.0,79.9,4.6,10.4,0.4,23.2
86.7,90.4,60.2,1.8,8.4,3.7,44.0
69.6,67.9,81.2,3.7,0.9,5.6,26.0
68.1,71.3,130.6,1.0,6.4,0.9,26.4
63.7,65.4,65.7,2.8,12.4,2.7,28.8
74.0,82.4,106.2,0.8,19.9,0.2,33.6
67.8,69.3,58.0,3.3,8.1,5.2,15.2
72.5,76.8,55.5,2.3,21.7,4.7,17.6
80.9,81.2,98.1,2.0,7.0,2.1,14.4
75.5,79.7,91.7,4.5,20.3,1.2,40.0
72.6,77.8,58.4,2.9,14.3,0.4,21.2
76.0,77.0,92.8,2.6,11.2,5.0,17.6
82.8,82.2,79.0,3.6,5.3,0.8,30.8
81.9,82.2,84.4,0.4,0.0,1.1,10.8
96.4,97.7,89.6,1.6,3.2,3.4,40.0
81.7,85.0,91.3,1.9,12.5,4.5,22.0
84.1,83.3,84.6,2.1,0.0,0.8,26.8
63.1,69.2,83.7,1.7,21.9,3.8,16.4
79.8,81.7,64.3,1.9,7.6,1.9,50.0
73.9,78.1,140.0,3.8,13.6,5.1,22.0
83.8,86.4,101.7,3.1,20.9,1.5,22.0
85.3,86.4,108.0,1.2,0.9,3.2,17.2
74.3,76.3,61.0,2.1,6.5,5.2,19.6
70.3,72.3,96.5,5.3,15.4,0.8,29.2
76.0,82.0,69.4,0.8,17.6,0.8,34.4
74.5,77.4,98.3,2.6,18.9,3.5,20.8
74.4,77.0,84.7,1.6,11.0,4.7,27.2
85.2,87.3,81.8,1.2,3.7,5.6,18.0
82.1,82.9,67.8,2.1,2.4,3.2,48.8
75.9,80.3,109.9,1.5,11.0,4.4,31.6
74.5,74.1,104.7,2.0,1.6,0.8,18.8
92.1,96.8,143.3,1.6,18.0,0.6,30.0
71.3,73.2,86.9,2.2,4.0,4.0,42.0
83.8,85.8,83.7,2.8,7.2,4.2,26.4
83.0,85.4,74.2,2.1,13.0,4.0,10.8
73.5,77.1,96.1,1.6,17.2,5.7,16.4
80.9,79.5,95.7,2.8,1.9,0.2,23.2
73.1,77.1,92.0,1.1,20.8,5.5,26.0
79.4,78.1,100.7,5.3,5.6,3.8,33.6
101.7,101.0,58.0,3.5,1.0,4.2,23.6
86.7,93.6,129.0,2.0,15.6,0.8,15.6
76.8,81.0,72.0,0.7,9.2,2.3,22.0
83.7,85.1,107.3,0.8,6.9,0.7,19.2
81.7,82.4,82.7,5.3,18.0,1.1,42.4
89.9,93.4,136.2,2.1,10.9,4.7,25.2
60.5,63.9,74.8,1.9,18.8,0.7,24.4
60.5,65.0,102.2,1.0,10.0,1.7,42.8
80.9,81.5,82.5,4.3,10.4,1.7,20.8
73.4,74.8,105.1,1.4,4.8,1.2,21.6
82.7,80.3,123.5,3.7,0.1,0.5,29.6
83.9,88.2,128.1,2.6,16.7,0.7,24.8
74.9,77.0,107.7,3.7,11.4,1.8,27.6
74.3,80.7,65.2,2.3,19.0,0.2,50.8
76.7,79.7,77.2,1.6,18.9,0.5,34.0
74.5,78.6,89.5,3.1,17.6,4.1,25.2
64.7,65.6,135.4,2.9,0.3,0.2,20.0
77.5,79.7,81.9,2.9,15.8,5.1,9.2
82.0,81.6,70.6,1.9,3.8,2.8,9.6
83.6,83.8,77.5,2.8,17.0,2.6,12.4
86.8,90.8,117.5,1.8,13.3,4.3,8.0
77.8,81.9,77.2,1.6,12.2,2.0,17.2
78.6,79.5,111.7,1.2,1.7,2.0,23.6
91.9,90.7,123.3,4.0,0.1,5.9,28.8
81.6,84.5,67.5,1.7,16.1,1.2,35.6
72.6,79.6,83.8,1.5,16.1,3.8,31.2
79.6,83.3,84.9,1.9,8.7,4.9,21.2
76.6,80.3,98.7,1.1,14.4,0.8,34.4
93.0,91.4,80.7,4.3,0.1,0.4,21.2
79.8,80.6,95.5,2.2,6.0,0.6,32.8
72.6,78.4,73.7,1.6,14.0,4.4,23.6
79.3,78.4,75.8,2.8,1.0,1.3,44.4
79.8,81.1,89.8,1.5,2.9,0.9,45.6
90.7,93.1,65.0,2.8,19.3,1.1,34.0
87.2,89.9,83.6,1.5,13.8,4.3,48.8
72.0,74.6,82.3,2.0,8.9,4.8,26.8
76.1,79.1,92.3,1.7,9.2,5.8,25.6
87.0,88.1,78.8,1.8,6.6,2.6,30.4
83.0,89.9,137.1,1.7,16.4,4.5,13.2
81.9,81.0,73.9,4.6,12.8,0.5,33.2
75.8,82.8,113.9,3.5,19.8,3.2,16.4
78.8,80.0,82.4,3.2,19.7,1.3,24.4
82.8,83.5,64.0,3.5,9.5,0.2,14.4
62.7,65.5,74.9,1.1,6.3,4.2,28.0
87.0,88.9,74.9,1.3,14.9,2.5,45.2
78.2,82.2,138.0,2.5,5.2,0.1,10.8
62.9,77.6,158.9,0.1,21.7,4.9,34.4
80.2,83.5,143.2,2.9,19.5,0.7,18.8
68.4,72.5,112.8,1.9,12.3,4.9,40.4
94.7,93.3,105.9,4.3,2.5,4.7,22.8
80.6,81.6,93.2,1.6,9.5,2.5,23.6
76.4,76.4,54.7,3.8,3.3,1.2,21.2
73.6,77.3,128.5,3.4,10.5,4.4,20.0
79.5,80.2,98.5,3.0,7.9,3.1,33.6
75.1,76.4,78.8,1.9,0.2,4.6,22.4
82.0,85.7,132.4,2.7,15.4,0.2,19.6
76.3,75.1,72.5,2.6,0.3,4.3,36.8
81.1,85.3,95.1,1.0,18.3,4.4,19.2
81.4,84.9,69.4,1.5,10.1,1.0,19.2
86.1,88.0,98.2,2.4,19.1,0.9,16.4
82.7,80.9,74.8,2.6,1.8,1.0,19.2
73.1,77.6,92.0,1.8,21.2,0.3,19.6
78.7,80.4,119.5,1.3,0.3,4.6,24.0
89.2,89.6,89.6,2.9,6.8,2.8,30.4
68.7,66.3,66.2,4.8,0.9,1.8,44.4
82.7,85.0,134.4,3.5,9.4,1.9,46.4
71.0,77.6,129.7,2.1,17.4,4.9,24.0
88.2,88.2,56.6,3.2,5.3,1.6,22.0
84.1,86.4,94.5,4.2,22.1,3.9,38.8
87.7,89.5,67.6,0.1,4.5,0.8,26.0
76.6,80.9,64.4,0.6,19.2,2.8,37.6
82.5,85.8,51.9,1.3,15.3,3.2,36.8
78.3,77.2,105.5,4.6,1.4,4.5,14.0
77.1,86.4,163.1,4.5,19.3,2.9,22.8
85.4,85.7,84.5,0.9,0.7,1.3,16.8
78.9,82.7,73.0,0.7,18.5,5.1,29.2
75.1,77.6,134.1,1.6,5.5,1.8,27.6
79.5,80.8,80.0,2.3,5.9,0.8,12.0
83.7,81.0,65.2,3.9,0.8,1.6,32.0
87.7,88.9,81.1,3.7,11.7,2.7,45.2
90.4,88.3,60.2,2.9,0.2,0.2,22.4
85.1,86.5,107.5,0.7,6.6,2.8,48.8
78.3,83.2,101.3,0.2,18.6,5.4,25.6
78.2,79.7,68.6,0.2,3.8,0.5,21.2
90.9,89.5,135.6,3.6,0.2,2.1,18.8
72.1,74.3,76.3,2.1,9.8,1.8,34.4
87.0,84.5,101.5,3.8,0.4,0.6,20.8
75.6,76.9,88.3,2.2,2.6,4.1,27.2
80.7,86.6,84.4,1.4,20.2,0.7,53.2
75.8,77.2,52.3,3.4,12.4,2.6,25.6
87.7,88.4,84.3,3.3,6.6,4.4,21.6
90.2,94.0,81.2,2.7,19.2,5.2,17.2
74.7,76.4,64.6,4.4,10.0,0.0,30.0
83.9,86.1,86.1,1.7,16.5,0.4,19.6
75.4,76.5,100.7,2.8,16.8,0.0,8.8
74.8,77.6,66.2,0.5,1.5,5.6,34.0
75.8,78.2,60.9,0.4,5.6,2.2,11.2
81.1,84.7,88.0,4.0,18.3,0.3,9.2
79.4,83.4,80.9,1.3,21.4,0.3,21.2
71.7,75.6,93.1,1.4,15.2,0.4,20.0
97.8,97.7,111.1,2.5,2.1,1.1,15.2
81.2,80.0,59.5,1.7,0.3,0.4,13.6
97.4,95.1,88.0,4.3,0.5,3.6,44.4
78.4,83.4,92.6,2.7,13.6,6.0,46.4
74.7,77.1,53.1,1.4,8.7,0.4,41.2
79.4,84.9,91.4,2.3,21.5,2.5,38.0
81.0,81.5,125.5,2.6,5.1,1.3,20.0
84.1,86.6,78.0,1.0,8.0,0.2,36.4
78.2,79.6,113.1,3.8,16.9,3.7,3.2
78.1,81.9,62.7,0.8,12.8,5.2,18.4
77.3,76.5,121.4,4.4,2.3,4.0,22.8
79.2,78.0,92.1,3.8,2.4,0.8,30.8
82.0,86.5,143.2,3.4,11.7,1.6,24.4
76.0,79.7,120.3,1.1,16.1,0.3,13.2
76.4,79.5,130.4,3.5,13.5,3.2,45.6
80.3,79.9,115.9,5.2,7.7,5.3,6.0
75.6,75.0,83.7,1.6,0.7,0.4,24.4
63.4,70.2,156.7,2.6,18.5,5.2,20.8
79.7,83.3,60.6,2.2,13.7,5.4,28.0
79.2,84.6,84.6,2.5,17.9,3.5,45.2
81.5,84.1,58.9,1.3,8.0,4.1,25.6
60.9,65.8,105.9,1.2,16.9,0.6,28.4
81.6,81.9,59.3,4.3,19.4,1.4,27.2
74.7,78.7,105.9,3.9,10.8,4.0,44.8
64.3,66.4,50.9,3.2,18.8,0.1,26.4
82.4,82.0,67.6,4.8,13.3,0.7,34.4
85.2,89.6,98.2,2.4,16.4,0.6,29.2
78.3,77.6,87.3,2.0,2.2,0.6,17.2
73.8,78.8,128.5,1.2,10.6,1.3,30.4
86.4,89.4,159.6,1.1,2.0,2.0,40.8
94.0,101.5,55.6,1.2,21.6,0.5,6.0
81.1,79.7,100.1,5.4,16.0,0.6,10.8
70.2,75.5,130.6,2.9,16.4,2.0,38.8
65.1,66.6,52.6,1.8,7.6,1.0,31.6
80.0,84.6,132.1,1.4,17.9,0.1,36.4
64.6,69.1,136.0,1.7,12.4,5.8,46.8
90.8,91.6,99.1,2.8,6.9,4.3,28.0
75.6,73.7,86.7,2.7,0.8,0.3,28.4
76.0,78.2,97.6,1.4,17.2,0.7,29.2
77.0,76.6,54.9,3.0,5.5,0.3,30.0
81.5,86.3,94.4,4.5,16.4,5.1,23.6
81.4,79.6,81.4,4.8,5.4,4.2,8.0
75.4,78.8,125.8,1.7,9.6,2.8,12.0
67.0,72.0,95.7,3.9,21.9,0.2,23.6
78.4,84.8,79.1,1.1,19.7,4.8,29.2
83.1,83.9,69.4,1.5,4.1,2.2,14.8
86.9,93.8,51.0,0.8,21.5,2.1,31.6
87.2,89.7,77.1,1.6,14.4,3.0,32.0
74.1,74.9,108.6,4.4,6.8,0.6,41.6
86.7,87.6,127.4,3.3,12.1,1.4,13.2
88.6,88.8,85.1,3.2,2.1,5.0,41.6
73.4,73.7,104.8,0.8,0.1,1.7,32.8
79.4,80.0,66.5,1.9,4.2,3.2,22.8
66.2,68.3,76.5,2.0,8.6,1.3,16.4
72.5,71.1,106.0,4.3,0.7,2.2,12.0
75.3,79.4,80.9,4.6,20.2,0.5,22.4
89.2,94.0,56.7,2.4,19.4,3.7,14.0
90.6,92.6,55.4,0.8,7.0,2.3,5.2
81.0,84.0,120.0,0.9,4.0,5.9,15.2
87.2,87.7,108.6,3.3,2.0,4.5,19.2
89.4,88.3,89.2,2.6,0.1,1.2,30.8
73.6,76.7,63.7,2.8,12.7,2.8,17.6
63.4,67.9,130.1,2.3,14.2,0.2,14.4
81.4,82.3,114.4,2.7,7.1,1.3,9.6
85.6,86.3,66.3,1.2,3.1,2.7,22.8
72.8,74.0,94.5,0.4,0.4,1.9,30.8
78.2,78.6,80.7,1.3,0.4,1.7,33.6
72.8,74.5,89.5,1.0,5.7,1.9,36.8
92.0,91.6,90.7,2.5,1.6,0.8,46.8
79.3,79.1,77.8,3.2,5.3,0.7,32.4
79.4,85.0,111.6,3.4,22.0,1.2,23.6
91.0,90.6,106.2,2.7,0.2,4.7,15.6
74.1,75.7,102.2,2.2,7.7,1.4,20.4
69.5,72.2,87.1,2.4,13.4,0.2,35.2
79.2,83.7,87.2,1.4,13.7,5.7,28.4
87.0,87.4,101.6,4.5,1.0,0.1,24.0
85.9,85.9,86.8,2.8,5.2,1.2,33.6
78.1,78.5,128.7,5.0,17.3,5.0,11.2
88.9,91.4,105.9,1.2,6.8,4.3,28.4
79.2,78.9,96.8,3.2,2.8,2.3,35.6
73.9,77.8,82.1,1.4,12.8,3.8,42.8
73.3,79.0,95.7,1.9,21.4,0.2,22.0
70.9,75.3,80.4,3.4,15.3,4.3,24.8
81.5,82.5,85.4,2.6,6.4,0.7,29.6
80.3,82.8,128.2,3.2,17.1,0.4,24.4
74.9,76.2,91.5,3.9,12.2,0.2,6.4
79.9,80.1,58.3,3.7,5.8,6.0,10.0
94.0,94.4,113.4,3.4,10.4,0.6,37.2
92.5,93.5,82.1,1.5,4.3,4.3,11.2
74.8,76.9,65.0,1.3,13.2,1.4,12.4
77.8,78.8,145.0,1.6,3.1,0.2,29.2
71.2,77.3,81.7,0.7,19.5,5.0,16.0
75.6,76.5,91.4,1.4,0.8,4.5,26.8
78.9,82.0,105.4,2.4,11.2,3.7,41.2
101.1,100.6,76.3,1.8,2.3,1.7,16.4
90.9,92.2,89.5,1.7,4.8,2.3,11.6
75.7,78.1,112.3,1.9,8.8,2.1,20.8
92.1,92.3,135.2,3.0,3.7,1.4,35.6
64.6,74.3,119.7,1.2,22.1,3.2,26.8
76.7,80.6,97.2,3.0,21.2,3.5,42.4
70.7,74.1,115.8,2.4,12.7,1.8,20.4
82.8,84.8,65.5,1.3,7.9,5.9,26.0
90.5,88.4,82.2,3.4,0.8,0.2,29.2
93.2,93.6,124.3,1.0,0.2,0.7,43.2
74.7,77.9,138.3,3.1,13.6,0.4,15.2
77.2,85.8,152.3,1.4,21.3,0.9,6.0
76.2,76.9,63.3,2.5,6.3,0.3,29.6
70.8,75.4,72.7,2.1,16.2,2.0,42.8
72.3,76.0,129.7,1.5,10.1,4.3,11.6
88.9,91.5,120.3,2.9,8.7,0.1,37.6
95.9,97.3,121.4,1.3,0.0,2.2,24.8
63.8,64.1,99.9,0.5,0.1,2.2,14.8
