lifespan,genetic,length,mass,alcohol,bmi norm under,bmi norm over
79.2,82.3,188.0,105.9,0.2,0.0,4.962652784065192
85.4,86.7,175.0,99.7,0.5,0.0,7.55510204081633
94.6,100.5,173.0,145.9,1.0,0.0,23.748705269136956
80.7,81.7,164.0,70.4,3.0,0.0,1.1748958953004234
68.7,70.3,178.0,112.5,3.5,0.0,10.506880444388337
81.9,84.5,177.0,81.7,0.6,0.0,1.0780746273420796
82.2,84.3,203.0,108.9,0.4,0.0,1.4262661069184013
84.1,85.5,177.0,124.6,3.9,0.0,14.771457754795868
79.4,81.7,188.0,87.7,1.9,0.0,0.0
87.8,88.3,187.0,98.7,4.7,0.0,3.2249992850810685
70.8,71.8,182.0,73.0,5.1,0.0,0.0
84.7,85.5,161.0,60.4,0.4,0.0,0.0
85.4,88.1,185.0,118.0,5.8,0.0,9.47772096420745
71.7,74.3,194.0,99.1,1.0,0.0,1.3311722818577962
86.4,86.2,177.0,71.5,5.0,0.0,0.0
73.6,81.8,170.0,154.5,1.9,0.0,28.460207612456756
87.1,87.2,187.0,72.4,3.4,0.0,0.0
92.6,90.0,186.0,130.0,1.4,0.0,12.57659845068794
73.0,77.2,208.0,69.5,0.9,-2.4358357988165693,0.0
71.4,73.5,183.0,68.8,0.2,0.0,0.0
71.7,73.6,189.0,98.9,4.7,0.0,2.686794882562083
76.2,78.1,187.0,120.4,1.6,0.0,9.430495581801019
79.6,79.8,201.0,69.3,1.0,-1.3469592336823304,0.0
65.7,64.3,178.0,87.7,0.8,0.0,2.6795859108698394
78.1,78.5,158.0,100.4,1.8,0.0,15.217913795866046
82.5,82.5,181.0,85.7,1.1,0.0,1.1591526510179797
73.6,77.7,191.0,71.7,4.3,0.0,0.0
80.1,83.2,189.0,113.8,1.2,0.0,6.858010693989531
94.5,95.9,180.0,84.0,5.7,0.0,0.9259259259259238
83.5,85.9,195.0,112.6,0.8,0.0,4.6120973044049975
72.4,76.7,171.0,122.9,0.4,0.0,17.03002633288876
80.5,83.3,195.0,99.8,1.0,0.0,1.2458908612754769
85.6,88.6,166.0,116.5,0.2,0.0,17.27754391058209
72.3,75.8,185.0,74.0,0.6,0.0,0.0
90.7,91.4,203.0,67.5,3.8,-2.1200829915795047,0.0
88.9,90.8,164.0,58.9,4.8,0.0,0.0
91.9,93.8,184.0,108.3,5.9,0.0,6.988421550094515
81.8,82.6,180.0,70.1,1.3,0.0,0.0
75.8,80.1,197.0,85.4,1.0,0.0,0.0
64.0,66.1,191.0,130.2,3.5,0.0,10.689811134563193
78.9,80.2,170.0,56.9,3.5,0.0,0.0
69.9,74.6,181.0,137.2,0.9,0.0,16.879063520649552
84.0,84.4,197.0,76.1,0.5,0.0,0.0
86.2,85.9,196.0,94.0,0.3,0.0,0.0
82.9,85.3,193.0,127.7,4.8,0.0,9.282799538242642
97.3,95.9,170.0,86.3,2.7,0.0,4.861591695501733
76.9,78.1,168.0,125.0,2.4,0.0,19.288548752834473
71.2,74.3,206.0,57.3,3.2,-4.997313601658968,0.0
83.7,86.0,186.0,93.1,5.5,0.0,1.9106255058388193
71.4,75.9,179.0,121.2,4.0,0.0,12.826534752348557
78.3,81.0,208.0,134.9,0.8,0.0,6.180658284023668
82.5,85.8,181.0,113.9,4.0,0.0,9.766948505845363
82.2,83.4,173.0,115.2,3.8,0.0,13.491095592903207
87.0,87.6,175.0,53.9,2.2,-0.9000000000000021,0.0
77.1,81.4,178.0,98.2,2.0,0.0,5.9935614190127495
71.4,75.5,195.0,135.0,3.8,0.0,10.502958579881657
75.5,80.0,188.0,61.0,0.7,-1.2410593028519692,0.0
74.3,76.4,198.0,75.3,0.7,0.0,0.0
85.5,92.4,167.0,115.8,1.4,0.0,16.521746925311056
77.3,78.0,197.0,129.9,1.1,0.0,8.471617408333117
88.1,86.4,181.0,76.6,0.3,0.0,0.0
80.5,84.6,183.0,111.5,4.4,0.0,8.294514616739818
78.8,84.9,188.0,78.4,1.0,0.0,0.0
77.1,79.9,176.0,96.8,1.5,0.0,6.25
80.6,84.1,176.0,153.9,0.2,0.0,24.683626033057855
69.8,74.8,172.0,96.6,2.5,0.0,7.652785289345594
75.4,76.1,186.0,111.7,5.3,0.0,7.286969591860327
76.2,74.3,186.0,90.9,0.4,0.0,1.2747138397502589
74.9,73.4,196.0,73.1,0.4,0.0,0.0
74.8,81.3,177.0,95.6,1.2,0.0,5.514858437869062
69.5,73.6,183.0,72.0,1.6,0.0,0.0
95.2,93.9,160.0,88.7,2.7,0.0,9.648437499999993
91.9,98.1,206.0,78.7,2.1,0.0,0.0
73.2,81.1,182.0,159.0,0.4,0.0,23.001449100350193
92.3,92.5,164.0,68.1,1.2,0.0,0.3197501487210026
82.1,86.0,203.0,88.3,2.7,0.0,0.0
71.1,70.2,177.0,77.4,0.0,0.0,0.0
75.2,74.7,183.0,55.4,5.0,-1.957254620920306,0.0
80.2,80.9,205.0,124.5,1.2,0.0,4.6252230814991115
72.8,71.6,173.0,51.1,0.5,-1.4262588125229705,0.0
78.9,77.0,173.0,50.0,0.5,-1.7937953155802084,0.0
77.3,77.2,178.0,106.9,3.1,0.0,8.739426840045446
77.8,86.7,185.0,102.9,4.7,0.0,5.065741417092767
75.6,82.1,173.0,88.3,0.5,0.0,4.503157472685352
81.1,83.5,186.0,96.3,0.4,0.0,2.8355879292403685
80.7,79.6,197.0,65.7,0.9,-1.5709371537529933,0.0
86.6,86.3,181.0,120.9,0.1,0.0,11.903635420164221
100.9,102.1,184.0,104.6,4.1,0.0,5.895557655954629
81.8,89.7,174.0,161.3,0.8,0.0,28.276522658211128
79.9,92.9,167.0,159.0,5.2,0.0,32.01172505288824
78.6,84.7,211.0,102.9,0.7,0.0,0.0
82.9,82.6,201.0,67.3,3.8,-1.8419964852355086,0.0
87.5,89.1,174.0,53.5,0.6,-0.8292376800105714,0.0
80.7,82.5,190.0,78.6,0.2,0.0,0.0
84.9,90.6,189.0,141.0,5.7,0.0,14.472579155118837
75.3,79.4,180.0,116.3,2.2,0.0,10.895061728395056
65.9,69.2,191.0,81.5,0.8,0.0,0.0
73.3,75.6,172.0,68.4,5.0,0.0,0.0
79.7,80.7,196.0,102.4,1.4,0.0,1.6555601832569806
86.4,85.8,171.0,79.3,4.1,0.0,2.119455558975414
69.2,71.0,166.0,109.1,4.8,0.0,14.592103353171723
71.1,72.1,188.0,136.8,0.5,0.0,13.70529651425985
81.8,82.0,194.0,64.7,0.5,-1.3090126474651917,0.0
76.9,76.1,183.0,67.2,1.8,0.0,0.0
73.5,79.9,205.0,103.7,0.3,0.0,0.0
76.4,75.2,174.0,61.7,1.2,0.0,0.0
92.0,95.1,170.0,92.7,0.9,0.0,7.076124567474054
75.6,76.3,213.0,127.6,0.7,0.0,3.1249311203685366
74.1,73.4,179.0,82.7,0.8,0.0,0.8106800661652258
94.3,96.6,196.0,98.2,1.8,0.0,0.5622657226155781
79.4,81.9,170.0,97.9,1.1,0.0,8.87543252595156
88.4,90.9,185.0,86.7,3.2,0.0,0.3323593864134402
79.4,84.4,160.0,70.2,2.1,0.0,2.4218749999999964
77.2,78.6,182.0,83.2,1.7,0.0,0.11773940345368672
82.3,80.2,173.0,95.2,0.5,0.0,6.808613719135288
75.3,78.0,207.0,59.7,0.5,-4.567352797031434,0.0
100.2,100.4,189.0,76.0,0.5,0.0,0.0
82.2,86.0,199.0,132.3,1.1,0.0,8.408247266483173
82.0,79.9,175.0,92.7,1.8,0.0,5.269387755102041
79.9,82.0,175.0,99.8,5.3,0.0,7.587755102040816
67.0,72.2,170.0,108.6,0.6,0.0,12.577854671280278
76.4,79.0,174.0,95.3,2.4,0.0,6.477077553177434
100.4,102.1,202.0,133.0,4.0,0.0,7.59484364278012
96.9,98.1,174.0,84.4,1.1,0.0,2.8768661646188427
77.1,81.4,194.0,68.3,1.9,-0.35248166648953116,0.0
68.0,68.7,172.0,73.4,3.2,0.0,0.0
98.1,100.9,179.0,105.2,4.0,0.0,7.832932804843793
77.0,78.1,181.0,94.7,1.4,0.0,3.9063215408565064
81.7,81.6,183.0,59.4,2.9,-0.7628325718892803,0.0
83.7,83.2,202.0,99.5,0.5,0.0,0.0
71.9,74.9,205.0,99.0,0.7,0.0,0.0
79.1,81.9,193.0,95.6,3.5,0.0,0.6651185266718578
99.3,98.3,193.0,95.2,1.7,0.0,0.5577330935058669
75.3,80.1,176.0,55.0,5.1,-0.7443181818181799,0.0
79.2,81.4,186.0,67.6,0.4,0.0,0.0
78.6,79.2,187.0,63.1,2.0,-0.4554462523949816,0.0
90.5,91.1,178.0,61.5,5.8,0.0,0.0
89.9,93.8,173.0,151.7,1.4,0.0,25.686625012529646
72.7,74.7,196.0,111.1,0.3,0.0,3.9202415660141625
76.6,80.5,182.0,60.9,2.0,-0.11453930684699998,0.0
84.0,82.7,192.0,92.8,0.6,0.0,0.17361111111111072
98.6,102.1,186.0,57.4,5.3,-1.9084865302347112,0.0
72.5,78.4,187.0,57.7,5.1,-1.9996711372930314,0.0
77.6,79.5,173.0,124.7,0.6,0.0,16.665274482942962
88.0,94.1,190.0,85.1,5.3,0.0,0.0
93.8,100.1,174.0,75.0,1.0,0.0,0.0
91.2,91.4,178.0,50.6,4.9,-2.529794217901781,0.0
87.1,90.3,171.0,73.7,2.4,0.0,0.2043363770048927
74.3,73.9,192.0,120.2,0.6,0.0,7.606336805555557
75.3,77.7,165.0,90.2,0.3,0.0,8.131313131313135
89.1,93.0,180.0,73.8,1.3,0.0,0.0
93.5,96.0,171.0,60.7,4.9,0.0,0.0
88.6,89.8,183.0,82.4,5.2,0.0,0.0
84.4,83.5,191.0,115.0,2.1,0.0,6.523258682601902
73.3,78.1,195.0,115.5,4.2,0.0,5.374753451676529
83.1,80.7,199.0,71.1,0.1,-0.5459079316178901,0.0
85.6,85.4,212.0,85.6,4.7,0.0,0.0
88.7,91.5,189.0,121.5,4.9,0.0,9.013605442176875
86.9,91.6,188.0,159.1,2.9,0.0,20.014712539610684
83.6,87.6,175.0,85.0,3.4,0.0,2.7551020408163254
88.3,88.6,179.0,56.9,2.7,-0.7415030741861983,0.0
86.0,85.9,187.0,53.4,0.8,-3.2293316937859267,0.0
71.8,73.3,171.0,58.2,1.7,0.0,0.0
87.9,91.1,186.0,69.4,0.7,0.0,0.0
75.1,77.3,177.0,84.6,5.2,0.0,2.0037345590347577
76.9,86.1,173.0,125.8,1.4,0.0,17.0328109860002
63.2,64.0,209.0,95.3,5.8,0.0,0.0
87.7,90.7,179.0,62.4,4.5,0.0,0.0
88.1,89.5,192.0,111.0,0.5,0.0,5.110677083333336
88.4,89.0,183.0,102.0,0.9,0.0,5.457762250291136
74.1,76.8,179.0,102.9,0.2,0.0,7.115102524889984
70.5,70.7,206.0,144.2,1.3,0.0,8.980582524271846
85.0,84.0,192.0,81.0,0.4,0.0,0.0
77.0,78.4,179.0,84.5,0.6,0.0,1.3724602852595105
82.5,83.4,187.0,55.6,1.2,-2.600203036975609,0.0
79.4,78.1,186.0,91.0,2.6,0.0,1.3036189154815538
79.9,79.3,189.0,76.5,4.7,0.0,0.0
94.9,96.2,190.0,117.0,4.7,0.0,7.409972299168977
76.7,79.9,171.0,105.7,0.6,0.0,11.147874559693584
87.6,85.0,180.0,66.1,0.6,0.0,0.0
79.8,81.0,164.0,59.3,3.4,0.0,0.0
76.7,83.0,180.0,140.9,4.0,0.0,18.48765432098765
73.3,78.0,163.0,112.9,4.7,0.0,17.493131092626747
86.2,89.4,188.0,56.9,0.1,-2.401086464463557,0.0
74.5,76.3,184.0,115.5,1.6,0.0,9.11507561436673
75.2,76.7,192.0,149.7,0.5,0.0,15.608723958333329
79.4,85.8,199.0,80.9,3.7,0.0,0.0
86.5,87.2,175.0,102.7,1.2,0.0,8.534693877551021
78.2,83.6,203.0,91.7,4.3,0.0,0.0
75.3,79.4,207.0,59.9,5.1,-4.520677262013114,0.0
80.8,83.9,179.0,53.7,0.3,-1.7402234636871512,0.0
82.7,85.3,200.0,76.2,0.3,0.0,0.0
83.3,86.0,207.0,64.6,1.2,-3.4238021890825916,0.0
93.2,101.4,176.0,69.9,1.9,0.0,0.0
69.8,75.6,187.0,157.3,4.5,0.0,19.982698961937714
69.3,72.0,164.0,55.9,2.9,0.0,0.0
82.7,78.9,183.0,102.6,0.6,0.0,5.636925557645789
68.1,75.1,172.0,142.2,1.8,0.0,23.066522444564633
74.9,76.6,174.0,76.8,0.5,0.0,0.3666270313119284
88.7,87.3,175.0,62.3,0.2,0.0,0.0
76.8,82.3,199.0,53.4,4.6,-5.015492033029471,0.0
76.3,79.8,175.0,125.9,0.5,0.0,16.110204081632652
77.4,75.7,199.0,63.4,4.9,-2.4903032751698184,0.0
86.0,86.0,175.0,60.7,1.0,0.0,0.0
77.8,77.9,196.0,84.8,1.3,0.0,0.0
85.8,87.3,186.0,128.9,5.1,0.0,12.258642617643652
84.9,87.8,163.0,109.9,2.6,0.0,16.363995634009562
82.8,82.1,169.0,91.8,4.1,0.0,7.141731732082214
78.5,79.7,184.0,117.7,4.0,0.0,9.764886578449904
63.2,65.2,184.0,71.9,0.8,0.0,0.0
74.1,78.6,182.0,54.0,1.0,-2.197621060258424,0.0
70.5,79.8,158.0,122.3,5.2,0.0,23.99054638679698
64.2,69.6,193.0,92.4,2.4,0.0,0.0
77.3,83.7,171.0,85.5,4.9,0.0,4.239766081871348
76.2,77.3,192.0,101.6,4.9,0.0,2.5607638888888893
80.0,85.1,192.0,105.4,1.4,0.0,3.5915798611111143
78.3,78.6,168.0,128.6,1.3,0.0,20.564058956916107
93.2,94.7,170.0,64.2,0.4,0.0,0.0
76.2,81.5,187.0,97.0,0.8,0.0,2.7388544139094577
88.8,90.5,195.0,95.5,1.2,0.0,0.11505588428665448
68.0,69.8,195.0,60.9,0.9,-2.4842209072978285,0.0
87.6,92.6,175.0,128.8,4.1,0.0,17.057142857142864
86.5,87.5,191.0,67.7,0.5,0.0,0.0
74.6,77.7,182.0,54.7,1.0,-1.9862939258543655,0.0
82.0,83.5,191.0,96.1,1.2,0.0,1.342479646939502
78.1,79.6,173.0,113.5,0.3,0.0,12.923084633632932
87.7,91.1,201.0,78.3,1.3,0.0,0.0
83.0,85.5,167.0,124.8,0.6,0.0,19.748825701889636
75.0,76.8,176.0,89.8,0.6,0.0,3.990185950413224
77.3,81.1,184.0,122.6,0.5,0.0,11.21219281663516
72.8,75.5,202.0,82.4,0.9,0.0,0.0
66.8,67.4,175.0,62.0,1.9,0.0,0.0
76.0,76.5,159.0,82.3,0.9,0.0,7.554092005854194
65.9,69.4,174.0,71.1,0.7,0.0,0.0
85.8,90.1,161.0,146.3,3.9,0.0,31.440723737510126
63.0,68.1,155.0,77.3,1.4,0.0,7.174817898022887
73.8,75.8,180.0,108.6,2.2,0.0,8.518518518518512
80.9,83.3,177.0,84.7,0.5,0.0,2.0356538670241626
78.7,79.2,183.0,80.9,1.2,0.0,0.0
74.3,75.7,161.0,94.4,1.8,0.0,11.418348057559506
76.4,77.3,195.0,105.6,4.8,0.0,2.77120315581854
76.5,74.4,188.0,76.0,4.0,0.0,0.0
73.2,78.7,193.0,113.3,5.0,0.0,5.416923944266962
80.1,82.5,214.0,116.4,5.6,0.0,0.4170669927504598
73.6,74.7,165.0,107.7,0.7,0.0,14.559228650137747
79.4,84.2,154.0,116.6,1.3,0.0,24.165120593692023
75.0,78.8,192.0,84.3,4.4,0.0,0.0
81.1,82.9,187.0,122.4,1.2,0.0,10.002430724355854
90.2,96.1,202.0,121.2,0.7,0.0,4.7029702970297045
86.8,88.8,160.0,108.2,1.8,0.0,17.265624999999993
73.2,77.8,179.0,110.4,2.7,0.0,9.455853437782842
86.1,92.8,192.0,110.6,1.3,0.0,5.002170138888889
80.4,83.5,178.0,55.9,0.8,-0.8570256280772632,0.0
92.2,91.1,179.0,125.7,3.9,0.0,14.23098530008427
79.8,80.6,170.0,86.9,1.8,0.0,5.069204152249139
88.0,92.5,162.0,94.0,3.5,0.0,10.81771071483005
89.3,89.1,162.0,60.9,4.6,0.0,0.0
90.4,88.5,182.0,95.2,3.3,0.0,3.7404902789518175
66.4,68.8,191.0,91.6,1.2,0.0,0.1089608289246442
71.4,75.1,167.0,151.3,4.1,0.0,29.25077987737101
93.9,96.3,175.0,68.2,0.8,0.0,0.0
85.0,84.9,182.0,90.8,1.2,0.0,2.412148291269169
82.5,89.3,160.0,161.7,0.8,0.0,38.164062499999986
78.2,80.1,158.0,95.4,5.8,0.0,13.215029642685465
78.4,82.7,184.0,116.6,4.6,0.0,9.439981096408317
69.9,70.4,165.0,104.4,0.3,0.0,13.347107438016536
79.4,80.4,170.0,65.8,0.2,0.0,0.0
87.0,86.4,183.0,74.2,0.7,0.0,0.0
75.6,81.1,180.0,133.8,1.7,0.0,16.296296296296298
70.4,70.1,193.0,57.1,0.7,-3.1707294155547796,0.0
72.1,73.2,192.0,118.8,0.3,0.0,7.2265625
95.0,99.3,173.0,109.9,0.3,0.0,11.720237896354703
79.8,85.6,174.0,122.5,0.7,0.0,15.46109129343374
77.8,83.3,187.0,102.8,4.3,0.0,4.397466327318476
89.5,90.7,173.0,71.9,5.1,0.0,0.0
74.2,77.4,205.0,64.8,5.5,-3.080606781677572,0.0
78.1,79.4,156.0,115.3,5.9,0.0,22.378369493754107
81.7,81.5,172.0,113.0,2.6,0.0,13.196322336398055
71.1,78.8,177.0,100.3,4.1,0.0,7.0150659133709965
66.5,74.6,180.0,101.1,0.3,0.0,6.203703703703699
86.6,91.7,184.0,81.4,5.2,0.0,0.0
65.6,67.6,168.0,123.4,0.3,0.0,18.721655328798192
72.3,70.9,177.0,88.5,0.4,0.0,3.248587570621467
82.0,85.9,167.0,102.1,1.4,0.0,11.609415898741439
70.3,80.5,180.0,140.6,5.9,0.0,18.395061728395056
75.1,77.6,171.0,68.2,1.8,0.0,0.0
79.5,86.2,200.0,100.8,0.5,0.0,0.1999999999999993
88.0,90.6,194.0,106.2,2.1,0.0,3.217663938782021
75.4,78.0,201.0,83.2,3.1,0.0,0.0
76.4,79.4,174.0,102.9,4.4,0.0,8.987316686484348
89.2,89.6,180.0,57.9,4.6,-0.6296296296296298,0.0
83.6,83.8,190.0,78.2,3.4,0.0,0.0
83.1,84.0,195.0,163.5,1.0,0.0,17.998027613412233
71.7,71.5,191.0,61.4,4.0,-1.6693210164195058,0.0
91.0,92.6,181.0,57.6,1.0,-0.9181191050334228,0.0
85.8,85.1,185.0,123.7,0.5,0.0,11.14317019722425
67.7,75.2,176.0,110.9,0.4,0.0,10.801911157024797
87.0,93.8,176.0,144.0,0.6,0.0,21.48760330578513
86.5,87.2,176.0,56.1,4.4,-0.3892045454545432,0.0
89.0,90.5,199.0,119.6,1.9,0.0,5.201257544001411
87.4,86.8,176.0,74.8,1.1,0.0,0.0
97.1,98.0,173.0,118.6,0.3,0.0,14.62711751144375
86.1,88.2,181.0,75.5,0.4,0.0,0.0
97.5,98.5,188.0,76.0,2.6,0.0,0.0
80.6,81.0,165.0,80.5,0.6,0.0,4.568411386593208
93.6,94.2,171.0,66.7,2.1,0.0,0.0
87.0,86.5,176.0,78.2,0.3,0.0,0.24535123966942152
82.1,84.4,197.0,94.7,0.2,0.0,0.0
76.6,82.3,164.0,85.6,3.1,0.0,6.826293872694826
89.5,90.0,202.0,76.9,3.5,0.0,0.0
84.7,87.0,189.0,108.2,4.2,0.0,5.2903054225805555
84.6,88.2,170.0,78.4,4.6,0.0,2.128027681660903
89.6,92.0,187.0,112.9,1.4,0.0,7.2857387972203895
83.4,84.8,169.0,75.1,1.5,0.0,1.294597528097757
76.6,81.1,180.0,60.7,5.7,0.0,0.0
84.9,83.4,181.0,52.6,0.9,-2.444324043832605,0.0
74.7,78.3,198.0,102.0,0.3,0.0,1.017753290480563
72.7,75.9,178.0,56.3,2.8,-0.7307789420527726,0.0
79.8,80.6,169.0,69.5,0.4,0.0,0.0
81.6,81.5,181.0,117.8,5.0,0.0,10.957388358108723
78.3,76.7,183.0,87.7,0.3,0.0,1.1877034250052247
77.7,78.4,183.0,109.4,3.5,0.0,7.667443040998535
76.0,79.6,179.0,124.3,0.3,0.0,13.794045129677599
77.6,79.8,198.0,52.4,2.5,-5.134016937047241,0.0
77.1,76.0,163.0,93.6,0.6,0.0,10.229026308856184
82.4,81.7,167.0,73.5,4.4,0.0,1.3544766753917337
80.2,80.8,178.0,75.5,0.6,0.0,0.0
87.5,85.7,192.0,102.0,5.1,0.0,2.6692708333333357
90.1,92.8,201.0,57.9,0.6,-4.168671567535453,0.0
80.7,80.7,191.0,88.0,3.5,0.0,0.0
70.0,75.1,174.0,122.8,2.5,0.0,15.5601796802748
70.4,73.3,162.0,87.2,4.3,0.0,8.226642280140219
80.3,82.9,177.0,93.0,0.3,0.0,4.684956430144592
80.2,84.6,189.0,124.1,2.0,0.0,9.741468603902469
83.4,84.4,182.0,79.4,0.5,0.0,0.0
87.0,90.2,178.0,98.0,0.2,0.0,5.930438076000502
83.5,89.8,179.0,113.1,4.6,0.0,10.298523766424267
72.7,77.1,183.0,63.9,0.4,0.0,0.0
69.9,73.8,182.0,140.3,1.8,0.0,17.35599565269895
81.5,83.8,173.0,122.0,5.0,0.0,15.763139429984292
65.3,73.6,169.0,67.9,1.6,0.0,0.0
87.2,88.9,204.0,107.8,2.5,0.0,0.9034986543637054
85.2,88.5,186.0,95.1,5.3,0.0,2.4887270204647898
59.6,67.0,192.0,93.9,0.5,0.0,0.4720052083333357
72.0,72.8,186.0,120.6,2.4,0.0,9.859521331945885
93.0,93.4,191.0,132.1,1.1,0.0,11.210630191058357
80.8,80.0,214.0,108.9,2.7,0.0,0.0
72.5,71.9,185.0,116.6,0.8,0.0,9.068663257852442
93.8,94.0,198.0,78.5,1.0,0.0,0.0
86.7,87.5,176.0,57.9,1.2,0.0,0.0
78.4,77.0,194.0,79.9,0.4,0.0,0.0
86.7,90.4,172.0,60.2,3.7,0.0,0.0
69.6,67.9,169.0,81.2,5.6,0.0,3.430377087636991
68.1,71.3,181.0,130.6,0.9,0.0,14.864473001434632
63.7,65.4,176.0,65.7,2.7,0.0,0.0
74.0,82.4,164.0,106.2,0.2,0.0,14.485425342058306
67.8,69.3,196.0,58.0,5.2,-3.4021241149521018,0.0
72.5,76.8,173.0,55.5,4.7,0.0,0.0
80.9,81.2,191.0,98.1,2.1,0.0,1.8907102327238832
75.5,79.7,185.0,91.7,1.2,0.0,1.7932797662527378
72.6,77.8,183.0,58.4,0.4,-1.061438084147035,0.0
76.0,77.0,189.0,92.8,5.0,0.0,0.9791159262058748
82.8,82.2,195.0,79.0,0.8,0.0,0.0
81.9,82.2,179.0,84.4,1.1,0.0,1.34125027308761
96.4,97.7,189.0,89.6,3.4,0.0,0.08328434254360317
81.7,85.0,172.0,91.3,4.5,0.0,5.8612763656030324
84.1,83.3,174.0,84.6,0.8,0.0,2.942925089179546
63.1,69.2,199.0,83.7,3.8,0.0,0.0
79.8,81.7,175.0,64.3,1.9,0.0,0.0
73.9,78.1,186.0,140.0,5.1,0.0,15.467106023817777
83.8,86.4,183.0,101.7,1.5,0.0,5.368180596613811
85.3,86.4,170.0,108.0,3.2,0.0,12.37024221453288
74.3,76.3,177.0,61.0,5.2,0.0,0.0
70.3,72.3,184.0,96.5,0.8,0.0,3.5030718336483915
76.0,82.0,170.0,69.4,0.8,0.0,0.0
74.5,77.4,196.0,98.3,3.5,0.0,0.5882965431070417
74.4,77.0,171.0,84.7,4.7,0.0,3.9661776273041305
85.2,87.3,163.0,81.8,5.6,0.0,5.787760171628591
82.1,82.9,204.0,67.8,3.2,-2.208189158016147,0.0
75.9,80.3,167.0,109.9,4.4,0.0,14.406217505109545
74.5,74.1,197.0,104.7,0.8,0.0,1.9782782344301602
92.1,96.8,207.0,143.3,0.6,0.0,8.443020840626396
71.3,73.2,195.0,86.9,4.0,0.0,0.0
83.8,85.8,189.0,83.7,4.2,0.0,0.0
83.0,85.4,172.0,74.2,4.0,0.0,0.08112493239589469
73.5,77.1,172.0,96.1,5.7,0.0,7.483775013520827
80.9,79.5,196.0,95.7,0.2,0.0,0.0
73.1,77.1,180.0,92.0,5.5,0.0,3.39506172839506
79.4,78.1,208.0,100.7,3.8,0.0,0.0
101.7,101.0,175.0,58.0,4.2,0.0,0.0
86.7,93.6,156.0,129.0,0.8,0.0,28.00788954635108
76.8,81.0,167.0,72.0,2.3,0.0,0.8166302126286347
83.7,85.1,186.0,107.3,0.7,0.0,6.0151462596831955
81.7,82.4,190.0,82.7,1.1,0.0,0.0
89.9,93.4,205.0,136.2,4.7,0.0,7.409280190362878
60.5,63.9,189.0,74.8,0.7,0.0,0.0
60.5,65.0,172.0,102.2,1.7,0.0,9.545700378583021
80.9,81.5,191.0,82.5,1.7,0.0,0.0
73.4,74.8,193.0,105.1,1.2,0.0,3.215522564364143
82.7,80.3,197.0,123.5,0.5,0.0,6.822515395913317
83.9,88.2,187.0,128.1,0.7,0.0,11.632445880637128
74.9,77.0,169.0,107.7,1.8,0.0,12.708763698750047
74.3,80.7,178.0,65.2,0.2,0.0,0.0
76.7,79.7,190.0,77.2,0.5,0.0,0.0
74.5,78.6,163.0,89.5,4.1,0.0,8.6858745154127
64.7,65.6,160.0,135.4,0.2,0.0,27.890624999999993
77.5,79.7,177.0,81.9,5.1,0.0,1.1419132433208858
82.0,81.6,192.0,70.6,2.8,0.0,0.0
83.6,83.8,166.0,77.5,2.6,0.0,3.124546378284222
86.8,90.8,185.0,117.5,4.3,0.0,9.331628926223516
77.8,81.9,178.0,77.2,2.0,0.0,0.0
78.6,79.5,190.0,111.7,2.0,0.0,5.941828254847646
91.9,90.7,191.0,123.3,5.9,0.0,8.798415613607084
81.6,84.5,185.0,67.5,1.2,0.0,0.0
72.6,79.6,190.0,83.8,3.8,0.0,0.0
79.6,83.3,177.0,84.9,4.9,0.0,2.099492483002969
76.6,80.3,180.0,98.7,0.8,0.0,5.462962962962962
93.0,91.4,198.0,80.7,0.4,0.0,0.0
79.8,80.6,199.0,95.5,0.6,0.0,0.0
72.6,78.4,185.0,73.7,4.4,0.0,0.0
79.3,78.4,189.0,75.8,1.3,0.0,0.0
79.8,81.1,157.0,89.8,0.9,0.0,11.43149823522252
90.7,93.1,189.0,65.0,1.1,-0.3034209568601085,0.0
87.2,89.9,182.0,83.6,4.3,0.0,0.2384977659702905
72.0,74.6,193.0,82.3,4.8,0.0,0.0
76.1,79.1,182.0,92.3,5.8,0.0,2.864992150706435
87.0,88.1,188.0,78.8,2.6,0.0,0.0
83.0,89.9,170.0,137.1,4.5,0.0,22.439446366782008
81.9,81.0,187.0,73.9,0.5,0.0,0.0
75.8,82.8,175.0,113.9,3.2,0.0,12.19183673469388
78.8,80.0,179.0,82.4,1.3,0.0,0.7170500296495135
82.8,83.5,186.0,64.0,0.2,-0.000751531969015673,0.0
62.7,65.5,190.0,74.9,4.2,0.0,0.0
87.0,88.9,203.0,74.9,2.5,-0.3243587565822921,0.0
78.2,82.2,160.0,138.0,0.1,0.0,28.906249999999993
62.9,77.6,175.0,158.9,4.9,0.0,26.885714285714286
80.2,83.5,170.0,143.2,0.7,0.0,24.550173010380625
68.4,72.5,197.0,112.8,4.9,0.0,4.0654229688989645
94.7,93.3,169.0,105.9,4.7,0.0,12.078533664787656
80.6,81.6,184.0,93.2,2.5,0.0,2.5283553875236287
76.4,76.4,188.0,54.7,1.2,-3.0235400633770926,0.0
73.6,77.3,213.0,128.5,4.4,0.0,3.323304458991828
79.5,80.2,195.0,98.5,3.1,0.0,0.9040105193951362
75.1,76.4,171.0,78.8,4.6,0.0,1.948462774870901
82.0,85.7,182.0,132.4,0.2,0.0,14.97101799299601
76.3,75.1,202.0,72.5,4.3,-0.7321341044995577,0.0
