lifespan,genetic,length,mass,exercise,smoking,alcohol,sugar,bmi
81.4,84.8,201.0,95.9,3.7,19.9,1.4,46.0,23.73703621197496
86.9,86.5,189.0,80.1,4.9,10.1,5.1,24.4,22.423784328546233
94.8,92.0,195.0,100.0,3.5,0.0,1.8,10.8,26.298487836949377
89.0,85.8,193.0,78.7,4.6,5.7,0.6,16.0,21.12808397540874
66.6,73.3,184.0,76.9,1.7,20.8,0.6,35.6,22.713846880907372
86.5,87.2,172.0,60.8,0.7,2.2,0.4,22.0,20.55164954029205
73.1,76.6,178.0,73.4,0.4,6.1,4.1,24.0,23.166266885494256
74.1,77.9,194.0,62.8,0.6,9.6,4.1,28.8,16.686151557019876
80.9,85.8,201.0,76.3,2.2,17.2,4.2,18.0,18.885671146753797
71.2,76.0,199.0,86.0,1.4,19.5,1.6,36.8,21.71662331759299
77.9,79.8,177.0,80.1,3.0,11.9,1.0,29.2,25.56736569951163
103.5,101.4,181.0,64.4,3.0,0.1,1.8,19.2,19.657519611733466
89.3,90.8,194.0,66.2,1.7,2.9,3.4,46.4,17.589541927941333
73.4,76.3,184.0,58.3,2.7,18.0,0.2,13.6,17.21999054820416
98.9,100.5,196.0,102.1,3.3,15.2,0.7,27.2,26.57746772178259
86.0,92.8,181.0,108.2,2.8,19.3,0.9,38.0,33.027074875614296
72.4,72.3,206.0,67.5,2.6,1.8,3.1,24.0,15.906305966632106
78.8,81.3,207.0,66.5,3.1,12.7,4.2,22.4,15.519615393591451
81.6,82.7,184.0,54.2,2.9,6.7,0.4,34.8,16.00897920604915
73.5,75.3,182.0,83.9,3.1,7.4,4.0,44.8,25.329066537857745
72.1,77.5,179.0,135.6,3.0,17.2,5.8,19.2,42.320776505102835
75.8,79.7,188.0,70.4,2.0,9.9,2.3,43.6,19.91851516523314
78.9,79.9,199.0,110.4,0.3,0.7,5.6,31.2,27.878083886770536
85.1,84.8,172.0,91.0,2.2,0.2,0.5,18.0,30.75987020010817
77.8,82.1,213.0,73.0,1.2,21.9,0.3,19.6,16.090281910555667
89.3,88.9,178.0,108.2,2.4,0.4,5.3,31.6,34.14972856962505
80.8,82.9,190.0,56.7,1.7,16.0,3.9,19.2,15.706371191135736
86.8,84.6,165.0,112.7,4.6,2.9,0.3,8.0,41.39577594123049
86.4,86.4,170.0,63.3,1.7,0.1,0.7,44.0,21.903114186851212
86.8,87.8,180.0,82.3,0.8,5.5,4.4,20.0,25.40123456790123
84.4,86.3,173.0,76.8,3.6,9.5,1.7,51.2,25.6607303952688
79.6,79.9,180.0,105.4,2.4,2.0,4.1,26.0,32.53086419753086
83.9,81.1,161.0,59.4,3.6,4.6,0.5,32.4,22.91578257011689
73.3,73.6,174.0,73.3,4.1,13.9,0.7,43.6,24.210595851499537
88.1,88.0,189.0,107.7,2.5,21.3,0.3,29.2,30.150331737633326
75.6,77.8,200.0,109.3,1.4,6.9,0.6,19.6,27.325
88.2,93.2,160.0,98.0,3.3,20.8,0.4,36.4,38.28124999999999
71.8,71.8,180.0,111.8,3.5,2.8,5.7,33.6,34.50617283950617
75.6,73.3,200.0,74.7,4.2,0.8,1.0,35.2,18.675
80.5,82.9,190.0,102.3,2.6,11.0,1.4,11.6,28.337950138504155
74.0,78.5,170.0,146.9,4.8,15.9,3.0,36.0,50.83044982698963
76.7,76.5,186.0,65.1,2.1,1.9,1.8,27.2,18.817204301075265
91.3,93.8,185.0,154.2,2.6,5.9,0.0,19.6,45.05478451424396
66.0,69.6,162.0,95.1,2.7,16.0,5.1,45.6,36.236854138088695
75.9,82.5,178.0,105.0,1.6,19.7,0.5,23.6,33.13975508142911
81.0,83.2,181.0,62.1,3.5,22.0,3.4,18.8,18.95546533988584
68.9,71.0,199.0,96.7,5.3,17.6,0.8,25.6,24.418575288502815
72.5,77.1,195.0,68.0,1.1,13.5,4.0,29.6,17.882971729125575
95.4,97.4,188.0,56.1,3.3,15.1,4.2,43.2,15.872566772295158
85.7,91.0,167.0,90.8,2.1,11.9,1.8,32.4,32.557639212592775
79.8,82.9,167.0,138.9,2.0,1.9,4.1,24.8,49.80458245186274
86.6,87.5,188.0,124.1,2.4,4.0,0.5,23.2,35.11204164780444
69.5,70.8,170.0,115.7,2.3,1.0,4.4,29.6,40.03460207612457
95.0,99.1,196.0,92.1,1.6,13.2,3.7,30.4,23.9743856726364
82.2,86.8,190.0,101.9,0.7,21.3,0.4,20.8,28.227146814404435
93.6,97.2,192.0,102.5,4.4,20.8,4.3,21.2,27.80490451388889
77.9,82.2,192.0,59.9,1.6,14.9,0.7,12.0,16.248914930555557
71.3,72.1,173.0,88.8,1.0,4.5,4.6,27.2,29.67021951952955
77.6,81.4,187.0,71.9,0.6,17.5,0.4,27.6,20.56106837484629
74.1,76.3,175.0,88.7,4.4,15.1,0.2,22.4,28.96326530612245
80.8,84.9,176.0,90.0,0.4,8.9,2.3,24.8,29.054752066115704
87.1,89.4,183.0,93.9,1.5,5.4,2.5,26.0,28.039057601003314
87.7,88.6,170.0,83.8,1.7,6.5,5.5,24.8,28.996539792387544
72.9,76.1,176.0,146.3,1.5,5.1,0.6,16.0,47.23011363636364
83.6,85.8,177.0,65.1,1.8,10.0,0.3,26.4,20.779469501101214
80.1,84.7,172.0,85.1,0.8,14.2,0.1,21.6,28.76554894537588
86.1,87.0,208.0,80.6,2.9,18.2,1.0,22.0,18.62980769230769
78.2,81.3,168.0,65.7,2.0,14.5,2.3,45.2,23.2780612244898
91.2,94.5,205.0,115.1,3.0,20.9,0.3,40.4,27.388459250446164
95.3,98.2,188.0,111.4,3.6,8.9,4.5,30.4,31.518786781349032
80.2,81.9,196.0,106.1,2.1,10.9,0.1,32.4,27.61870054144107
80.2,80.2,179.0,133.6,3.9,6.6,3.5,36.8,41.69657626166474
73.5,75.4,167.0,89.1,3.9,11.8,5.2,27.6,31.948079888127936
80.8,84.4,181.0,50.5,2.5,14.7,1.0,24.0,15.414669881871738
86.3,85.7,182.0,89.6,3.1,0.0,5.6,18.8,27.049873203719354
77.9,86.6,177.0,92.5,1.7,21.2,4.1,32.8,29.525359890197578
91.6,95.7,190.0,77.0,1.3,17.8,0.5,29.6,21.329639889196677
76.4,82.2,192.0,133.3,1.8,20.6,2.1,29.2,36.159939236111114
78.2,79.3,180.0,82.0,4.1,19.3,0.9,6.8,25.30864197530864
81.0,80.9,173.0,92.4,1.4,0.7,0.5,33.6,30.87306625680778
73.6,79.8,170.0,114.8,2.2,18.9,0.3,46.8,39.72318339100347
91.3,92.1,184.0,64.7,2.5,12.0,1.9,14.8,19.110349716446123
79.6,84.9,191.0,115.9,1.3,16.4,4.0,20.0,31.769962446204875
83.4,84.9,197.0,109.5,5.0,20.7,0.6,31.2,28.21510474374501
73.1,72.9,183.0,72.8,3.9,5.6,4.2,17.2,21.738481292364654
73.9,77.9,169.0,56.8,1.8,20.2,2.6,9.2,19.887258849480062
86.0,87.1,185.0,139.7,1.8,0.6,1.3,44.8,40.81811541271
80.8,84.1,167.0,104.1,1.2,7.0,2.0,13.2,37.3265445157589
73.5,80.5,174.0,123.8,1.6,21.2,5.2,47.2,40.89047430307834
78.3,77.8,205.0,71.5,3.6,6.3,1.4,44.8,17.013682331945272
78.4,80.6,206.0,60.8,0.9,11.2,0.5,29.2,14.327457818833066
79.4,79.0,192.0,87.9,3.6,5.2,3.9,33.2,23.844401041666668
83.2,83.6,183.0,83.1,2.9,11.3,0.4,32.4,24.814118068619543
86.2,87.1,208.0,51.9,1.7,3.5,2.3,14.8,11.996116863905323
82.6,83.7,193.0,113.9,3.9,3.8,3.4,44.8,30.57800209401595
84.0,83.9,194.0,93.8,3.0,8.1,1.4,17.2,24.922946115421407
67.0,74.9,190.0,133.9,1.8,21.4,0.4,40.8,37.091412742382275
72.5,76.2,175.0,81.4,2.2,20.2,4.6,24.4,26.579591836734696
73.7,76.4,180.0,76.0,4.3,13.5,3.8,12.8,23.456790123456788
78.8,84.2,169.0,134.8,1.9,11.2,3.9,36.0,47.19722698785058
90.0,86.7,192.0,90.7,4.6,0.3,0.6,34.8,24.60394965277778
72.2,70.7,183.0,56.9,4.6,3.9,3.4,32.0,16.99065364746633
83.2,84.4,193.0,112.1,3.1,11.9,2.4,27.6,30.094767644768986
91.3,90.0,197.0,126.9,3.3,0.6,4.3,18.8,32.69860084001134
75.1,78.8,183.0,53.3,1.1,13.2,2.2,37.6,15.915673803338407
86.1,89.8,198.0,76.7,3.2,15.7,3.3,30.4,19.56433017039078
75.3,80.5,167.0,82.5,3.0,18.6,2.0,22.4,29.58155545197031
72.6,80.7,179.0,99.6,1.3,20.3,0.6,23.6,31.085172123217127
70.2,73.2,166.0,74.7,1.8,16.9,4.3,18.0,27.108433734939762
71.3,74.7,212.0,87.7,3.6,14.6,0.6,26.8,19.51317194731221
94.3,96.1,188.0,132.9,2.3,6.1,0.4,21.6,37.60185604345858
79.4,81.8,200.0,131.4,1.3,7.0,2.3,27.2,32.85
67.6,72.1,186.0,78.6,3.3,15.3,0.5,20.0,22.71938952480055
81.1,84.6,189.0,65.1,2.6,10.6,5.3,36.8,18.224573780129337
79.2,78.3,158.0,65.9,4.1,2.0,4.8,21.6,26.398013138920042
73.7,79.8,194.0,52.5,1.5,13.9,3.8,14.8,13.9494101392284
77.5,79.4,201.0,152.8,2.2,6.3,2.5,28.8,37.82084601866292
63.2,65.3,188.0,84.6,2.8,13.2,0.1,20.0,23.93617021276596
88.8,90.4,181.0,79.6,1.8,7.9,0.3,30.4,24.297182625682975
63.9,68.3,197.0,85.0,2.7,21.3,5.5,28.8,21.902136102450463
81.3,82.4,169.0,74.0,2.3,7.0,3.6,30.0,25.909456951787405
84.4,84.9,163.0,88.2,2.0,1.6,5.9,31.6,33.19658248334525
69.4,71.3,175.0,114.1,3.0,8.0,1.2,14.8,37.25714285714285
83.9,84.7,195.0,77.2,1.2,2.0,1.2,32.8,20.30243261012492
85.7,88.4,162.0,83.3,1.5,16.1,0.4,8.8,31.74058832495046
90.0,92.9,176.0,128.0,2.4,9.6,0.5,30.4,41.32231404958678
81.0,81.3,190.0,106.1,1.3,2.6,1.2,30.8,29.39058171745152
78.5,79.7,182.0,128.7,4.3,0.1,3.8,16.0,38.85400313971742
83.2,87.4,204.0,92.8,2.0,14.9,5.7,30.8,22.29911572472126
84.1,87.4,184.0,61.5,1.3,10.9,1.3,44.8,18.16517013232514
75.3,77.2,197.0,54.9,1.6,7.5,0.6,11.2,14.146203200288593
95.1,92.6,181.0,87.8,4.0,0.6,3.7,19.6,26.800158725313633
90.9,90.7,190.0,95.2,2.1,1.5,0.8,28.0,26.371191135734072
69.2,68.4,182.0,56.3,2.5,0.4,1.2,14.4,16.99673952421205
95.2,100.3,189.0,121.0,3.1,19.7,1.3,44.8,33.873631757229646
88.1,88.7,200.0,59.0,1.4,0.1,2.0,42.0,14.75
73.3,75.8,214.0,54.7,3.6,13.0,0.6,34.0,11.94427460913617
70.3,68.5,191.0,83.6,3.8,3.7,0.7,18.4,22.916038485787123
83.8,85.0,180.0,102.0,2.7,7.3,0.4,33.6,31.48148148148148
77.6,80.1,193.0,68.7,0.8,9.3,0.2,28.0,18.443448146258962
74.6,80.1,172.0,60.2,0.2,19.5,1.0,28.0,20.348837209302328
84.8,83.1,167.0,98.5,2.9,0.9,0.6,19.6,35.31858438811001
85.5,85.7,193.0,95.3,2.9,8.1,0.6,40.4,25.584579451797364
82.5,81.4,201.0,161.5,3.9,0.1,4.4,21.6,39.97425806291925
79.2,78.3,177.0,69.2,2.0,1.5,2.1,16.8,22.08816112866673
70.7,75.4,168.0,86.7,2.7,11.2,2.2,26.4,30.718537414965994
93.7,99.2,178.0,61.3,1.3,15.3,1.4,26.4,19.347304633253376
76.4,78.4,192.0,103.9,4.7,16.9,4.0,18.8,28.184678819444446
82.7,83.7,183.0,91.4,1.6,6.0,0.7,17.2,27.292543820358922
78.4,80.0,167.0,91.6,1.7,4.9,1.2,44.0,32.84449065939976
81.4,83.9,172.0,66.8,0.3,7.3,0.5,22.4,22.579772850189293
81.6,87.7,192.0,59.8,0.7,21.9,0.9,20.8,16.221788194444443
85.7,84.2,191.0,70.9,3.8,8.2,0.4,34.0,19.434774266056305
87.8,88.0,187.0,95.1,2.3,4.5,1.4,17.2,27.195516028482363
71.7,77.3,157.0,54.1,2.3,19.4,5.1,48.8,21.948152054850095
78.1,78.6,194.0,80.5,1.5,9.7,5.0,24.8,21.38909554681688
81.8,85.5,188.0,75.9,2.1,17.5,3.6,44.8,21.47464916251698
79.5,81.9,184.0,103.0,3.0,16.4,0.7,23.2,30.42296786389414
83.7,83.8,199.0,114.6,2.3,5.6,5.0,44.0,28.938663165071585
67.5,72.5,197.0,121.3,1.2,21.4,0.5,15.6,31.255636579144014
79.7,81.8,163.0,68.3,2.3,13.2,0.4,24.8,25.706650607851255
69.3,70.9,187.0,141.8,3.3,10.2,0.5,14.8,40.550201607137744
75.0,79.2,203.0,59.7,1.4,17.2,0.8,20.8,14.487126598558572
93.8,97.7,189.0,104.1,1.4,9.5,2.3,35.2,29.14252120601327
79.7,83.4,180.0,73.8,0.2,8.4,1.6,22.4,22.777777777777775
75.7,73.0,185.0,52.3,4.7,0.0,0.1,33.2,15.281227173119063
96.3,101.9,192.0,130.3,0.9,20.1,0.9,31.6,35.34613715277778
77.2,78.7,166.0,111.3,1.0,1.9,0.6,13.2,40.39047757294237
87.5,86.3,208.0,78.2,2.7,0.1,2.2,21.6,18.07507396449704
76.3,77.8,170.0,86.4,2.0,9.2,2.5,43.2,29.896193771626304
77.1,79.3,172.0,80.3,2.3,11.2,5.2,18.4,27.14305029745809
87.3,85.6,190.0,66.2,3.9,0.3,1.6,19.2,18.337950138504155
79.0,82.4,189.0,124.2,3.4,16.1,0.6,26.8,34.76946334089192
78.5,82.4,188.0,81.1,2.3,14.9,1.3,23.2,22.94590312358533
92.9,98.3,187.0,61.9,1.4,18.8,3.7,24.4,17.701392662072116
84.0,85.8,190.0,108.1,1.3,6.1,1.3,42.8,29.944598337950136
75.9,80.3,173.0,62.2,2.8,19.5,1.9,28.4,20.782518627418224
76.6,77.1,176.0,52.3,2.6,7.9,0.4,15.6,16.884039256198346
96.6,101.3,177.0,114.3,1.4,14.9,0.4,32.4,36.483769031887384
78.4,83.2,156.0,128.7,1.4,3.5,3.3,34.4,52.88461538461537
96.6,99.4,185.0,93.3,2.0,17.5,0.4,28.8,27.26077428780131
78.5,79.3,200.0,115.1,2.4,3.7,4.8,42.8,28.775
84.8,84.9,201.0,104.8,1.6,4.5,0.4,11.2,25.939951981386606
71.5,71.3,202.0,95.4,3.0,1.3,3.3,24.4,23.380060778355066
90.0,93.6,176.0,61.1,0.4,8.7,4.7,14.8,19.72494834710744
89.0,87.4,190.0,76.3,2.7,0.1,0.2,23.2,21.13573407202216
85.8,87.0,188.0,102.7,1.5,5.5,4.0,16.8,29.05726573110005
69.9,71.6,213.0,154.2,2.9,8.5,3.0,20.0,33.98796535079019
89.5,92.6,179.0,84.8,1.8,16.8,1.9,24.0,26.466090321775226
85.3,93.3,181.0,72.1,2.7,20.4,5.5,32.8,22.0078752174842
80.4,85.9,199.0,143.5,3.4,22.1,1.6,12.8,36.236458675285974
88.6,90.3,170.0,101.8,2.6,10.0,1.0,55.2,35.22491349480969
80.6,78.5,174.0,85.6,3.0,2.4,0.6,30.0,28.273219711983085
82.5,82.9,177.0,63.9,2.1,7.5,0.3,14.4,20.39643780522838
62.7,66.4,201.0,68.4,2.5,11.9,0.3,41.6,16.93027400311874
71.6,73.1,181.0,77.1,2.5,9.1,0.9,12.0,23.534080156283384
77.1,78.4,167.0,54.4,4.0,5.1,4.8,10.0,19.505898382874967
86.4,88.5,183.0,52.6,1.7,6.5,0.7,48.8,15.706649944757979
77.9,78.8,182.0,70.7,1.2,0.4,4.5,38.4,21.344040574809807
77.8,78.2,176.0,96.7,5.3,15.2,0.8,24.8,31.217716942148762
84.6,83.5,177.0,68.7,1.6,0.9,0.2,14.0,21.928564588719716
85.1,88.8,163.0,117.6,1.1,4.7,0.4,49.2,44.26210997779367
63.1,66.0,178.0,83.5,2.1,15.6,0.5,34.8,26.353995707612675
96.4,98.5,172.0,112.1,2.4,2.5,2.2,33.2,37.89210383991347
77.6,78.4,205.0,99.0,2.2,0.2,5.0,42.0,23.557406305770378
73.1,79.6,174.0,100.9,1.6,19.6,0.3,24.8,33.326727440877264
65.9,66.0,185.0,63.4,2.2,5.4,2.1,10.0,18.524470416362306
77.6,76.8,196.0,81.8,2.3,1.6,0.5,19.2,21.29321116201583
80.3,80.9,180.0,107.9,3.2,0.4,0.8,24.8,33.30246913580247
95.5,96.4,205.0,71.1,1.7,5.3,2.0,17.2,16.918500892325998
97.4,98.8,198.0,78.7,2.3,19.4,0.8,26.0,20.07448219569432
69.6,71.2,192.0,89.7,2.8,3.0,5.2,27.6,24.332682291666668
87.1,87.4,182.0,99.2,2.3,3.4,5.7,12.8,29.94807390411786
77.1,77.3,186.0,87.6,1.1,0.4,3.7,28.8,25.320846340617408
69.2,73.6,194.0,108.2,1.2,21.0,4.7,14.8,28.749070039324053
83.6,80.9,207.0,63.1,3.9,0.8,0.6,17.6,14.72613129828001
68.6,64.6,174.0,74.4,5.4,0.0,0.5,11.2,24.573919936583433
99.4,102.1,195.0,157.7,2.1,6.7,0.6,30.8,41.47271531886916
95.8,95.0,179.0,58.6,2.5,6.8,1.6,19.2,18.289067132736182
74.9,79.7,200.0,60.9,0.4,9.9,4.6,26.8,15.225
91.1,90.5,186.0,84.8,2.5,3.0,1.4,19.6,24.511504220141052
86.8,84.8,198.0,88.4,4.5,2.4,0.2,26.8,22.54871951841649
72.2,78.6,193.0,89.4,1.5,15.6,1.7,20.0,24.000644312598997
91.7,91.0,191.0,76.5,1.4,0.1,0.6,22.4,20.96981990625257
67.9,67.3,194.0,81.3,2.4,2.8,0.3,26.8,21.60165798703369
79.0,80.0,190.0,109.0,3.0,5.5,0.4,43.6,30.193905817174517
86.8,91.0,171.0,133.8,2.1,11.8,0.3,26.4,45.7576690263671
63.8,71.3,162.0,153.8,1.7,10.1,0.4,10.4,58.603871361073
92.2,88.8,178.0,62.6,4.5,0.0,0.7,18.0,19.757606362832977
77.5,81.5,185.0,152.4,1.3,0.3,5.0,17.2,44.52885317750182
80.5,80.9,183.0,103.3,1.8,6.7,0.3,4.0,30.84594941622622
80.8,84.5,199.0,92.2,2.5,13.1,4.7,3.6,23.282240347465972
85.8,86.8,183.0,161.7,3.3,0.5,1.0,18.8,48.284511332079184
65.6,69.2,175.0,52.0,2.7,21.9,0.5,33.6,16.979591836734695
77.3,77.3,158.0,88.8,1.5,0.0,1.2,29.6,35.571222560487094
74.7,82.4,169.0,128.4,0.5,18.0,3.8,33.2,44.95640908931761
99.2,99.1,185.0,76.3,2.3,0.2,5.1,21.2,22.293644996347695
76.8,79.9,165.0,105.5,1.6,9.5,0.6,31.2,38.75114784205694
84.3,86.8,197.0,110.7,0.1,0.1,6.0,14.4,28.524311371073722
77.1,79.1,193.0,100.2,2.3,10.4,1.5,18.8,26.900051008080755
87.9,89.1,192.0,80.7,0.3,6.0,4.8,21.6,21.891276041666668
73.0,74.2,166.0,117.0,3.4,1.9,0.3,40.4,42.4589925968936
83.4,88.4,178.0,66.3,0.1,19.0,4.8,18.8,20.925388208559525
73.6,72.8,208.0,65.4,2.5,6.6,0.9,14.8,15.116494082840237
80.0,86.9,196.0,82.0,2.4,19.5,1.0,36.8,21.345272802998753
71.7,74.0,197.0,68.1,1.5,15.3,0.5,8.4,17.54747610090443
79.4,79.4,172.0,114.6,2.4,0.1,1.1,26.4,38.73715521903732
81.7,83.6,159.0,119.1,2.2,0.6,1.7,38.8,47.11047822475376
89.1,89.5,191.0,127.1,2.3,0.3,1.2,40.4,34.840053726597404
83.4,88.8,170.0,85.6,0.2,13.6,4.6,18.0,29.61937716262976
75.9,79.8,188.0,141.3,4.2,17.6,0.6,33.6,39.978497057492085
64.2,70.8,178.0,120.4,3.5,17.1,4.0,33.6,38.00025249337205
73.6,75.0,175.0,86.5,1.0,2.9,1.6,33.2,28.244897959183675
73.3,76.5,193.0,57.3,2.0,13.3,3.0,27.2,15.382963301028216
66.3,66.4,185.0,64.2,1.9,2.3,0.3,54.8,18.758217677136596
63.2,64.6,208.0,92.0,2.5,5.9,2.2,33.6,21.26479289940828
66.5,70.5,186.0,98.3,0.8,8.7,0.8,24.4,28.41368944386634
82.2,84.1,202.0,113.8,1.0,7.1,5.8,51.6,27.889422605626898
71.1,76.8,163.0,67.8,1.7,17.2,2.6,15.6,25.51846136474839
77.1,78.9,162.0,107.2,1.7,2.3,0.1,39.6,40.84743179393384
76.5,78.7,185.0,106.5,2.2,13.2,0.1,11.6,31.11760409057706
82.5,83.3,188.0,133.8,4.2,18.8,1.2,8.8,37.85649615210503
72.1,71.9,195.0,98.9,3.0,5.5,1.9,22.4,26.009204470742937
79.0,83.2,168.0,92.9,2.8,15.5,0.3,37.2,32.91524943310658
74.3,77.2,172.0,56.3,0.8,21.7,0.6,38.0,19.03055705786912
76.9,75.6,193.0,127.9,2.9,1.1,1.9,36.4,34.336492254825636
83.9,88.4,177.0,98.3,1.5,14.3,1.1,30.0,31.376679753582938
74.0,75.8,181.0,98.8,1.4,9.9,0.1,14.8,30.157809590671835
80.5,82.7,176.0,59.7,2.0,8.9,2.3,15.2,19.272985537190085
82.7,82.7,159.0,84.0,3.5,0.1,0.7,28.8,33.22653376053162
80.3,80.2,169.0,84.9,3.4,12.3,0.5,15.2,29.725849935226364
89.8,90.4,164.0,97.1,2.2,0.5,4.5,18.8,36.10202260559191
89.3,93.3,188.0,72.1,2.3,17.1,0.4,17.2,20.399502037120868
82.7,85.1,170.0,138.8,1.2,0.2,1.2,18.4,48.02768166089966
91.6,92.5,187.0,83.9,1.8,6.0,0.9,18.4,23.992679230175295
80.8,84.3,184.0,99.5,2.7,21.2,2.1,27.6,29.389177693761813
99.8,100.0,207.0,76.6,1.2,0.7,0.2,34.0,17.876729912016618
80.2,83.0,201.0,70.4,1.6,17.0,4.6,46.0,17.42531125467192
89.3,92.0,186.0,75.7,1.7,14.8,0.8,20.0,21.881142328592897
87.8,87.2,166.0,81.5,2.5,0.2,0.3,28.4,29.576135868776312
79.2,82.0,170.0,65.2,2.1,16.1,0.4,38.8,22.560553633217996
88.8,86.2,187.0,77.8,5.1,6.1,0.5,46.4,22.24827704538305
84.5,86.4,181.0,63.9,5.4,14.3,3.3,23.6,19.504899117853544
90.4,89.8,168.0,52.8,1.5,0.1,5.2,44.0,18.70748299319728
73.9,81.2,177.0,104.6,2.3,15.6,5.7,16.0,33.387596156915315
86.7,89.2,162.0,88.6,1.6,13.2,0.7,28.4,33.76009754610577
82.9,82.3,193.0,77.8,4.1,11.9,4.5,14.0,20.886466750785257
79.7,83.7,188.0,64.6,2.3,15.0,0.3,32.4,18.277501131733814
74.2,77.7,167.0,100.4,1.4,10.0,4.0,21.2,35.9998565742766
78.7,83.3,177.0,107.8,2.1,20.7,0.8,44.8,34.4090140125762
80.8,83.1,192.0,95.8,1.6,6.3,1.2,38.4,25.987413194444443
78.1,77.2,196.0,92.1,2.8,1.8,0.9,20.4,23.9743856726364
79.4,84.8,202.0,66.7,3.4,20.5,0.5,32.8,16.346436623860406
79.9,85.4,201.0,107.8,1.4,20.0,4.7,34.4,26.682507858716374
82.3,83.2,173.0,74.9,1.3,0.3,2.3,37.6,25.025894617260853
85.5,86.5,181.0,87.0,1.4,3.5,4.1,14.8,26.555965935105768
78.2,77.5,193.0,89.1,1.8,1.2,1.3,20.0,23.920105237724503
81.9,86.4,184.0,107.5,3.9,17.1,1.7,52.8,31.75212665406427
76.6,76.1,185.0,88.7,2.2,3.9,0.6,17.2,25.916727538349157
70.4,73.5,187.0,73.7,3.2,12.9,1.0,36.0,21.07581000314564
84.5,87.3,201.0,88.2,4.8,11.0,4.5,24.4,21.831142793495218
74.5,76.6,189.0,88.0,1.7,15.3,0.4,32.4,24.635368550712467
80.5,81.8,160.0,79.7,3.5,11.6,2.3,19.2,31.132812499999996
72.9,75.5,200.0,117.1,4.3,12.6,3.1,31.6,29.275
95.6,91.2,174.0,51.8,4.2,1.7,1.2,39.6,17.10926146122341
79.3,80.7,213.0,75.5,1.7,14.0,0.2,24.4,16.641318962287027
81.9,85.4,186.0,57.2,1.7,19.4,0.7,28.8,16.533703318302692
79.6,81.4,180.0,135.1,2.9,4.4,3.6,31.2,41.697530864197525
83.3,81.2,167.0,61.8,4.5,4.4,0.3,40.0,22.159274265839578
72.8,77.1,178.0,66.3,1.5,21.7,1.3,30.8,20.925388208559525
98.9,100.8,182.0,69.7,1.8,16.2,1.3,10.0,21.042144668518294
69.9,78.5,180.0,107.4,1.1,19.5,5.4,24.8,33.148148148148145
84.8,81.4,160.0,87.2,3.5,0.0,0.0,14.8,34.06249999999999
69.2,69.5,188.0,87.2,2.3,4.5,1.3,24.4,24.671797193300137
76.7,75.9,213.0,60.7,1.7,0.7,2.4,22.0,13.379179616037385
62.0,71.7,177.0,110.0,0.1,19.9,5.9,18.0,35.111238788343066
83.3,84.7,175.0,124.5,0.5,0.2,0.4,11.6,40.6530612244898
79.9,80.8,186.0,70.6,2.6,3.6,2.1,27.2,20.406983466296676
80.2,80.3,200.0,88.0,2.1,4.7,1.4,33.6,22.0
88.1,89.5,200.0,79.4,0.7,6.3,3.1,12.0,19.85
79.7,79.4,200.0,107.8,1.8,0.3,0.5,23.2,26.95
78.6,85.2,194.0,74.4,1.3,19.6,4.6,32.4,19.768306940163676
63.2,65.2,213.0,100.9,0.7,11.5,0.5,24.0,22.23985540787763
73.8,77.3,195.0,83.9,1.7,15.7,1.1,42.8,22.064431295200528
88.0,88.5,169.0,120.4,2.6,0.3,1.6,24.0,42.155386716151405
90.6,91.8,199.0,80.3,2.8,11.2,5.3,18.0,20.27726572561299
73.6,74.7,213.0,62.7,1.4,6.7,1.2,10.0,13.820009257422472
79.4,79.4,173.0,67.9,1.7,2.3,1.3,39.2,22.68702596144208
94.0,97.2,184.0,51.8,2.4,14.5,0.8,17.2,15.30009451795841
88.2,89.2,199.0,135.0,1.4,2.5,1.1,42.4,34.09004823110527
82.2,84.0,196.0,69.3,2.6,6.8,3.8,34.8,18.039358600583093
61.0,66.1,194.0,155.8,4.4,18.3,0.8,13.6,41.39653523222447
86.8,92.1,195.0,142.5,2.3,20.9,0.7,25.2,37.47534516765286
74.6,74.9,172.0,100.7,1.9,0.3,2.7,32.8,34.03866955110871
77.8,78.6,184.0,109.5,3.6,7.9,2.4,20.8,32.34286389413988
77.1,77.7,201.0,100.2,2.8,21.8,0.3,13.2,24.801366302814294
80.9,77.4,197.0,76.3,3.6,1.1,0.3,14.4,19.6603880543173
78.5,82.9,160.0,93.4,1.7,14.4,5.1,18.8,36.48437499999999
76.2,77.2,192.0,86.0,1.8,4.1,0.3,10.4,23.328993055555557
79.4,84.6,184.0,132.5,2.5,11.9,0.9,39.6,39.13634215500945
68.7,72.6,172.0,85.0,1.7,15.3,3.9,12.0,28.73174689021093
99.9,99.2,185.0,72.6,1.9,0.4,4.2,16.0,21.212563915266614
80.3,82.3,173.0,151.6,2.7,0.1,5.0,24.8,50.65321260316081
80.7,85.0,180.0,133.7,2.1,10.6,1.9,36.8,41.26543209876542
74.6,79.9,186.0,139.7,1.7,16.1,3.8,23.6,40.38039079662388
97.1,98.7,160.0,71.9,2.8,10.8,4.7,15.2,28.085937499999996
89.8,92.7,176.0,98.3,1.5,11.4,0.4,30.0,31.734245867768596
72.0,73.5,168.0,96.0,2.4,12.6,4.7,34.8,34.013605442176875
75.1,77.6,188.0,86.1,1.4,18.4,0.2,21.6,24.360570393843368
74.4,80.8,186.0,58.6,2.2,22.1,4.0,34.8,16.93837437854087
