lifespan,genetic,length,mass,exercise,alcohol,sugar,bmi under,bmi over,bmi obese,bmi morbid,smoking few,smoking some,smoking more,smoking alot,smoking most
83.8,86.9,177.0,87.9,3.1,1.1,9.6,False,False,True,False,False,False,False,True,False
82.0,87.1,202.0,116.9,2.3,0.5,30.8,False,False,True,False,False,False,False,False,True
74.9,74.7,182.0,79.0,2.0,4.9,27.6,False,True,False,False,False,False,False,False,False
81.4,84.8,201.0,95.9,3.7,1.4,46.0,False,True,False,False,False,False,False,True,False
86.9,86.5,189.0,80.1,4.9,5.1,24.4,False,True,False,False,False,False,True,False,False
94.8,92.0,195.0,100.0,3.5,1.8,10.8,False,False,True,False,False,False,False,False,False
89.0,85.8,193.0,78.7,4.6,0.6,16.0,False,True,False,False,False,True,False,False,False
66.6,73.3,184.0,76.9,1.7,0.6,35.6,False,True,False,False,False,False,False,False,True
86.5,87.2,172.0,60.8,0.7,0.4,22.0,False,True,False,False,True,False,False,False,False
73.1,76.6,178.0,73.4,0.4,4.1,24.0,False,True,False,False,False,True,False,False,False
74.1,77.9,194.0,62.8,0.6,4.1,28.8,True,False,False,False,False,True,False,False,False
80.9,85.8,201.0,76.3,2.2,4.2,18.0,False,True,False,False,False,False,False,True,False
71.2,76.0,199.0,86.0,1.4,1.6,36.8,False,True,False,False,False,False,False,True,False
77.9,79.8,177.0,80.1,3.0,1.0,29.2,False,False,True,False,False,False,True,False,False
103.5,101.4,181.0,64.4,3.0,1.8,19.2,False,True,False,False,True,False,False,False,False
89.3,90.8,194.0,66.2,1.7,3.4,46.4,True,False,False,False,True,False,False,False,False
73.4,76.3,184.0,58.3,2.7,0.2,13.6,True,False,False,False,False,False,False,True,False
98.9,100.5,196.0,102.1,3.3,0.7,27.2,False,False,True,False,False,False,False,True,False
86.0,92.8,181.0,108.2,2.8,0.9,38.0,False,False,False,True,False,False,False,True,False
72.4,72.3,206.0,67.5,2.6,3.1,24.0,True,False,False,False,True,False,False,False,False
78.8,81.3,207.0,66.5,3.1,4.2,22.4,True,False,False,False,False,False,True,False,False
81.6,82.7,184.0,54.2,2.9,0.4,34.8,True,False,False,False,False,True,False,False,False
73.5,75.3,182.0,83.9,3.1,4.0,44.8,False,False,True,False,False,True,False,False,False
72.1,77.5,179.0,135.6,3.0,5.8,19.2,False,False,False,True,False,False,False,True,False
75.8,79.7,188.0,70.4,2.0,2.3,43.6,False,True,False,False,False,True,False,False,False
78.9,79.9,199.0,110.4,0.3,5.6,31.2,False,False,True,False,True,False,False,False,False
85.1,84.8,172.0,91.0,2.2,0.5,18.0,False,False,False,True,True,False,False,False,False
77.8,82.1,213.0,73.0,1.2,0.3,19.6,True,False,False,False,False,False,False,False,True
89.3,88.9,178.0,108.2,2.4,5.3,31.6,False,False,False,True,True,False,False,False,False
80.8,82.9,190.0,56.7,1.7,3.9,19.2,True,False,False,False,False,False,False,True,False
86.8,84.6,165.0,112.7,4.6,0.3,8.0,False,False,False,True,True,False,False,False,False
86.4,86.4,170.0,63.3,1.7,0.7,44.0,False,True,False,False,True,False,False,False,False
86.8,87.8,180.0,82.3,0.8,4.4,20.0,False,False,True,False,False,True,False,False,False
84.4,86.3,173.0,76.8,3.6,1.7,51.2,False,False,True,False,False,True,False,False,False
79.6,79.9,180.0,105.4,2.4,4.1,26.0,False,False,False,True,True,False,False,False,False
83.9,81.1,161.0,59.4,3.6,0.5,32.4,False,True,False,False,True,False,False,False,False
73.3,73.6,174.0,73.3,4.1,0.7,43.6,False,True,False,False,False,False,True,False,False
88.1,88.0,189.0,107.7,2.5,0.3,29.2,False,False,False,True,False,False,False,False,True
75.6,77.8,200.0,109.3,1.4,0.6,19.6,False,False,True,False,False,True,False,False,False
88.2,93.2,160.0,98.0,3.3,0.4,36.4,False,False,False,True,False,False,False,False,True
71.8,71.8,180.0,111.8,3.5,5.7,33.6,False,False,False,True,True,False,False,False,False
75.6,73.3,200.0,74.7,4.2,1.0,35.2,False,True,False,False,True,False,False,False,False
80.5,82.9,190.0,102.3,2.6,1.4,11.6,False,False,True,False,False,False,True,False,False
74.0,78.5,170.0,146.9,4.8,3.0,36.0,False,False,False,True,False,False,False,True,False
76.7,76.5,186.0,65.1,2.1,1.8,27.2,False,True,False,False,True,False,False,False,False
91.3,93.8,185.0,154.2,2.6,0.0,19.6,False,False,False,True,False,True,False,False,False
66.0,69.6,162.0,95.1,2.7,5.1,45.6,False,False,False,True,False,False,False,True,False
75.9,82.5,178.0,105.0,1.6,0.5,23.6,False,False,False,True,False,False,False,True,False
81.0,83.2,181.0,62.1,3.5,3.4,18.8,False,True,False,False,False,False,False,False,True
68.9,71.0,199.0,96.7,5.3,0.8,25.6,False,True,False,False,False,False,False,True,False
72.5,77.1,195.0,68.0,1.1,4.0,29.6,True,False,False,False,False,False,True,False,False
95.4,97.4,188.0,56.1,3.3,4.2,43.2,True,False,False,False,False,False,False,True,False
85.7,91.0,167.0,90.8,2.1,1.8,32.4,False,False,False,True,False,False,True,False,False
79.8,82.9,167.0,138.9,2.0,4.1,24.8,False,False,False,True,True,False,False,False,False
86.6,87.5,188.0,124.1,2.4,0.5,23.2,False,False,False,True,True,False,False,False,False
69.5,70.8,170.0,115.7,2.3,4.4,29.6,False,False,False,True,True,False,False,False,False
95.0,99.1,196.0,92.1,1.6,3.7,30.4,False,True,False,False,False,False,True,False,False
82.2,86.8,190.0,101.9,0.7,0.4,20.8,False,False,True,False,False,False,False,False,True
93.6,97.2,192.0,102.5,4.4,4.3,21.2,False,False,True,False,False,False,False,False,True
77.9,82.2,192.0,59.9,1.6,0.7,12.0,True,False,False,False,False,False,True,False,False
71.3,72.1,173.0,88.8,1.0,4.6,27.2,False,False,True,False,True,False,False,False,False
77.6,81.4,187.0,71.9,0.6,0.4,27.6,False,True,False,False,False,False,False,True,False
74.1,76.3,175.0,88.7,4.4,0.2,22.4,False,False,True,False,False,False,False,True,False
80.8,84.9,176.0,90.0,0.4,2.3,24.8,False,False,True,False,False,True,False,False,False
87.1,89.4,183.0,93.9,1.5,2.5,26.0,False,False,True,False,False,True,False,False,False
87.7,88.6,170.0,83.8,1.7,5.5,24.8,False,False,True,False,False,True,False,False,False
72.9,76.1,176.0,146.3,1.5,0.6,16.0,False,False,False,True,False,True,False,False,False
83.6,85.8,177.0,65.1,1.8,0.3,26.4,False,True,False,False,False,True,False,False,False
80.1,84.7,172.0,85.1,0.8,0.1,21.6,False,False,True,False,False,False,True,False,False
86.1,87.0,208.0,80.6,2.9,1.0,22.0,False,True,False,False,False,False,False,True,False
78.2,81.3,168.0,65.7,2.0,2.3,45.2,False,True,False,False,False,False,True,False,False
91.2,94.5,205.0,115.1,3.0,0.3,40.4,False,False,True,False,False,False,False,False,True
95.3,98.2,188.0,111.4,3.6,4.5,30.4,False,False,False,True,False,True,False,False,False
80.2,81.9,196.0,106.1,2.1,0.1,32.4,False,False,True,False,False,False,True,False,False
80.2,80.2,179.0,133.6,3.9,3.5,36.8,False,False,False,True,False,True,False,False,False
73.5,75.4,167.0,89.1,3.9,5.2,27.6,False,False,False,True,False,False,True,False,False
80.8,84.4,181.0,50.5,2.5,1.0,24.0,True,False,False,False,False,False,True,False,False
86.3,85.7,182.0,89.6,3.1,5.6,18.8,False,False,True,False,False,False,False,False,False
77.9,86.6,177.0,92.5,1.7,4.1,32.8,False,False,True,False,False,False,False,False,True
91.6,95.7,190.0,77.0,1.3,0.5,29.6,False,True,False,False,False,False,False,True,False
76.4,82.2,192.0,133.3,1.8,2.1,29.2,False,False,False,True,False,False,False,False,True
78.2,79.3,180.0,82.0,4.1,0.9,6.8,False,False,True,False,False,False,False,True,False
81.0,80.9,173.0,92.4,1.4,0.5,33.6,False,False,False,True,True,False,False,False,False
73.6,79.8,170.0,114.8,2.2,0.3,46.8,False,False,False,True,False,False,False,True,False
91.3,92.1,184.0,64.7,2.5,1.9,14.8,False,True,False,False,False,False,True,False,False
79.6,84.9,191.0,115.9,1.3,4.0,20.0,False,False,False,True,False,False,False,True,False
83.4,84.9,197.0,109.5,5.0,0.6,31.2,False,False,True,False,False,False,False,False,True
73.1,72.9,183.0,72.8,3.9,4.2,17.2,False,True,False,False,False,True,False,False,False
73.9,77.9,169.0,56.8,1.8,2.6,9.2,False,True,False,False,False,False,False,False,True
86.0,87.1,185.0,139.7,1.8,1.3,44.8,False,False,False,True,True,False,False,False,False
80.8,84.1,167.0,104.1,1.2,2.0,13.2,False,False,False,True,False,True,False,False,False
73.5,80.5,174.0,123.8,1.6,5.2,47.2,False,False,False,True,False,False,False,False,True
78.3,77.8,205.0,71.5,3.6,1.4,44.8,True,False,False,False,False,True,False,False,False
78.4,80.6,206.0,60.8,0.9,0.5,29.2,True,False,False,False,False,False,True,False,False
79.4,79.0,192.0,87.9,3.6,3.9,33.2,False,True,False,False,False,True,False,False,False
83.2,83.6,183.0,83.1,2.9,0.4,32.4,False,True,False,False,False,False,True,False,False
86.2,87.1,208.0,51.9,1.7,2.3,14.8,True,False,False,False,True,False,False,False,False
82.6,83.7,193.0,113.9,3.9,3.4,44.8,False,False,False,True,True,False,False,False,False
84.0,83.9,194.0,93.8,3.0,1.4,17.2,False,True,False,False,False,True,False,False,False
67.0,74.9,190.0,133.9,1.8,0.4,40.8,False,False,False,True,False,False,False,False,True
72.5,76.2,175.0,81.4,2.2,4.6,24.4,False,False,True,False,False,False,False,False,True
73.7,76.4,180.0,76.0,4.3,3.8,12.8,False,True,False,False,False,False,True,False,False
78.8,84.2,169.0,134.8,1.9,3.9,36.0,False,False,False,True,False,False,True,False,False
90.0,86.7,192.0,90.7,4.6,0.6,34.8,False,True,False,False,True,False,False,False,False
72.2,70.7,183.0,56.9,4.6,3.4,32.0,True,False,False,False,True,False,False,False,False
83.2,84.4,193.0,112.1,3.1,2.4,27.6,False,False,False,True,False,False,True,False,False
91.3,90.0,197.0,126.9,3.3,4.3,18.8,False,False,False,True,True,False,False,False,False
75.1,78.8,183.0,53.3,1.1,2.2,37.6,True,False,False,False,False,False,True,False,False
86.1,89.8,198.0,76.7,3.2,3.3,30.4,False,True,False,False,False,False,False,True,False
75.3,80.5,167.0,82.5,3.0,2.0,22.4,False,False,True,False,False,False,False,True,False
72.6,80.7,179.0,99.6,1.3,0.6,23.6,False,False,False,True,False,False,False,False,True
70.2,73.2,166.0,74.7,1.8,4.3,18.0,False,False,True,False,False,False,False,True,False
71.3,74.7,212.0,87.7,3.6,0.6,26.8,False,True,False,False,False,False,True,False,False
94.3,96.1,188.0,132.9,2.3,0.4,21.6,False,False,False,True,False,True,False,False,False
79.4,81.8,200.0,131.4,1.3,2.3,27.2,False,False,False,True,False,True,False,False,False
67.6,72.1,186.0,78.6,3.3,0.5,20.0,False,True,False,False,False,False,False,True,False
81.1,84.6,189.0,65.1,2.6,5.3,36.8,True,False,False,False,False,False,True,False,False
79.2,78.3,158.0,65.9,4.1,4.8,21.6,False,False,True,False,True,False,False,False,False
73.7,79.8,194.0,52.5,1.5,3.8,14.8,True,False,False,False,False,False,True,False,False
77.5,79.4,201.0,152.8,2.2,2.5,28.8,False,False,False,True,False,True,False,False,False
63.2,65.3,188.0,84.6,2.8,0.1,20.0,False,True,False,False,False,False,True,False,False
88.8,90.4,181.0,79.6,1.8,0.3,30.4,False,True,False,False,False,True,False,False,False
63.9,68.3,197.0,85.0,2.7,5.5,28.8,False,True,False,False,False,False,False,False,True
81.3,82.4,169.0,74.0,2.3,3.6,30.0,False,False,True,False,False,True,False,False,False
84.4,84.9,163.0,88.2,2.0,5.9,31.6,False,False,False,True,True,False,False,False,False
69.4,71.3,175.0,114.1,3.0,1.2,14.8,False,False,False,True,False,True,False,False,False
83.9,84.7,195.0,77.2,1.2,1.2,32.8,False,True,False,False,True,False,False,False,False
85.7,88.4,162.0,83.3,1.5,0.4,8.8,False,False,False,True,False,False,False,True,False
90.0,92.9,176.0,128.0,2.4,0.5,30.4,False,False,False,True,False,True,False,False,False
81.0,81.3,190.0,106.1,1.3,1.2,30.8,False,False,True,False,True,False,False,False,False
78.5,79.7,182.0,128.7,4.3,3.8,16.0,False,False,False,True,True,False,False,False,False
83.2,87.4,204.0,92.8,2.0,5.7,30.8,False,True,False,False,False,False,True,False,False
84.1,87.4,184.0,61.5,1.3,1.3,44.8,True,False,False,False,False,False,True,False,False
75.3,77.2,197.0,54.9,1.6,0.6,11.2,True,False,False,False,False,True,False,False,False
95.1,92.6,181.0,87.8,4.0,3.7,19.6,False,False,True,False,True,False,False,False,False
90.9,90.7,190.0,95.2,2.1,0.8,28.0,False,False,True,False,True,False,False,False,False
69.2,68.4,182.0,56.3,2.5,1.2,14.4,True,False,False,False,True,False,False,False,False
95.2,100.3,189.0,121.0,3.1,1.3,44.8,False,False,False,True,False,False,False,True,False
88.1,88.7,200.0,59.0,1.4,2.0,42.0,True,False,False,False,True,False,False,False,False
73.3,75.8,214.0,54.7,3.6,0.6,34.0,True,False,False,False,False,False,True,False,False
70.3,68.5,191.0,83.6,3.8,0.7,18.4,False,True,False,False,True,False,False,False,False
83.8,85.0,180.0,102.0,2.7,0.4,33.6,False,False,False,True,False,True,False,False,False
77.6,80.1,193.0,68.7,0.8,0.2,28.0,True,False,False,False,False,True,False,False,False
74.6,80.1,172.0,60.2,0.2,1.0,28.0,False,True,False,False,False,False,False,True,False
84.8,83.1,167.0,98.5,2.9,0.6,19.6,False,False,False,True,True,False,False,False,False
85.5,85.7,193.0,95.3,2.9,0.6,40.4,False,False,True,False,False,True,False,False,False
82.5,81.4,201.0,161.5,3.9,4.4,21.6,False,False,False,True,True,False,False,False,False
79.2,78.3,177.0,69.2,2.0,2.1,16.8,False,True,False,False,True,False,False,False,False
70.7,75.4,168.0,86.7,2.7,2.2,26.4,False,False,False,True,False,False,True,False,False
93.7,99.2,178.0,61.3,1.3,1.4,26.4,False,True,False,False,False,False,False,True,False
76.4,78.4,192.0,103.9,4.7,4.0,18.8,False,False,True,False,False,False,False,True,False
82.7,83.7,183.0,91.4,1.6,0.7,17.2,False,False,True,False,False,True,False,False,False
78.4,80.0,167.0,91.6,1.7,1.2,44.0,False,False,False,True,True,False,False,False,False
81.4,83.9,172.0,66.8,0.3,0.5,22.4,False,True,False,False,False,True,False,False,False
81.6,87.7,192.0,59.8,0.7,0.9,20.8,True,False,False,False,False,False,False,False,True
85.7,84.2,191.0,70.9,3.8,0.4,34.0,False,True,False,False,False,True,False,False,False
87.8,88.0,187.0,95.1,2.3,1.4,17.2,False,False,True,False,True,False,False,False,False
71.7,77.3,157.0,54.1,2.3,5.1,48.8,False,True,False,False,False,False,False,True,False
78.1,78.6,194.0,80.5,1.5,5.0,24.8,False,True,False,False,False,True,False,False,False
81.8,85.5,188.0,75.9,2.1,3.6,44.8,False,True,False,False,False,False,False,True,False
79.5,81.9,184.0,103.0,3.0,0.7,23.2,False,False,False,True,False,False,False,True,False
83.7,83.8,199.0,114.6,2.3,5.0,44.0,False,False,True,False,False,True,False,False,False
67.5,72.5,197.0,121.3,1.2,0.5,15.6,False,False,False,True,False,False,False,False,True
79.7,81.8,163.0,68.3,2.3,0.4,24.8,False,False,True,False,False,False,True,False,False
69.3,70.9,187.0,141.8,3.3,0.5,14.8,False,False,False,True,False,False,True,False,False
75.0,79.2,203.0,59.7,1.4,0.8,20.8,True,False,False,False,False,False,False,True,False
93.8,97.7,189.0,104.1,1.4,2.3,35.2,False,False,True,False,False,True,False,False,False
79.7,83.4,180.0,73.8,0.2,1.6,22.4,False,True,False,False,False,True,False,False,False
75.7,73.0,185.0,52.3,4.7,0.1,33.2,True,False,False,False,False,False,False,False,False
96.3,101.9,192.0,130.3,0.9,0.9,31.6,False,False,False,True,False,False,False,False,True
77.2,78.7,166.0,111.3,1.0,0.6,13.2,False,False,False,True,True,False,False,False,False
87.5,86.3,208.0,78.2,2.7,2.2,21.6,True,False,False,False,True,False,False,False,False
76.3,77.8,170.0,86.4,2.0,2.5,43.2,False,False,True,False,False,True,False,False,False
77.1,79.3,172.0,80.3,2.3,5.2,18.4,False,False,True,False,False,False,True,False,False
87.3,85.6,190.0,66.2,3.9,1.6,19.2,True,False,False,False,True,False,False,False,False
79.0,82.4,189.0,124.2,3.4,0.6,26.8,False,False,False,True,False,False,False,True,False
78.5,82.4,188.0,81.1,2.3,1.3,23.2,False,True,False,False,False,False,True,False,False
92.9,98.3,187.0,61.9,1.4,3.7,24.4,True,False,False,False,False,False,False,True,False
84.0,85.8,190.0,108.1,1.3,1.3,42.8,False,False,True,False,False,True,False,False,False
75.9,80.3,173.0,62.2,2.8,1.9,28.4,False,True,False,False,False,False,False,True,False
76.6,77.1,176.0,52.3,2.6,0.4,15.6,True,False,False,False,False,True,False,False,False
96.6,101.3,177.0,114.3,1.4,0.4,32.4,False,False,False,True,False,False,True,False,False
78.4,83.2,156.0,128.7,1.4,3.3,34.4,False,False,False,True,True,False,False,False,False
96.6,99.4,185.0,93.3,2.0,0.4,28.8,False,False,True,False,False,False,False,True,False
78.5,79.3,200.0,115.1,2.4,4.8,42.8,False,False,True,False,True,False,False,False,False
84.8,84.9,201.0,104.8,1.6,0.4,11.2,False,False,True,False,True,False,False,False,False
71.5,71.3,202.0,95.4,3.0,3.3,24.4,False,True,False,False,True,False,False,False,False
90.0,93.6,176.0,61.1,0.4,4.7,14.8,False,True,False,False,False,True,False,False,False
89.0,87.4,190.0,76.3,2.7,0.2,23.2,False,True,False,False,True,False,False,False,False
85.8,87.0,188.0,102.7,1.5,4.0,16.8,False,False,True,False,False,True,False,False,False
69.9,71.6,213.0,154.2,2.9,3.0,20.0,False,False,False,True,False,True,False,False,False
89.5,92.6,179.0,84.8,1.8,1.9,24.0,False,False,True,False,False,False,False,True,False
85.3,93.3,181.0,72.1,2.7,5.5,32.8,False,True,False,False,False,False,False,False,True
80.4,85.9,199.0,143.5,3.4,1.6,12.8,False,False,False,True,False,False,False,False,True
88.6,90.3,170.0,101.8,2.6,1.0,55.2,False,False,False,True,False,True,False,False,False
80.6,78.5,174.0,85.6,3.0,0.6,30.0,False,False,True,False,True,False,False,False,False
82.5,82.9,177.0,63.9,2.1,0.3,14.4,False,True,False,False,False,True,False,False,False
62.7,66.4,201.0,68.4,2.5,0.3,41.6,True,False,False,False,False,False,True,False,False
71.6,73.1,181.0,77.1,2.5,0.9,12.0,False,True,False,False,False,True,False,False,False
77.1,78.4,167.0,54.4,4.0,4.8,10.0,False,True,False,False,False,True,False,False,False
86.4,88.5,183.0,52.6,1.7,0.7,48.8,True,False,False,False,False,True,False,False,False
77.9,78.8,182.0,70.7,1.2,4.5,38.4,False,True,False,False,True,False,False,False,False
77.8,78.2,176.0,96.7,5.3,0.8,24.8,False,False,False,True,False,False,False,True,False
84.6,83.5,177.0,68.7,1.6,0.2,14.0,False,True,False,False,True,False,False,False,False
85.1,88.8,163.0,117.6,1.1,0.4,49.2,False,False,False,True,True,False,False,False,False
63.1,66.0,178.0,83.5,2.1,0.5,34.8,False,False,True,False,False,False,False,True,False
96.4,98.5,172.0,112.1,2.4,2.2,33.2,False,False,False,True,True,False,False,False,False
77.6,78.4,205.0,99.0,2.2,5.0,42.0,False,True,False,False,True,False,False,False,False
73.1,79.6,174.0,100.9,1.6,0.3,24.8,False,False,False,True,False,False,False,True,False
65.9,66.0,185.0,63.4,2.2,2.1,10.0,False,True,False,False,False,True,False,False,False
77.6,76.8,196.0,81.8,2.3,0.5,19.2,False,True,False,False,True,False,False,False,False
80.3,80.9,180.0,107.9,3.2,0.8,24.8,False,False,False,True,True,False,False,False,False
95.5,96.4,205.0,71.1,1.7,2.0,17.2,True,False,False,False,False,True,False,False,False
97.4,98.8,198.0,78.7,2.3,0.8,26.0,False,True,False,False,False,False,False,True,False
69.6,71.2,192.0,89.7,2.8,5.2,27.6,False,True,False,False,True,False,False,False,False
87.1,87.4,182.0,99.2,2.3,5.7,12.8,False,False,True,False,True,False,False,False,False
77.1,77.3,186.0,87.6,1.1,3.7,28.8,False,False,True,False,True,False,False,False,False
69.2,73.6,194.0,108.2,1.2,4.7,14.8,False,False,True,False,False,False,False,False,True
83.6,80.9,207.0,63.1,3.9,0.6,17.6,True,False,False,False,True,False,False,False,False
68.6,64.6,174.0,74.4,5.4,0.5,11.2,False,True,False,False,False,False,False,False,False
99.4,102.1,195.0,157.7,2.1,0.6,30.8,False,False,False,True,False,True,False,False,False
95.8,95.0,179.0,58.6,2.5,1.6,19.2,True,False,False,False,False,True,False,False,False
74.9,79.7,200.0,60.9,0.4,4.6,26.8,True,False,False,False,False,True,False,False,False
91.1,90.5,186.0,84.8,2.5,1.4,19.6,False,True,False,False,True,False,False,False,False
86.8,84.8,198.0,88.4,4.5,0.2,26.8,False,True,False,False,True,False,False,False,False
72.2,78.6,193.0,89.4,1.5,1.7,20.0,False,True,False,False,False,False,False,True,False
91.7,91.0,191.0,76.5,1.4,0.6,22.4,False,True,False,False,True,False,False,False,False
67.9,67.3,194.0,81.3,2.4,0.3,26.8,False,True,False,False,True,False,False,False,False
79.0,80.0,190.0,109.0,3.0,0.4,43.6,False,False,False,True,False,True,False,False,False
86.8,91.0,171.0,133.8,2.1,0.3,26.4,False,False,False,True,False,False,True,False,False
63.8,71.3,162.0,153.8,1.7,0.4,10.4,False,False,False,True,False,False,True,False,False
92.2,88.8,178.0,62.6,4.5,0.7,18.0,False,True,False,False,False,False,False,False,False
77.5,81.5,185.0,152.4,1.3,5.0,17.2,False,False,False,True,True,False,False,False,False
80.5,80.9,183.0,103.3,1.8,0.3,4.0,False,False,False,True,False,True,False,False,False
80.8,84.5,199.0,92.2,2.5,4.7,3.6,False,True,False,False,False,False,True,False,False
85.8,86.8,183.0,161.7,3.3,1.0,18.8,False,False,False,True,True,False,False,False,False
65.6,69.2,175.0,52.0,2.7,0.5,33.6,True,False,False,False,False,False,False,False,True
77.3,77.3,158.0,88.8,1.5,1.2,29.6,False,False,False,True,False,False,False,False,False
74.7,82.4,169.0,128.4,0.5,3.8,33.2,False,False,False,True,False,False,False,True,False
99.2,99.1,185.0,76.3,2.3,5.1,21.2,False,True,False,False,True,False,False,False,False
76.8,79.9,165.0,105.5,1.6,0.6,31.2,False,False,False,True,False,True,False,False,False
84.3,86.8,197.0,110.7,0.1,6.0,14.4,False,False,True,False,True,False,False,False,False
77.1,79.1,193.0,100.2,2.3,1.5,18.8,False,False,True,False,False,False,True,False,False
87.9,89.1,192.0,80.7,0.3,4.8,21.6,False,True,False,False,False,True,False,False,False
73.0,74.2,166.0,117.0,3.4,0.3,40.4,False,False,False,True,True,False,False,False,False
83.4,88.4,178.0,66.3,0.1,4.8,18.8,False,True,False,False,False,False,False,True,False
73.6,72.8,208.0,65.4,2.5,0.9,14.8,True,False,False,False,False,True,False,False,False
80.0,86.9,196.0,82.0,2.4,1.0,36.8,False,True,False,False,False,False,False,True,False
71.7,74.0,197.0,68.1,1.5,0.5,8.4,True,False,False,False,False,False,False,True,False
79.4,79.4,172.0,114.6,2.4,1.1,26.4,False,False,False,True,True,False,False,False,False
81.7,83.6,159.0,119.1,2.2,1.7,38.8,False,False,False,True,True,False,False,False,False
89.1,89.5,191.0,127.1,2.3,1.2,40.4,False,False,False,True,True,False,False,False,False
83.4,88.8,170.0,85.6,0.2,4.6,18.0,False,False,True,False,False,False,True,False,False
75.9,79.8,188.0,141.3,4.2,0.6,33.6,False,False,False,True,False,False,False,True,False
64.2,70.8,178.0,120.4,3.5,4.0,33.6,False,False,False,True,False,False,False,True,False
73.6,75.0,175.0,86.5,1.0,1.6,33.2,False,False,True,False,True,False,False,False,False
73.3,76.5,193.0,57.3,2.0,3.0,27.2,True,False,False,False,False,False,True,False,False
66.3,66.4,185.0,64.2,1.9,0.3,54.8,False,True,False,False,True,False,False,False,False
63.2,64.6,208.0,92.0,2.5,2.2,33.6,False,True,False,False,False,True,False,False,False
66.5,70.5,186.0,98.3,0.8,0.8,24.4,False,False,True,False,False,True,False,False,False
82.2,84.1,202.0,113.8,1.0,5.8,51.6,False,False,True,False,False,True,False,False,False
71.1,76.8,163.0,67.8,1.7,2.6,15.6,False,False,True,False,False,False,False,True,False
77.1,78.9,162.0,107.2,1.7,0.1,39.6,False,False,False,True,True,False,False,False,False
76.5,78.7,185.0,106.5,2.2,0.1,11.6,False,False,False,True,False,False,True,False,False
82.5,83.3,188.0,133.8,4.2,1.2,8.8,False,False,False,True,False,False,False,True,False
72.1,71.9,195.0,98.9,3.0,1.9,22.4,False,False,True,False,False,True,False,False,False
79.0,83.2,168.0,92.9,2.8,0.3,37.2,False,False,False,True,False,False,False,True,False
74.3,77.2,172.0,56.3,0.8,0.6,38.0,False,True,False,False,False,False,False,False,True
76.9,75.6,193.0,127.9,2.9,1.9,36.4,False,False,False,True,True,False,False,False,False
83.9,88.4,177.0,98.3,1.5,1.1,30.0,False,False,False,True,False,False,True,False,False
74.0,75.8,181.0,98.8,1.4,0.1,14.8,False,False,False,True,False,True,False,False,False
80.5,82.7,176.0,59.7,2.0,2.3,15.2,False,True,False,False,False,True,False,False,False
82.7,82.7,159.0,84.0,3.5,0.7,28.8,False,False,False,True,True,False,False,False,False
80.3,80.2,169.0,84.9,3.4,0.5,15.2,False,False,True,False,False,False,True,False,False
89.8,90.4,164.0,97.1,2.2,4.5,18.8,False,False,False,True,True,False,False,False,False
89.3,93.3,188.0,72.1,2.3,0.4,17.2,False,True,False,False,False,False,False,True,False
82.7,85.1,170.0,138.8,1.2,1.2,18.4,False,False,False,True,True,False,False,False,False
91.6,92.5,187.0,83.9,1.8,0.9,18.4,False,True,False,False,False,True,False,False,False
80.8,84.3,184.0,99.5,2.7,2.1,27.6,False,False,True,False,False,False,False,False,True
99.8,100.0,207.0,76.6,1.2,0.2,34.0,True,False,False,False,True,False,False,False,False
80.2,83.0,201.0,70.4,1.6,4.6,46.0,True,False,False,False,False,False,False,True,False
89.3,92.0,186.0,75.7,1.7,0.8,20.0,False,True,False,False,False,False,True,False,False
87.8,87.2,166.0,81.5,2.5,0.3,28.4,False,False,True,False,True,False,False,False,False
79.2,82.0,170.0,65.2,2.1,0.4,38.8,False,True,False,False,False,False,False,True,False
88.8,86.2,187.0,77.8,5.1,0.5,46.4,False,True,False,False,False,True,False,False,False
84.5,86.4,181.0,63.9,5.4,3.3,23.6,False,True,False,False,False,False,True,False,False
90.4,89.8,168.0,52.8,1.5,5.2,44.0,False,True,False,False,True,False,False,False,False
73.9,81.2,177.0,104.6,2.3,5.7,16.0,False,False,False,True,False,False,False,True,False
86.7,89.2,162.0,88.6,1.6,0.7,28.4,False,False,False,True,False,False,True,False,False
82.9,82.3,193.0,77.8,4.1,4.5,14.0,False,True,False,False,False,False,True,False,False
79.7,83.7,188.0,64.6,2.3,0.3,32.4,True,False,False,False,False,False,True,False,False
74.2,77.7,167.0,100.4,1.4,4.0,21.2,False,False,False,True,False,True,False,False,False
78.7,83.3,177.0,107.8,2.1,0.8,44.8,False,False,False,True,False,False,False,False,True
80.8,83.1,192.0,95.8,1.6,1.2,38.4,False,False,True,False,False,True,False,False,False
78.1,77.2,196.0,92.1,2.8,0.9,20.4,False,True,False,False,True,False,False,False,False
79.4,84.8,202.0,66.7,3.4,0.5,32.8,True,False,False,False,False,False,False,False,True
79.9,85.4,201.0,107.8,1.4,4.7,34.4,False,False,True,False,False,False,False,True,False
82.3,83.2,173.0,74.9,1.3,2.3,37.6,False,False,True,False,True,False,False,False,False
85.5,86.5,181.0,87.0,1.4,4.1,14.8,False,False,True,False,True,False,False,False,False
78.2,77.5,193.0,89.1,1.8,1.3,20.0,False,True,False,False,True,False,False,False,False
81.9,86.4,184.0,107.5,3.9,1.7,52.8,False,False,False,True,False,False,False,True,False
76.6,76.1,185.0,88.7,2.2,0.6,17.2,False,False,True,False,True,False,False,False,False
