lifespan,mass,exercise,alcohol,sugar,bmi under,bmi over,bmi obese,bmi morbid,smoking few,smoking some,smoking more,smoking alot,smoking most
72.5,63.8,2.0,5.7,40.8,True,False,False,False,False,True,False,False,False
77.7,91.6,3.1,0.9,23.6,False,False,True,False,False,False,True,False,False
87.4,85.1,2.5,1.3,34.4,False,True,False,False,False,True,False,False,False
76.1,61.3,2.0,1.4,15.2,True,False,False,False,False,False,False,True,False
97.7,88.9,3.3,0.5,22.0,False,False,False,True,True,False,False,False,False
73.8,87.8,1.2,0.5,22.4,False,False,True,False,False,False,True,False,False
93.2,73.1,2.4,4.5,18.8,False,False,True,False,True,False,False,False,False
84.1,109.7,5.0,0.2,37.2,False,False,False,True,True,False,False,False,False
85.7,107.1,3.6,0.8,14.0,False,False,True,False,True,False,False,False,False
81.8,69.5,3.4,5.2,28.0,False,True,False,False,False,False,True,False,False
87.7,59.9,1.7,1.4,15.2,False,True,False,False,True,False,False,False,False
77.1,112.0,3.2,4.3,14.4,False,False,False,True,False,False,True,False,False
86.6,113.5,2.5,1.3,30.4,False,False,True,False,False,False,True,False,False
80.8,86.8,0.2,1.4,10.0,False,False,True,False,False,False,True,False,False
84.0,104.1,4.9,5.0,42.0,False,False,True,False,True,False,False,False,False
83.6,59.2,1.7,5.8,17.6,False,True,False,False,False,True,False,False,False
89.4,102.2,2.1,1.9,33.2,False,False,False,True,True,False,False,False,False
84.8,60.0,2.2,2.0,22.4,True,False,False,False,False,True,False,False,False
82.1,69.5,2.5,1.8,9.2,False,True,False,False,False,False,False,True,False
82.5,95.7,0.8,0.2,20.4,False,False,True,False,True,False,False,False,False
75.2,102.6,0.8,3.9,28.4,False,True,False,False,True,False,False,False,False
74.4,66.1,2.0,2.6,42.4,True,False,False,False,False,False,False,False,True
100.4,60.6,2.3,0.9,18.8,True,False,False,False,False,True,False,False,False
77.3,119.6,4.9,0.3,27.6,False,False,False,True,False,False,False,True,False
67.2,158.0,1.9,1.8,26.8,False,False,False,True,False,False,True,False,False
95.4,112.9,3.5,0.7,31.2,False,False,False,True,False,False,True,False,False
100.3,78.2,4.3,2.6,10.0,False,False,True,False,False,False,True,False,False
76.1,88.8,3.4,1.2,28.0,False,False,False,True,False,True,False,False,False
76.4,86.1,4.2,5.0,40.8,False,True,False,False,False,True,False,False,False
78.4,66.9,1.2,2.5,48.4,False,True,False,False,False,True,False,False,False
65.6,56.0,2.8,3.3,23.6,True,False,False,False,True,False,False,False,False
72.9,153.9,3.0,4.4,10.8,False,False,False,True,False,False,True,False,False
90.5,51.5,3.0,5.2,33.2,False,True,False,False,True,False,False,False,False
84.1,79.0,1.9,0.4,14.4,False,False,True,False,False,False,False,True,False
85.1,93.0,2.3,0.7,9.6,False,False,False,True,False,True,False,False,False
79.5,95.4,2.8,1.1,34.4,False,False,True,False,True,False,False,False,False
78.3,103.0,2.5,2.0,14.4,False,False,True,False,False,True,False,False,False
76.4,68.4,1.9,4.8,21.2,False,False,True,False,False,True,False,False,False
79.6,65.2,1.9,0.8,12.0,False,True,False,False,True,False,False,False,False
84.9,102.9,1.5,2.5,18.0,False,True,False,False,False,False,False,False,False
84.2,82.7,1.7,5.0,40.8,False,True,False,False,True,False,False,False,False
81.9,58.2,1.7,5.3,7.6,True,False,False,False,False,False,False,True,False
77.1,103.2,2.2,0.1,35.2,False,False,False,True,False,False,True,False,False
69.3,64.7,2.0,3.8,38.8,False,True,False,False,False,False,True,False,False
82.1,120.1,5.0,0.7,23.6,False,False,True,False,True,False,False,False,False
69.1,145.9,1.9,3.5,37.6,False,False,False,True,True,False,False,False,False
70.5,104.6,1.6,0.2,18.8,False,False,True,False,False,False,False,False,True
73.9,115.6,2.6,4.1,25.6,False,False,False,True,False,False,False,True,False
61.4,98.9,4.0,5.4,18.4,False,False,True,False,False,False,True,False,False
77.5,117.4,2.3,0.2,26.4,False,False,False,True,False,False,True,False,False
86.4,81.4,1.2,5.2,24.8,False,False,True,False,False,True,False,False,False
82.1,74.4,5.0,0.5,36.0,True,False,False,False,False,True,False,False,False
83.7,135.3,0.9,4.8,27.2,False,False,False,True,False,False,False,False,True
81.5,78.1,3.1,3.0,15.2,False,True,False,False,False,False,False,True,False
88.0,145.1,1.6,3.9,24.0,False,False,False,True,False,False,False,True,False
84.1,61.4,3.1,0.4,14.0,True,False,False,False,True,False,False,False,False
70.8,83.5,1.8,4.4,30.8,False,False,True,False,False,False,True,False,False
78.5,132.1,1.0,0.8,17.2,False,False,False,True,False,True,False,False,False
83.7,90.3,3.8,1.8,34.4,False,False,True,False,False,False,True,False,False
71.7,115.0,2.2,4.7,21.2,False,False,False,True,False,True,False,False,False
82.2,72.6,3.7,0.8,8.4,False,True,False,False,True,False,False,False,False
80.1,56.4,4.1,5.4,38.4,True,False,False,False,True,False,False,False,False
78.5,111.6,2.3,0.8,14.4,False,False,False,True,True,False,False,False,False
71.6,77.9,3.0,4.0,47.6,False,True,False,False,True,False,False,False,False
92.2,120.0,0.2,0.7,34.0,False,False,False,True,True,False,False,False,False
85.2,88.2,3.2,1.1,13.2,False,False,False,True,False,False,True,False,False
81.5,76.5,5.1,0.6,38.8,False,False,True,False,False,False,False,False,True
74.0,85.7,1.1,4.9,31.6,False,False,False,True,False,False,False,True,False
76.1,96.6,4.1,4.2,12.8,False,False,False,True,True,False,False,False,False
77.5,112.7,4.5,2.8,34.0,False,False,False,True,True,False,False,False,False
66.3,110.8,1.0,1.1,28.0,False,False,True,False,False,False,False,False,True
85.7,76.0,2.4,0.3,41.2,False,True,False,False,False,False,False,True,False
75.6,56.5,1.6,1.4,10.0,True,False,False,False,False,False,True,False,False
92.8,77.3,2.7,1.4,12.4,False,True,False,False,False,False,True,False,False
71.3,122.7,2.4,5.3,10.0,False,False,False,True,True,False,False,False,False
80.7,90.3,3.1,4.5,29.2,False,True,False,False,False,False,False,True,False
80.3,88.4,1.6,2.8,28.8,False,True,False,False,False,True,False,False,False
79.2,89.6,1.6,5.0,16.4,False,False,True,False,False,False,True,False,False
67.3,115.7,1.4,4.2,18.0,False,False,False,True,False,False,True,False,False
99.6,64.6,1.9,2.7,32.4,True,False,False,False,False,False,True,False,False
88.1,85.6,2.3,0.8,12.0,False,False,True,False,False,False,False,True,False
85.1,65.0,2.8,2.9,20.4,False,True,False,False,False,False,True,False,False
79.8,98.7,2.7,4.4,35.2,False,False,False,True,False,True,False,False,False
64.0,125.1,1.5,2.9,21.2,False,False,False,True,True,False,False,False,False
88.9,85.4,2.3,3.2,31.6,False,True,False,False,True,False,False,False,False
93.8,72.8,3.7,1.1,16.8,False,True,False,False,False,True,False,False,False
73.4,139.7,1.5,3.0,22.0,False,False,False,True,True,False,False,False,False
91.1,105.7,3.0,1.7,24.8,False,False,False,True,False,False,False,False,True
83.2,52.7,1.6,0.3,9.6,True,False,False,False,True,False,False,False,False
83.0,67.0,3.2,5.0,13.6,True,False,False,False,False,False,False,False,True
69.8,97.3,2.2,1.2,42.8,False,False,False,True,False,True,False,False,False
90.6,102.3,2.5,0.5,13.2,False,False,True,False,False,False,True,False,False
87.4,84.3,1.0,0.2,28.4,False,True,False,False,False,False,True,False,False
87.2,84.2,0.7,1.8,29.2,False,True,False,False,False,False,True,False,False
85.9,108.4,0.9,1.4,21.6,False,False,False,True,False,False,True,False,False
64.4,57.8,1.5,0.4,37.2,True,False,False,False,False,True,False,False,False
79.8,52.8,4.8,0.7,28.0,False,True,False,False,True,False,False,False,False
77.7,115.1,3.1,0.3,34.0,False,False,False,True,True,False,False,False,False
69.1,71.9,3.4,0.4,37.6,False,True,False,False,False,False,False,False,False
89.4,52.1,3.4,5.2,39.6,True,False,False,False,True,False,False,False,False
89.4,55.2,1.7,6.0,26.4,True,False,False,False,True,False,False,False,False
80.9,141.5,1.9,0.3,12.0,False,False,False,True,False,True,False,False,False
93.6,112.6,0.8,4.3,41.6,False,False,False,True,False,True,False,False,False
83.5,58.1,1.2,1.6,26.0,True,False,False,False,False,False,False,True,False
85.5,86.9,0.6,1.2,19.2,False,True,False,False,True,False,False,False,False
76.1,55.4,3.8,4.8,31.2,False,True,False,False,False,False,False,False,True
101.6,62.6,3.8,0.7,28.4,False,True,False,False,False,False,True,False,False
70.8,104.1,0.4,0.8,26.4,False,False,True,False,False,False,False,True,False
77.9,137.5,2.3,0.5,36.4,False,False,False,True,True,False,False,False,False
81.0,53.4,1.2,0.8,33.6,True,False,False,False,False,False,True,False,False
69.3,74.5,2.0,1.1,52.8,False,True,False,False,True,False,False,False,False
78.2,97.6,1.0,2.2,12.8,False,False,True,False,False,False,False,True,False
70.5,65.7,1.7,4.2,38.8,False,True,False,False,False,False,False,False,True
69.1,66.7,0.1,0.7,34.0,False,True,False,False,False,False,True,False,False
83.7,59.4,1.8,0.5,26.8,True,False,False,False,False,True,False,False,False
72.9,161.3,1.6,1.7,27.2,False,False,False,True,False,False,True,False,False
86.6,75.9,3.1,1.4,25.6,True,False,False,False,False,False,True,False,False
81.4,104.7,2.1,4.4,14.8,False,False,True,False,False,False,False,True,False
86.5,141.0,1.3,1.3,21.2,False,False,False,True,True,False,False,False,False
78.3,88.0,2.4,5.1,40.4,False,True,False,False,False,False,False,False,False
81.7,75.7,4.8,1.2,13.6,False,False,True,False,False,False,True,False,False
90.9,108.7,3.5,0.8,11.2,False,False,False,True,True,False,False,False,False
92.1,104.0,3.3,0.6,6.0,False,False,False,True,False,True,False,False,False
88.7,83.2,5.0,5.1,35.6,False,False,True,False,False,False,True,False,False
84.7,50.7,1.3,4.8,11.6,True,False,False,False,True,False,False,False,False
89.5,112.9,2.3,4.5,39.6,False,False,False,True,True,False,False,False,False
69.5,123.9,1.5,5.9,28.4,False,False,True,False,False,False,True,False,False
74.1,92.8,3.7,4.8,22.0,False,False,True,False,False,False,False,False,True
81.2,98.4,1.0,5.7,23.6,False,True,False,False,False,True,False,False,False
77.7,136.1,2.8,0.3,27.2,False,False,False,True,False,False,False,False,True
75.6,81.4,2.0,0.2,38.0,False,True,False,False,False,False,True,False,False
95.6,57.3,3.5,0.7,15.2,False,True,False,False,False,True,False,False,False
89.2,124.4,2.5,5.2,24.4,False,False,False,True,True,False,False,False,False
81.2,61.4,2.3,4.5,16.0,False,True,False,False,False,True,False,False,False
93.6,79.5,4.8,3.6,26.8,False,True,False,False,True,False,False,False,False
94.3,84.9,1.4,1.7,19.2,False,True,False,False,True,False,False,False,False
76.7,107.9,1.9,0.4,37.2,False,False,False,True,False,False,False,True,False
79.4,98.9,1.8,5.2,36.8,False,True,False,False,True,False,False,False,False
85.6,83.9,2.0,5.0,6.8,False,False,True,False,True,False,False,False,False
89.1,62.5,2.1,0.8,7.6,True,False,False,False,True,False,False,False,False
82.8,112.6,1.6,1.1,14.4,False,False,True,False,True,False,False,False,False
72.3,82.2,3.6,5.5,19.2,False,False,True,False,False,False,True,False,False
66.2,96.6,2.2,0.6,20.0,False,False,False,True,False,False,True,False,False
75.7,135.2,1.3,2.2,20.4,False,False,False,True,True,False,False,False,False
87.8,90.0,3.5,2.4,20.8,False,False,False,True,False,True,False,False,False
85.4,114.4,4.1,0.3,6.8,False,False,False,True,True,False,False,False,False
78.0,119.4,1.3,4.3,31.6,False,False,False,True,False,False,True,False,False
83.8,70.2,0.5,0.0,18.4,False,True,False,False,False,False,True,False,False
75.0,129.6,0.6,1.6,12.4,False,False,False,True,False,False,True,False,False
73.8,70.5,1.3,2.7,33.6,False,True,False,False,False,False,False,False,True
81.5,70.7,0.4,4.0,31.2,False,False,True,False,False,False,False,True,False
74.2,103.1,1.5,2.8,8.4,False,False,False,True,False,False,False,True,False
86.9,160.6,2.2,4.1,24.0,False,False,False,True,True,False,False,False,False
92.6,90.8,1.1,0.4,18.4,False,True,False,False,False,False,False,True,False
76.6,98.7,2.0,3.7,23.6,False,False,False,True,True,False,False,False,False
74.9,62.2,1.1,0.9,9.6,True,False,False,False,True,False,False,False,False
80.2,95.0,4.5,2.3,24.0,False,True,False,False,False,False,True,False,False
79.1,121.2,2.4,0.9,20.0,False,False,False,True,False,False,False,False,True
91.6,74.6,1.5,3.8,27.6,False,True,False,False,False,False,True,False,False
86.6,101.6,1.9,2.5,31.2,False,False,False,True,False,True,False,False,False
88.9,154.3,2.2,5.2,9.6,False,False,False,True,False,False,False,True,False
90.5,124.4,3.0,0.1,18.4,False,False,False,True,True,False,False,False,False
86.1,68.8,2.0,1.2,28.4,False,True,False,False,True,False,False,False,False
76.7,126.5,2.4,0.2,22.4,False,False,False,True,False,False,True,False,False
66.4,57.1,2.6,2.8,38.0,False,True,False,False,False,False,False,True,False
90.1,63.6,3.3,0.5,13.6,True,False,False,False,True,False,False,False,False
75.9,60.8,2.0,4.2,18.0,False,True,False,False,False,False,False,True,False
87.2,72.3,2.1,1.7,22.0,False,True,False,False,False,True,False,False,False
74.3,55.7,1.0,0.8,30.4,True,False,False,False,False,False,False,True,False
79.6,98.2,2.3,5.9,8.0,False,False,True,False,False,False,False,False,True
87.1,57.9,1.5,2.0,42.0,True,False,False,False,True,False,False,False,False
68.5,115.6,3.6,1.1,30.4,False,False,True,False,False,False,False,True,False
63.5,156.3,3.4,1.5,16.0,False,False,False,True,True,False,False,False,False
77.1,149.0,1.4,1.2,19.2,False,False,False,True,True,False,False,False,False
78.7,103.3,1.4,0.9,15.6,False,False,True,False,True,False,False,False,False
74.6,67.4,0.7,3.7,3.2,False,True,False,False,False,False,False,True,False
89.2,123.5,1.9,1.3,41.2,False,False,True,False,False,True,False,False,False
89.5,109.7,2.8,1.4,32.8,False,False,False,True,False,True,False,False,False
68.8,58.3,4.1,0.8,26.0,True,False,False,False,False,False,False,False,True
81.2,112.0,5.1,1.7,11.2,False,False,False,True,False,False,True,False,False
82.4,128.8,1.2,0.4,30.8,False,False,False,True,False,False,False,True,False
82.6,89.5,5.5,1.1,21.2,False,False,True,False,False,False,True,False,False
84.2,75.5,3.3,0.5,24.8,False,False,True,False,False,False,False,True,False
74.6,89.0,3.1,3.2,16.8,False,True,False,False,False,False,True,False,False
75.4,68.8,1.6,0.7,29.2,False,True,False,False,False,False,True,False,False
89.8,54.9,3.3,3.8,24.8,True,False,False,False,False,False,False,True,False
74.8,108.9,0.5,0.3,24.4,False,False,False,True,False,False,True,False,False
82.9,111.5,1.2,3.9,18.4,False,False,False,True,True,False,False,False,False
79.8,72.3,0.6,0.4,36.4,False,False,True,False,False,False,True,False,False
77.0,75.8,0.4,5.3,28.8,False,True,False,False,False,False,False,False,True
68.8,138.7,3.1,6.0,38.8,False,False,False,True,False,True,False,False,False
80.1,60.2,1.1,1.8,30.4,False,True,False,False,False,True,False,False,False
80.6,76.7,3.9,1.0,28.4,False,True,False,False,False,False,False,False,True
72.1,51.5,2.5,2.1,13.6,True,False,False,False,False,False,False,True,False
78.2,55.4,4.0,0.9,29.6,True,False,False,False,True,False,False,False,False
93.0,55.3,2.8,0.7,34.4,True,False,False,False,True,False,False,False,False
89.3,94.2,2.2,0.9,17.6,False,False,False,True,True,False,False,False,False
87.5,57.5,3.1,4.9,37.2,True,False,False,False,False,False,False,True,False
70.6,55.6,1.7,0.5,46.4,True,False,False,False,False,False,True,False,False
78.5,73.4,3.2,3.7,31.6,False,True,False,False,True,False,False,False,False
76.6,99.7,3.4,0.4,27.2,False,False,False,True,True,False,False,False,False
84.2,69.2,4.3,5.1,16.0,False,False,True,False,True,False,False,False,False
72.3,103.6,4.7,1.3,34.8,False,False,True,False,False,False,False,True,False
80.0,103.8,1.7,4.5,8.0,False,False,False,True,False,True,False,False,False
77.0,119.7,4.6,1.0,33.2,False,False,False,True,False,True,False,False,False
83.5,69.9,3.3,4.2,50.0,False,True,False,False,False,False,False,False,True
75.2,59.7,1.4,0.2,27.6,False,True,False,False,False,False,False,False,True
83.4,112.0,1.8,0.7,13.6,False,False,False,True,True,False,False,False,False
78.1,123.5,1.5,0.9,8.0,False,False,False,True,False,False,True,False,False
79.4,73.2,2.7,0.7,35.2,False,True,False,False,False,True,False,False,False
82.5,71.8,2.2,1.8,33.6,True,False,False,False,False,True,False,False,False
80.1,70.9,2.6,0.9,4.8,True,False,False,False,False,True,False,False,False
77.6,96.7,0.4,3.6,9.2,False,False,True,False,True,False,False,False,False
71.7,79.1,1.1,1.8,33.6,True,False,False,False,False,True,False,False,False
72.8,125.9,1.5,0.9,34.4,False,False,False,True,True,False,False,False,False
85.4,54.0,0.1,0.7,11.6,True,False,False,False,True,False,False,False,False
89.0,67.5,1.4,1.0,30.4,False,True,False,False,False,False,True,False,False
71.6,80.0,2.9,5.8,42.8,False,False,False,True,False,True,False,False,False
81.5,85.5,1.8,0.9,31.6,False,True,False,False,False,False,True,False,False
82.6,92.9,0.1,1.5,20.8,False,False,True,False,False,False,False,False,True
81.0,51.5,1.9,0.6,29.2,True,False,False,False,False,False,True,False,False
73.8,99.2,0.7,0.6,15.2,False,False,False,True,False,False,True,False,False
79.1,99.2,1.0,5.1,38.4,False,False,False,True,True,False,False,False,False
72.7,104.9,1.7,0.9,14.4,False,False,True,False,False,False,True,False,False
75.3,86.5,1.8,5.8,30.4,False,False,True,False,False,True,False,False,False
74.8,57.1,1.7,4.8,16.0,True,False,False,False,False,False,False,False,True
86.6,66.8,3.2,0.9,40.4,False,True,False,False,False,False,False,True,False
77.8,94.0,2.0,2.7,23.6,False,False,False,True,False,False,False,True,False
74.3,87.9,1.5,3.3,26.4,False,False,True,False,False,False,False,False,True
74.4,113.9,1.9,2.9,30.4,False,False,False,True,True,False,False,False,False
78.8,80.0,3.1,4.6,19.2,False,True,False,False,False,False,False,True,False
78.2,54.6,0.9,3.8,26.8,True,False,False,False,True,False,False,False,False
76.7,59.4,0.4,3.3,16.4,True,False,False,False,False,False,False,True,False
81.7,106.5,2.3,4.2,17.2,False,False,True,False,True,False,False,False,False
69.2,135.2,0.6,2.8,17.2,False,False,False,True,False,False,True,False,False
78.6,52.3,3.7,4.5,15.6,True,False,False,False,True,False,False,False,False
83.8,87.9,3.1,1.1,9.6,False,False,True,False,False,False,False,True,False
82.0,116.9,2.3,0.5,30.8,False,False,True,False,False,False,False,False,True
74.9,79.0,2.0,4.9,27.6,False,True,False,False,False,False,False,False,False
81.4,95.9,3.7,1.4,46.0,False,True,False,False,False,False,False,True,False
86.9,80.1,4.9,5.1,24.4,False,True,False,False,False,False,True,False,False
94.8,100.0,3.5,1.8,10.8,False,False,True,False,False,False,False,False,False
89.0,78.7,4.6,0.6,16.0,False,True,False,False,False,True,False,False,False
66.6,76.9,1.7,0.6,35.6,False,True,False,False,False,False,False,False,True
86.5,60.8,0.7,0.4,22.0,False,True,False,False,True,False,False,False,False
73.1,73.4,0.4,4.1,24.0,False,True,False,False,False,True,False,False,False
74.1,62.8,0.6,4.1,28.8,True,False,False,False,False,True,False,False,False
80.9,76.3,2.2,4.2,18.0,False,True,False,False,False,False,False,True,False
71.2,86.0,1.4,1.6,36.8,False,True,False,False,False,False,False,True,False
77.9,80.1,3.0,1.0,29.2,False,False,True,False,False,False,True,False,False
103.5,64.4,3.0,1.8,19.2,False,True,False,False,True,False,False,False,False
89.3,66.2,1.7,3.4,46.4,True,False,False,False,True,False,False,False,False
73.4,58.3,2.7,0.2,13.6,True,False,False,False,False,False,False,True,False
98.9,102.1,3.3,0.7,27.2,False,False,True,False,False,False,False,True,False
86.0,108.2,2.8,0.9,38.0,False,False,False,True,False,False,False,True,False
72.4,67.5,2.6,3.1,24.0,True,False,False,False,True,False,False,False,False
78.8,66.5,3.1,4.2,22.4,True,False,False,False,False,False,True,False,False
81.6,54.2,2.9,0.4,34.8,True,False,False,False,False,True,False,False,False
73.5,83.9,3.1,4.0,44.8,False,False,True,False,False,True,False,False,False
72.1,135.6,3.0,5.8,19.2,False,False,False,True,False,False,False,True,False
75.8,70.4,2.0,2.3,43.6,False,True,False,False,False,True,False,False,False
78.9,110.4,0.3,5.6,31.2,False,False,True,False,True,False,False,False,False
85.1,91.0,2.2,0.5,18.0,False,False,False,True,True,False,False,False,False
77.8,73.0,1.2,0.3,19.6,True,False,False,False,False,False,False,False,True
89.3,108.2,2.4,5.3,31.6,False,False,False,True,True,False,False,False,False
80.8,56.7,1.7,3.9,19.2,True,False,False,False,False,False,False,True,False
86.8,112.7,4.6,0.3,8.0,False,False,False,True,True,False,False,False,False
86.4,63.3,1.7,0.7,44.0,False,True,False,False,True,False,False,False,False
86.8,82.3,0.8,4.4,20.0,False,False,True,False,False,True,False,False,False
84.4,76.8,3.6,1.7,51.2,False,False,True,False,False,True,False,False,False
79.6,105.4,2.4,4.1,26.0,False,False,False,True,True,False,False,False,False
83.9,59.4,3.6,0.5,32.4,False,True,False,False,True,False,False,False,False
73.3,73.3,4.1,0.7,43.6,False,True,False,False,False,False,True,False,False
88.1,107.7,2.5,0.3,29.2,False,False,False,True,False,False,False,False,True
75.6,109.3,1.4,0.6,19.6,False,False,True,False,False,True,False,False,False
88.2,98.0,3.3,0.4,36.4,False,False,False,True,False,False,False,False,True
71.8,111.8,3.5,5.7,33.6,False,False,False,True,True,False,False,False,False
75.6,74.7,4.2,1.0,35.2,False,True,False,False,True,False,False,False,False
80.5,102.3,2.6,1.4,11.6,False,False,True,False,False,False,True,False,False
74.0,146.9,4.8,3.0,36.0,False,False,False,True,False,False,False,True,False
76.7,65.1,2.1,1.8,27.2,False,True,False,False,True,False,False,False,False
91.3,154.2,2.6,0.0,19.6,False,False,False,True,False,True,False,False,False
66.0,95.1,2.7,5.1,45.6,False,False,False,True,False,False,False,True,False
75.9,105.0,1.6,0.5,23.6,False,False,False,True,False,False,False,True,False
81.0,62.1,3.5,3.4,18.8,False,True,False,False,False,False,False,False,True
68.9,96.7,5.3,0.8,25.6,False,True,False,False,False,False,False,True,False
72.5,68.0,1.1,4.0,29.6,True,False,False,False,False,False,True,False,False
95.4,56.1,3.3,4.2,43.2,True,False,False,False,False,False,False,True,False
85.7,90.8,2.1,1.8,32.4,False,False,False,True,False,False,True,False,False
79.8,138.9,2.0,4.1,24.8,False,False,False,True,True,False,False,False,False
86.6,124.1,2.4,0.5,23.2,False,False,False,True,True,False,False,False,False
69.5,115.7,2.3,4.4,29.6,False,False,False,True,True,False,False,False,False
95.0,92.1,1.6,3.7,30.4,False,True,False,False,False,False,True,False,False
82.2,101.9,0.7,0.4,20.8,False,False,True,False,False,False,False,False,True
93.6,102.5,4.4,4.3,21.2,False,False,True,False,False,False,False,False,True
77.9,59.9,1.6,0.7,12.0,True,False,False,False,False,False,True,False,False
71.3,88.8,1.0,4.6,27.2,False,False,True,False,True,False,False,False,False
77.6,71.9,0.6,0.4,27.6,False,True,False,False,False,False,False,True,False
74.1,88.7,4.4,0.2,22.4,False,False,True,False,False,False,False,True,False
80.8,90.0,0.4,2.3,24.8,False,False,True,False,False,True,False,False,False
87.1,93.9,1.5,2.5,26.0,False,False,True,False,False,True,False,False,False
87.7,83.8,1.7,5.5,24.8,False,False,True,False,False,True,False,False,False
72.9,146.3,1.5,0.6,16.0,False,False,False,True,False,True,False,False,False
83.6,65.1,1.8,0.3,26.4,False,True,False,False,False,True,False,False,False
80.1,85.1,0.8,0.1,21.6,False,False,True,False,False,False,True,False,False
86.1,80.6,2.9,1.0,22.0,False,True,False,False,False,False,False,True,False
78.2,65.7,2.0,2.3,45.2,False,True,False,False,False,False,True,False,False
91.2,115.1,3.0,0.3,40.4,False,False,True,False,False,False,False,False,True
95.3,111.4,3.6,4.5,30.4,False,False,False,True,False,True,False,False,False
80.2,106.1,2.1,0.1,32.4,False,False,True,False,False,False,True,False,False
80.2,133.6,3.9,3.5,36.8,False,False,False,True,False,True,False,False,False
73.5,89.1,3.9,5.2,27.6,False,False,False,True,False,False,True,False,False
80.8,50.5,2.5,1.0,24.0,True,False,False,False,False,False,True,False,False
86.3,89.6,3.1,5.6,18.8,False,False,True,False,False,False,False,False,False
77.9,92.5,1.7,4.1,32.8,False,False,True,False,False,False,False,False,True
91.6,77.0,1.3,0.5,29.6,False,True,False,False,False,False,False,True,False
76.4,133.3,1.8,2.1,29.2,False,False,False,True,False,False,False,False,True
78.2,82.0,4.1,0.9,6.8,False,False,True,False,False,False,False,True,False
81.0,92.4,1.4,0.5,33.6,False,False,False,True,True,False,False,False,False
73.6,114.8,2.2,0.3,46.8,False,False,False,True,False,False,False,True,False
91.3,64.7,2.5,1.9,14.8,False,True,False,False,False,False,True,False,False
79.6,115.9,1.3,4.0,20.0,False,False,False,True,False,False,False,True,False
83.4,109.5,5.0,0.6,31.2,False,False,True,False,False,False,False,False,True
73.1,72.8,3.9,4.2,17.2,False,True,False,False,False,True,False,False,False
73.9,56.8,1.8,2.6,9.2,False,True,False,False,False,False,False,False,True
86.0,139.7,1.8,1.3,44.8,False,False,False,True,True,False,False,False,False
80.8,104.1,1.2,2.0,13.2,False,False,False,True,False,True,False,False,False
73.5,123.8,1.6,5.2,47.2,False,False,False,True,False,False,False,False,True
78.3,71.5,3.6,1.4,44.8,True,False,False,False,False,True,False,False,False
78.4,60.8,0.9,0.5,29.2,True,False,False,False,False,False,True,False,False
79.4,87.9,3.6,3.9,33.2,False,True,False,False,False,True,False,False,False
83.2,83.1,2.9,0.4,32.4,False,True,False,False,False,False,True,False,False
86.2,51.9,1.7,2.3,14.8,True,False,False,False,True,False,False,False,False
82.6,113.9,3.9,3.4,44.8,False,False,False,True,True,False,False,False,False
84.0,93.8,3.0,1.4,17.2,False,True,False,False,False,True,False,False,False
67.0,133.9,1.8,0.4,40.8,False,False,False,True,False,False,False,False,True
72.5,81.4,2.2,4.6,24.4,False,False,True,False,False,False,False,False,True
73.7,76.0,4.3,3.8,12.8,False,True,False,False,False,False,True,False,False
78.8,134.8,1.9,3.9,36.0,False,False,False,True,False,False,True,False,False
90.0,90.7,4.6,0.6,34.8,False,True,False,False,True,False,False,False,False
72.2,56.9,4.6,3.4,32.0,True,False,False,False,True,False,False,False,False
83.2,112.1,3.1,2.4,27.6,False,False,False,True,False,False,True,False,False
91.3,126.9,3.3,4.3,18.8,False,False,False,True,True,False,False,False,False
75.1,53.3,1.1,2.2,37.6,True,False,False,False,False,False,True,False,False
86.1,76.7,3.2,3.3,30.4,False,True,False,False,False,False,False,True,False
75.3,82.5,3.0,2.0,22.4,False,False,True,False,False,False,False,True,False
72.6,99.6,1.3,0.6,23.6,False,False,False,True,False,False,False,False,True
70.2,74.7,1.8,4.3,18.0,False,False,True,False,False,False,False,True,False
71.3,87.7,3.6,0.6,26.8,False,True,False,False,False,False,True,False,False
94.3,132.9,2.3,0.4,21.6,False,False,False,True,False,True,False,False,False
79.4,131.4,1.3,2.3,27.2,False,False,False,True,False,True,False,False,False
67.6,78.6,3.3,0.5,20.0,False,True,False,False,False,False,False,True,False
81.1,65.1,2.6,5.3,36.8,True,False,False,False,False,False,True,False,False
79.2,65.9,4.1,4.8,21.6,False,False,True,False,True,False,False,False,False
73.7,52.5,1.5,3.8,14.8,True,False,False,False,False,False,True,False,False
77.5,152.8,2.2,2.5,28.8,False,False,False,True,False,True,False,False,False
63.2,84.6,2.8,0.1,20.0,False,True,False,False,False,False,True,False,False
88.8,79.6,1.8,0.3,30.4,False,True,False,False,False,True,False,False,False
63.9,85.0,2.7,5.5,28.8,False,True,False,False,False,False,False,False,True
81.3,74.0,2.3,3.6,30.0,False,False,True,False,False,True,False,False,False
84.4,88.2,2.0,5.9,31.6,False,False,False,True,True,False,False,False,False
69.4,114.1,3.0,1.2,14.8,False,False,False,True,False,True,False,False,False
83.9,77.2,1.2,1.2,32.8,False,True,False,False,True,False,False,False,False
85.7,83.3,1.5,0.4,8.8,False,False,False,True,False,False,False,True,False
90.0,128.0,2.4,0.5,30.4,False,False,False,True,False,True,False,False,False
81.0,106.1,1.3,1.2,30.8,False,False,True,False,True,False,False,False,False
