dif_lifespan,mass,exercise,smoking,alcohol,sugar
1.1000000000000085,65.7,1.7,0.2,0.9,24.0
0.29999999999999716,120.9,4.8,12.7,0.1,37.6
-1.1999999999999886,104.6,1.2,0.3,4.1,36.0
-7.900000000000006,161.3,2.7,19.1,0.8,22.4
-13.0,159.0,0.2,20.8,5.2,30.0
-6.1000000000000085,102.9,0.6,19.7,0.7,27.6
0.30000000000001137,67.3,2.9,3.3,3.8,19.2
-1.5999999999999943,53.5,2.4,8.5,0.6,30.0
-1.7999999999999972,78.6,1.5,10.5,0.2,33.6
-5.699999999999989,141.0,1.0,9.2,5.7,30.0
-4.1000000000000085,116.3,5.4,17.2,2.2,32.8
-3.299999999999997,81.5,2.9,20.9,0.8,18.8
-2.299999999999997,68.4,2.9,8.5,5.0,9.6
-1.0,102.4,4.0,7.5,1.4,17.2
0.6000000000000085,79.3,3.3,0.1,4.1,14.0
-1.7999999999999972,109.1,1.4,0.2,4.8,36.8
-1.0,136.8,3.6,4.2,0.5,44.0
-0.20000000000000284,64.7,1.7,5.5,0.5,7.6
0.8000000000000114,67.2,2.0,1.1,1.8,25.6
-6.400000000000006,103.7,1.6,18.2,0.3,13.2
1.2000000000000028,61.7,2.4,1.1,1.2,18.8
-3.0999999999999943,92.7,1.9,13.8,0.9,12.4
-0.7000000000000028,127.6,4.0,9.8,0.7,14.4
0.6999999999999886,82.7,2.7,1.5,0.8,9.6
-2.299999999999997,98.2,4.3,13.9,1.8,28.4
-2.5,97.9,1.8,11.3,1.1,32.4
-2.5,86.7,0.5,6.9,3.2,39.2
-5.0,70.2,1.0,21.0,2.1,26.8
-1.3999999999999915,83.2,2.2,7.9,1.7,32.4
2.0999999999999943,95.2,4.9,5.8,0.5,15.6
-2.700000000000003,59.7,3.0,17.3,0.5,30.4
-0.20000000000000284,76.0,3.7,6.3,0.5,26.8
-3.799999999999997,132.3,1.5,18.5,1.1,27.2
2.0999999999999943,92.7,4.4,4.5,1.8,19.6
-2.0999999999999943,99.8,1.1,0.6,5.3,25.6
-5.200000000000003,108.6,1.2,13.6,0.6,20.4
-2.5999999999999943,95.3,1.9,7.6,2.4,25.6
-1.6999999999999886,133.0,0.5,0.3,4.0,13.6
-1.1999999999999886,84.4,1.4,3.1,1.1,19.2
-4.300000000000011,68.3,1.1,15.8,1.9,38.8
-0.7000000000000028,73.4,3.9,6.3,3.2,21.2
-2.8000000000000114,105.2,5.1,16.7,4.0,27.6
-1.0999999999999943,94.7,1.6,5.2,1.4,26.8
0.10000000000000853,59.4,1.6,1.1,2.9,31.6
0.5,99.5,2.5,4.0,0.5,24.4
-3.0,99.0,2.4,13.4,0.7,25.2
-2.8000000000000114,95.6,1.4,9.0,3.5,16.4
1.0,95.2,1.5,0.1,1.7,25.2
-4.799999999999997,55.0,0.5,12.5,5.1,41.2
-2.200000000000003,67.6,3.8,10.9,0.4,18.4
-0.6000000000000085,63.1,0.7,3.3,2.0,9.2
-0.5999999999999943,61.5,2.1,2.5,5.8,44.4
-3.8999999999999915,151.7,1.5,6.2,1.4,19.2
-2.0,111.1,3.5,17.3,0.3,28.0
-3.9000000000000057,60.9,2.7,19.0,2.0,21.6
1.2999999999999972,92.8,4.0,6.3,0.6,26.0
-3.5,57.4,1.8,10.8,5.3,43.6
-5.900000000000006,57.7,1.3,19.8,5.1,32.8
-1.9000000000000057,124.7,1.4,1.6,0.6,32.8
-6.099999999999994,85.1,2.6,19.8,5.3,53.6
-6.299999999999997,75.0,1.6,22.1,1.0,8.0
-0.20000000000000284,50.6,2.4,0.3,4.9,39.6
-3.200000000000003,73.7,2.8,13.3,2.4,18.0
0.3999999999999915,120.2,1.9,0.3,0.6,13.2
-2.4000000000000057,90.2,1.0,8.2,0.3,25.6
-3.9000000000000057,73.8,3.2,19.5,1.3,8.4
-2.5,60.7,3.9,16.1,4.9,24.8
-1.2000000000000028,82.4,1.7,0.3,5.2,28.8
0.9000000000000057,115.0,4.1,8.6,2.1,28.4
-4.799999999999997,115.5,0.7,17.3,4.2,34.4
2.3999999999999915,71.1,5.4,1.8,0.1,30.0
0.19999999999998863,85.6,2.2,1.0,4.7,25.2
-2.799999999999997,121.5,4.0,13.4,4.9,23.2
-4.699999999999989,159.1,1.4,6.0,2.9,22.0
-4.0,85.0,2.9,13.9,3.4,34.4
-0.29999999999999716,56.9,0.6,0.4,2.7,8.0
0.09999999999999432,53.4,0.9,0.2,0.8,24.8
-1.5,58.2,3.3,13.6,1.7,20.4
-3.1999999999999886,69.4,2.3,21.7,0.7,6.0
-2.200000000000003,84.6,1.8,5.1,5.2,46.4
-9.199999999999989,125.8,1.3,21.4,1.4,19.6
-0.7999999999999972,95.3,1.8,0.1,5.8,15.6
-3.0,62.4,2.3,21.8,4.5,37.6
-1.4000000000000057,111.0,3.0,8.0,0.5,24.4
-0.5999999999999943,102.0,3.2,8.6,0.9,27.6
-2.700000000000003,102.9,3.3,18.5,0.2,29.2
-0.20000000000000284,144.2,3.7,19.8,1.3,16.8
1.0,81.0,2.0,0.3,0.4,16.4
-1.4000000000000057,84.5,1.2,7.1,0.6,34.0
-0.9000000000000057,55.6,0.9,9.4,1.2,17.6
1.3000000000000114,91.0,2.3,0.4,2.6,20.8
0.6000000000000085,76.5,3.6,4.6,4.7,33.6
-1.2999999999999972,117.0,1.5,5.0,4.7,15.6
-3.200000000000003,105.7,3.0,17.8,0.6,7.2
2.5999999999999943,66.1,3.6,0.5,0.6,20.0
-1.2000000000000028,59.3,2.2,7.7,3.4,31.2
-6.299999999999997,140.9,3.3,16.7,4.0,42.4
-4.700000000000003,112.9,3.3,11.0,4.7,38.4
-3.200000000000003,56.9,1.4,10.5,0.1,10.8
-1.7999999999999972,115.5,3.9,5.5,1.6,29.2
-1.5,149.7,2.4,12.4,0.5,24.8
-6.3999999999999915,80.9,2.8,21.7,3.7,23.6
-0.7000000000000028,102.7,2.2,4.2,1.2,6.8
-5.3999999999999915,91.7,2.0,20.2,4.3,29.2
-4.1000000000000085,59.9,3.6,13.3,5.1,53.6
-3.1000000000000085,53.7,0.8,6.4,0.3,47.2
-2.5999999999999943,76.2,3.1,19.9,0.3,10.0
-2.700000000000003,64.6,1.4,19.4,1.2,24.4
-8.200000000000003,69.9,1.2,19.0,1.9,23.6
-5.799999999999997,157.3,2.1,14.0,4.5,15.2
-2.700000000000003,55.9,0.9,8.9,2.9,32.8
3.799999999999997,102.6,4.6,0.7,0.6,30.4
-7.0,142.2,1.1,22.2,1.8,10.8
-1.6999999999999886,76.8,2.4,12.5,0.5,35.6
1.4000000000000057,62.3,3.5,3.6,0.2,20.4
-5.5,53.4,2.1,22.0,4.6,6.4
-3.5,125.9,4.6,18.6,0.5,20.4
1.7000000000000028,63.4,3.8,0.5,4.9,14.4
0.0,60.7,1.2,0.2,1.0,28.8
-0.10000000000000853,84.8,1.8,5.7,1.3,7.6
-1.5,128.9,2.5,4.3,5.1,12.0
-2.8999999999999915,109.9,4.6,20.8,2.6,18.4
0.7000000000000028,91.8,4.2,1.3,4.1,14.4
-1.2000000000000028,117.7,4.1,7.1,4.0,31.6
-2.0,71.9,1.8,10.4,0.8,35.2
-4.5,54.0,2.6,17.5,1.0,22.8
-9.299999999999997,122.3,3.0,21.0,5.2,16.0
-5.3999999999999915,92.4,1.8,20.1,2.4,9.6
-6.400000000000006,85.5,1.7,16.0,4.9,36.8
-1.0999999999999943,101.6,1.9,3.0,4.9,10.8
-5.099999999999994,105.4,1.6,16.3,1.4,47.6
-0.29999999999999716,128.6,3.3,0.6,1.3,32.4
-1.5,64.2,0.5,5.5,0.4,14.4
-5.299999999999997,97.0,0.6,16.8,0.8,14.4
-1.7000000000000028,95.5,2.0,10.7,1.2,34.0
-1.7999999999999972,60.9,1.9,13.9,0.9,34.4
-5.0,128.8,2.1,17.8,4.1,16.0
-1.0,67.7,3.4,17.2,0.5,6.0
-3.1000000000000085,54.7,2.8,17.2,1.0,28.0
-1.5,96.1,3.8,20.4,1.2,14.4
-1.5,113.5,2.8,4.8,0.3,12.4
-3.3999999999999915,78.3,1.4,16.0,1.3,32.0
-2.5,124.8,2.3,6.9,0.6,26.0
-1.7999999999999972,89.8,1.4,9.7,0.6,7.6
-3.799999999999997,122.6,0.6,7.6,0.5,18.4
-2.700000000000003,82.4,3.4,13.8,0.9,37.2
-0.6000000000000085,62.0,3.2,7.0,1.9,24.8
-0.5,82.3,1.1,0.4,0.9,40.0
-3.5,71.1,0.9,13.1,0.7,20.8
-4.299999999999997,146.3,2.5,1.1,3.9,44.4
-5.099999999999994,77.3,1.6,19.1,1.4,24.8
-2.0,108.6,2.9,11.8,2.2,27.2
-2.3999999999999915,84.7,4.0,16.3,0.5,51.2
-0.5,80.9,2.3,6.4,1.2,20.0
-1.4000000000000057,94.4,1.5,3.8,1.8,26.8
-0.8999999999999915,105.6,0.9,4.4,4.8,31.2
2.0999999999999943,76.0,4.5,4.8,4.0,26.4
-5.5,113.3,1.4,15.6,5.0,14.8
-2.4000000000000057,116.4,1.3,8.5,5.6,26.8
-1.1000000000000085,107.7,1.2,0.3,0.7,30.8
-4.799999999999997,116.6,3.1,16.3,1.3,15.6
-3.799999999999997,84.3,1.8,16.7,4.4,35.2
-1.8000000000000114,122.4,1.2,3.8,1.2,13.2
-5.8999999999999915,121.2,0.8,18.8,0.7,15.6
-2.0,108.2,1.2,0.2,1.8,23.6
-4.599999999999994,110.4,2.5,15.3,2.7,33.6
-6.700000000000003,110.6,1.7,22.0,1.3,23.2
-3.0999999999999943,55.9,1.1,10.5,0.8,31.6
1.1000000000000085,125.7,3.6,0.2,3.9,16.4
-0.7999999999999972,86.9,1.6,2.9,1.8,34.0
-4.5,94.0,2.8,14.7,3.5,28.0
0.20000000000000284,60.9,3.4,2.2,4.6,41.6
1.9000000000000057,95.2,4.0,0.9,3.3,26.8
-2.3999999999999915,91.6,3.4,21.7,1.2,13.6
-3.6999999999999886,151.3,2.6,3.8,4.1,13.6
-2.3999999999999915,68.2,1.4,9.9,0.8,32.0
0.09999999999999432,90.8,3.5,3.2,1.2,37.2
-6.799999999999997,161.7,2.5,1.9,0.8,39.6
-1.8999999999999915,95.4,1.7,0.6,5.8,30.0
-4.299999999999997,116.6,3.5,21.2,4.6,17.2
-0.5,104.4,2.4,1.8,0.3,33.6
-1.0,65.8,3.0,10.7,0.2,29.2
0.5999999999999943,74.2,1.8,0.4,0.7,16.8
-5.5,133.8,1.7,20.4,1.7,31.2
0.30000000000001137,57.1,3.3,8.0,0.7,43.6
-1.1000000000000085,118.8,2.8,14.2,0.3,33.6
-4.299999999999997,109.9,2.4,19.5,0.3,48.0
-5.799999999999997,122.5,1.1,15.2,0.7,19.2
-5.5,102.8,1.7,15.5,4.3,16.4
-1.2000000000000028,71.9,3.2,3.8,5.1,37.6
-3.200000000000003,64.8,1.3,8.5,5.5,24.0
-1.3000000000000114,115.3,5.1,0.7,5.9,40.8
0.20000000000000284,113.0,4.2,4.4,2.6,22.0
-7.700000000000003,100.3,1.3,20.8,4.1,35.6
-8.099999999999994,101.1,0.5,20.2,0.3,25.2
-5.1000000000000085,81.4,4.2,22.0,5.2,31.6
-2.0,123.4,0.8,0.4,0.3,24.4
1.3999999999999915,88.5,2.6,0.8,0.4,18.4
-3.9000000000000057,102.1,2.3,15.8,1.4,12.0
-10.200000000000003,140.6,1.7,19.6,5.9,45.2
-2.5,68.2,1.0,6.7,1.8,38.4
-6.700000000000003,100.8,1.4,20.4,0.5,34.0
-2.5999999999999943,106.2,1.9,9.4,2.1,34.0
-2.5999999999999943,83.2,2.7,13.1,3.1,35.2
-3.0,102.9,4.0,16.4,4.4,12.4
-0.3999999999999915,57.9,3.8,5.9,4.6,30.8
-0.20000000000000284,78.2,2.8,5.7,3.4,21.2
-0.9000000000000057,163.5,2.7,2.8,1.0,22.8
0.20000000000000284,61.4,2.7,6.6,4.0,20.4
-1.5999999999999943,57.6,2.9,16.6,1.0,44.4
0.7000000000000028,123.7,1.9,0.0,0.5,30.0
-7.5,110.9,1.6,21.3,0.4,21.2
-6.799999999999997,144.0,1.0,14.9,0.6,34.0
-0.7000000000000028,56.1,1.4,14.0,4.4,18.8
-1.5,119.6,2.1,8.2,1.9,32.0
0.6000000000000085,74.8,4.5,2.4,1.1,51.2
-0.9000000000000057,118.6,1.8,2.4,0.3,22.8
-2.1000000000000085,75.5,3.4,14.5,0.4,38.0
-1.0,76.0,1.4,3.5,2.6,23.2
-0.4000000000000057,80.5,1.0,0.6,0.6,40.0
-0.6000000000000085,66.7,0.3,0.0,2.1,30.0
0.5,78.2,1.3,1.2,0.3,34.8
-2.3000000000000114,94.7,3.3,19.5,0.2,30.8
-5.700000000000003,85.6,1.1,13.0,3.1,42.8
-0.5,76.9,2.0,1.8,3.5,8.8
-2.299999999999997,108.2,4.3,11.9,4.2,15.2
-3.6000000000000085,78.4,1.7,7.2,4.6,24.4
-2.4000000000000057,112.9,4.3,18.3,1.4,25.6
-1.3999999999999915,75.1,0.5,4.5,1.5,11.2
-4.5,60.7,1.9,11.3,5.7,26.8
1.5,52.6,1.9,0.4,0.9,10.8
-3.5999999999999943,102.0,3.9,14.2,0.3,30.0
-3.200000000000003,56.3,3.7,20.9,2.8,11.6
-0.7999999999999972,69.5,2.6,13.4,0.4,33.2
0.09999999999999432,117.8,3.8,0.6,5.0,20.4
1.5999999999999943,87.7,5.4,19.1,0.3,6.4
-0.7000000000000028,109.4,1.5,0.9,3.5,22.4
-3.5999999999999943,124.3,1.7,13.0,0.3,15.2
-2.200000000000003,52.4,1.2,6.0,2.5,22.8
1.0999999999999943,93.6,3.8,0.5,0.6,29.6
0.7000000000000028,73.5,1.9,0.3,4.4,21.2
-0.5999999999999943,75.5,3.0,9.7,0.6,33.2
1.7999999999999972,102.0,4.1,0.0,5.1,18.0
-2.700000000000003,57.9,3.6,9.2,0.6,24.4
0.0,88.0,1.5,0.1,3.5,15.2
-5.099999999999994,122.8,1.1,11.5,2.5,21.6
-2.8999999999999915,87.2,1.7,8.8,4.3,40.8
-2.6000000000000085,93.0,4.3,18.3,0.3,14.4
-4.3999999999999915,124.1,1.6,18.7,2.0,44.8
-1.0,79.4,4.2,12.7,0.5,26.0
-3.200000000000003,98.0,3.1,13.3,0.2,25.2
-6.299999999999997,113.1,1.9,19.1,4.6,36.8
-4.3999999999999915,63.9,1.6,19.7,0.4,10.8
-3.8999999999999915,140.3,2.7,11.3,1.8,31.6
-2.299999999999997,122.0,1.0,1.2,5.0,29.6
-8.299999999999997,67.9,1.4,20.2,1.6,43.6
-1.7000000000000028,107.8,2.4,6.0,2.5,36.0
-3.299999999999997,95.1,3.7,15.1,5.3,34.8
-7.399999999999999,93.9,0.8,19.5,0.5,38.8
-0.7999999999999972,120.6,1.5,0.7,2.4,21.2
-0.4000000000000057,132.1,1.4,0.7,1.1,16.4
0.7999999999999972,108.9,4.2,2.3,2.7,43.2
0.5999999999999943,116.6,4.2,5.9,0.8,31.2
-0.20000000000000284,78.5,1.8,0.1,1.0,25.2
-0.7999999999999972,57.9,2.3,6.0,1.2,37.6
1.4000000000000057,79.9,4.6,10.4,0.4,23.2
-3.700000000000003,60.2,1.8,8.4,3.7,44.0
1.6999999999999886,81.2,3.7,0.9,5.6,26.0
-3.200000000000003,130.6,1.0,6.4,0.9,26.4
-1.7000000000000028,65.7,2.8,12.4,2.7,28.8
-8.400000000000006,106.2,0.8,19.9,0.2,33.6
-1.5,58.0,3.3,8.1,5.2,15.2
-4.299999999999997,55.5,2.3,21.7,4.7,17.6
-0.29999999999999716,98.1,2.0,7.0,2.1,14.4
-4.200000000000003,91.7,4.5,20.3,1.2,40.0
-5.200000000000003,58.4,2.9,14.3,0.4,21.2
-1.0,92.8,2.6,11.2,5.0,17.6
0.5999999999999943,79.0,3.6,5.3,0.8,30.8
-0.29999999999999716,84.4,0.4,0.0,1.1,10.8
-1.2999999999999972,89.6,1.6,3.2,3.4,40.0
-3.299999999999997,91.3,1.9,12.5,4.5,22.0
0.7999999999999972,84.6,2.1,0.0,0.8,26.8
-6.100000000000001,83.7,1.7,21.9,3.8,16.4
-1.9000000000000057,64.3,1.9,7.6,1.9,50.0
-4.199999999999989,140.0,3.8,13.6,5.1,22.0
-2.6000000000000085,101.7,3.1,20.9,1.5,22.0
-1.1000000000000085,108.0,1.2,0.9,3.2,17.2
-2.0,61.0,2.1,6.5,5.2,19.6
-2.0,96.5,5.3,15.4,0.8,29.2
-6.0,69.4,0.8,17.6,0.8,34.4
-2.9000000000000057,98.3,2.6,18.9,3.5,20.8
-2.5999999999999943,84.7,1.6,11.0,4.7,27.2
-2.0999999999999943,81.8,1.2,3.7,5.6,18.0
-0.8000000000000114,67.8,2.1,2.4,3.2,48.8
-4.3999999999999915,109.9,1.5,11.0,4.4,31.6
0.4000000000000057,104.7,2.0,1.6,0.8,18.8
-4.700000000000003,143.3,1.6,18.0,0.6,30.0
-1.9000000000000057,86.9,2.2,4.0,4.0,42.0
-2.0,83.7,2.8,7.2,4.2,26.4
-2.4000000000000057,74.2,2.1,13.0,4.0,10.8
-3.5999999999999943,96.1,1.6,17.2,5.7,16.4
1.4000000000000057,95.7,2.8,1.9,0.2,23.2
-4.0,92.0,1.1,20.8,5.5,26.0
1.3000000000000114,100.7,5.3,5.6,3.8,33.6
0.7000000000000028,58.0,3.5,1.0,4.2,23.6
-6.8999999999999915,129.0,2.0,15.6,0.8,15.6
-4.200000000000003,72.0,0.7,9.2,2.3,22.0
-1.3999999999999915,107.3,0.8,6.9,0.7,19.2
-0.7000000000000028,82.7,5.3,18.0,1.1,42.4
-3.5,136.2,2.1,10.9,4.7,25.2
-3.3999999999999986,74.8,1.9,18.8,0.7,24.4
-4.5,102.2,1.0,10.0,1.7,42.8
-0.5999999999999943,82.5,4.3,10.4,1.7,20.8
-1.3999999999999915,105.1,1.4,4.8,1.2,21.6
2.4000000000000057,123.5,3.7,0.1,0.5,29.6
-4.299999999999997,128.1,2.6,16.7,0.7,24.8
-2.0999999999999943,107.7,3.7,11.4,1.8,27.6
-6.400000000000006,65.2,2.3,19.0,0.2,50.8
-3.0,77.2,1.6,18.9,0.5,34.0
-4.099999999999994,89.5,3.1,17.6,4.1,25.2
-0.8999999999999915,135.4,2.9,0.3,0.2,20.0
-2.200000000000003,81.9,2.9,15.8,5.1,9.2
0.4000000000000057,70.6,1.9,3.8,2.8,9.6
-0.20000000000000284,77.5,2.8,17.0,2.6,12.4
-4.0,117.5,1.8,13.3,4.3,8.0
-4.1000000000000085,77.2,1.6,12.2,2.0,17.2
-0.9000000000000057,111.7,1.2,1.7,2.0,23.6
1.2000000000000028,123.3,4.0,0.1,5.9,28.8
-2.9000000000000057,67.5,1.7,16.1,1.2,35.6
-7.0,83.8,1.5,16.1,3.8,31.2
-3.700000000000003,84.9,1.9,8.7,4.9,21.2
-3.700000000000003,98.7,1.1,14.4,0.8,34.4
1.5999999999999943,80.7,4.3,0.1,0.4,21.2
-0.7999999999999972,95.5,2.2,6.0,0.6,32.8
-5.800000000000011,73.7,1.6,14.0,4.4,23.6
0.8999999999999915,75.8,2.8,1.0,1.3,44.4
-1.2999999999999972,89.8,1.5,2.9,0.9,45.6
-2.3999999999999915,65.0,2.8,19.3,1.1,34.0
-2.700000000000003,83.6,1.5,13.8,4.3,48.8
-2.5999999999999943,82.3,2.0,8.9,4.8,26.8
-3.0,92.3,1.7,9.2,5.8,25.6
-1.0999999999999943,78.8,1.8,6.6,2.6,30.4
-6.900000000000006,137.1,1.7,16.4,4.5,13.2
0.9000000000000057,73.9,4.6,12.8,0.5,33.2
-7.0,113.9,3.5,19.8,3.2,16.4
-1.2000000000000028,82.4,3.2,19.7,1.3,24.4
-0.7000000000000028,64.0,3.5,9.5,0.2,14.4
-2.799999999999997,74.9,1.1,6.3,4.2,28.0
-1.9000000000000057,74.9,1.3,14.9,2.5,45.2
-4.0,138.0,2.5,5.2,0.1,10.8
-14.699999999999996,158.9,0.1,21.7,4.9,34.4
-3.299999999999997,143.2,2.9,19.5,0.7,18.8
-4.099999999999994,112.8,1.9,12.3,4.9,40.4
1.4000000000000057,105.9,4.3,2.5,4.7,22.8
-1.0,93.2,1.6,9.5,2.5,23.6
0.0,54.7,3.8,3.3,1.2,21.2
-3.700000000000003,128.5,3.4,10.5,4.4,20.0
-0.7000000000000028,98.5,3.0,7.9,3.1,33.6
-1.3000000000000114,78.8,1.9,0.2,4.6,22.4
-3.700000000000003,132.4,2.7,15.4,0.2,19.6
1.2000000000000028,72.5,2.6,0.3,4.3,36.8
-4.200000000000003,95.1,1.0,18.3,4.4,19.2
-3.5,69.4,1.5,10.1,1.0,19.2
-1.9000000000000057,98.2,2.4,19.1,0.9,16.4
1.7999999999999972,74.8,2.6,1.8,1.0,19.2
-4.5,92.0,1.8,21.2,0.3,19.6
-1.7000000000000028,119.5,1.3,0.3,4.6,24.0
-0.3999999999999915,89.6,2.9,6.8,2.8,30.4
2.4000000000000057,66.2,4.8,0.9,1.8,44.4
-2.299999999999997,134.4,3.5,9.4,1.9,46.4
-6.599999999999994,129.7,2.1,17.4,4.9,24.0
0.0,56.6,3.2,5.3,1.6,22.0
-2.3000000000000114,94.5,4.2,22.1,3.9,38.8
-1.7999999999999972,67.6,0.1,4.5,0.8,26.0
-4.300000000000011,64.4,0.6,19.2,2.8,37.6
-3.299999999999997,51.9,1.3,15.3,3.2,36.8
1.0999999999999943,105.5,4.6,1.4,4.5,14.0
-9.300000000000011,163.1,4.5,19.3,2.9,22.8
-0.29999999999999716,84.5,0.9,0.7,1.3,16.8
-3.799999999999997,73.0,0.7,18.5,5.1,29.2
-2.5,134.1,1.6,5.5,1.8,27.6
-1.2999999999999972,80.0,2.3,5.9,0.8,12.0
2.700000000000003,65.2,3.9,0.8,1.6,32.0
-1.2000000000000028,81.1,3.7,11.7,2.7,45.2
2.1000000000000085,60.2,2.9,0.2,0.2,22.4
-1.4000000000000057,107.5,0.7,6.6,2.8,48.8
-4.900000000000006,101.3,0.2,18.6,5.4,25.6
-1.5,68.6,0.2,3.8,0.5,21.2
1.4000000000000057,135.6,3.6,0.2,2.1,18.8
-2.200000000000003,76.3,2.1,9.8,1.8,34.4
2.5,101.5,3.8,0.4,0.6,20.8
-1.3000000000000114,88.3,2.2,2.6,4.1,27.2
-5.8999999999999915,84.4,1.4,20.2,0.7,53.2
-1.4000000000000057,52.3,3.4,12.4,2.6,25.6
-0.7000000000000028,84.3,3.3,6.6,4.4,21.6
-3.799999999999997,81.2,2.7,19.2,5.2,17.2
-1.7000000000000028,64.6,4.4,10.0,0.0,30.0
-2.1999999999999886,86.1,1.7,16.5,0.4,19.6
-1.0999999999999943,100.7,2.8,16.8,0.0,8.8
-2.799999999999997,66.2,0.5,1.5,5.6,34.0
-2.4000000000000057,60.9,0.4,5.6,2.2,11.2
-3.6000000000000085,88.0,4.0,18.3,0.3,9.2
-4.0,80.9,1.3,21.4,0.3,21.2
-3.8999999999999915,93.1,1.4,15.2,0.4,20.0
0.09999999999999432,111.1,2.5,2.1,1.1,15.2
1.2000000000000028,59.5,1.7,0.3,0.4,13.6
2.3000000000000114,88.0,4.3,0.5,3.6,44.4
-5.0,92.6,2.7,13.6,6.0,46.4
-2.3999999999999915,53.1,1.4,8.7,0.4,41.2
-5.5,91.4,2.3,21.5,2.5,38.0
-0.5,125.5,2.6,5.1,1.3,20.0
-2.5,78.0,1.0,8.0,0.2,36.4
-1.3999999999999915,113.1,3.8,16.9,3.7,3.2
-3.8000000000000114,62.7,0.8,12.8,5.2,18.4
0.7999999999999972,121.4,4.4,2.3,4.0,22.8
1.2000000000000028,92.1,3.8,2.4,0.8,30.8
-4.5,143.2,3.4,11.7,1.6,24.4
-3.700000000000003,120.3,1.1,16.1,0.3,13.2
-3.0999999999999943,130.4,3.5,13.5,3.2,45.6
0.3999999999999915,115.9,5.2,7.7,5.3,6.0
0.5999999999999943,83.7,1.6,0.7,0.4,24.4
-6.800000000000004,156.7,2.6,18.5,5.2,20.8
-3.5999999999999943,60.6,2.2,13.7,5.4,28.0
-5.3999999999999915,84.6,2.5,17.9,3.5,45.2
-2.5999999999999943,58.9,1.3,8.0,4.1,25.6
-4.899999999999999,105.9,1.2,16.9,0.6,28.4
-0.30000000000001137,59.3,4.3,19.4,1.4,27.2
-4.0,105.9,3.9,10.8,4.0,44.8
-2.1000000000000085,50.9,3.2,18.8,0.1,26.4
0.4000000000000057,67.6,4.8,13.3,0.7,34.4
-4.3999999999999915,98.2,2.4,16.4,0.6,29.2
0.7000000000000028,87.3,2.0,2.2,0.6,17.2
-5.0,128.5,1.2,10.6,1.3,30.4
-3.0,159.6,1.1,2.0,2.0,40.8
-7.5,55.6,1.2,21.6,0.5,6.0
1.3999999999999915,100.1,5.4,16.0,0.6,10.8
-5.299999999999997,130.6,2.9,16.4,2.0,38.8
-1.5,52.6,1.8,7.6,1.0,31.6
-4.599999999999994,132.1,1.4,17.9,0.1,36.4
-4.5,136.0,1.7,12.4,5.8,46.8
-0.7999999999999972,99.1,2.8,6.9,4.3,28.0
1.8999999999999915,86.7,2.7,0.8,0.3,28.4
-2.200000000000003,97.6,1.4,17.2,0.7,29.2
0.4000000000000057,54.9,3.0,5.5,0.3,30.0
-4.799999999999997,94.4,4.5,16.4,5.1,23.6
1.8000000000000114,81.4,4.8,5.4,4.2,8.0
-3.3999999999999915,125.8,1.7,9.6,2.8,12.0
-5.0,95.7,3.9,21.9,0.2,23.6
-6.3999999999999915,79.1,1.1,19.7,4.8,29.2
-0.8000000000000114,69.4,1.5,4.1,2.2,14.8
-6.8999999999999915,51.0,0.8,21.5,2.1,31.6
-2.5,77.1,1.6,14.4,3.0,32.0
-0.8000000000000114,108.6,4.4,6.8,0.6,41.6
-0.8999999999999915,127.4,3.3,12.1,1.4,13.2
-0.20000000000000284,85.1,3.2,2.1,5.0,41.6
-0.29999999999999716,104.8,0.8,0.1,1.7,32.8
-0.5999999999999943,66.5,1.9,4.2,3.2,22.8
-2.0999999999999943,76.5,2.0,8.6,1.3,16.4
1.4000000000000057,106.0,4.3,0.7,2.2,12.0
-4.1000000000000085,80.9,4.6,20.2,0.5,22.4
-4.799999999999997,56.7,2.4,19.4,3.7,14.0
-2.0,55.4,0.8,7.0,2.3,5.2
-3.0,120.0,0.9,4.0,5.9,15.2
-0.5,108.6,3.3,2.0,4.5,19.2
1.1000000000000085,89.2,2.6,0.1,1.2,30.8
-3.1000000000000085,63.7,2.8,12.7,2.8,17.6
-4.500000000000007,130.1,2.3,14.2,0.2,14.4
-0.8999999999999915,114.4,2.7,7.1,1.3,9.6
-0.7000000000000028,66.3,1.2,3.1,2.7,22.8
-1.2000000000000028,94.5,0.4,0.4,1.9,30.8
-0.3999999999999915,80.7,1.3,0.4,1.7,33.6
-1.7000000000000028,89.5,1.0,5.7,1.9,36.8
0.4000000000000057,90.7,2.5,1.6,0.8,46.8
0.20000000000000284,77.8,3.2,5.3,0.7,32.4
-5.599999999999994,111.6,3.4,22.0,1.2,23.6
0.4000000000000057,106.2,2.7,0.2,4.7,15.6
-1.6000000000000085,102.2,2.2,7.7,1.4,20.4
-2.700000000000003,87.1,2.4,13.4,0.2,35.2
-4.5,87.2,1.4,13.7,5.7,28.4
-0.4000000000000057,101.6,4.5,1.0,0.1,24.0
0.0,86.8,2.8,5.2,1.2,33.6
-0.4000000000000057,128.7,5.0,17.3,5.0,11.2
-2.5,105.9,1.2,6.8,4.3,28.4
0.29999999999999716,96.8,3.2,2.8,2.3,35.6
-3.8999999999999915,82.1,1.4,12.8,3.8,42.8
-5.700000000000003,95.7,1.9,21.4,0.2,22.0
-4.3999999999999915,80.4,3.4,15.3,4.3,24.8
-1.0,85.4,2.6,6.4,0.7,29.6
-2.5,128.2,3.2,17.1,0.4,24.4
